"","subject_id","rt","time_elapsed","prolific_id","cb","study_id","session_id","prob0","prob1","prob2","prob3","scenario","A","B","E","S","answer","comments","rowtype","trialtype"
"827","9h6lqmnnke",7902,562445,"5f498ed174ace851abbbdee9",0,"668582e30cf76773d7ac09c4","6685911081f49a0e64a5f63c","10%","50%","80%","50%","group",0,1,0,0,"The lecturer did not attend",NA,"stim","c2"
"828","9h6lqmnnke",7688,589637,"5f498ed174ace851abbbdee9",1,"668582e30cf76773d7ac09c4","6685911081f49a0e64a5f63c","80%","50%","10%","50%","job",0,1,0,1,"The candidate did not demonstrate skill B",NA,"stim","d2"
"829","9huxpfs26l",29181,668029,"5f45882f55090e1a65935ffd",1,"668582e30cf76773d7ac09c4","66858f30807db2a31251fabc","80%","50%","10%","70%","cook",1,1,0,1,"The dessert did not impress the panel",NA,"stim","d6"
"830","9huxpfs26l",19094,899613,"5f45882f55090e1a65935ffd",1,"668582e30cf76773d7ac09c4","66858f30807db2a31251fabc","80%","50%","10%","50%","group",1,0,1,1,"The lecturer talked about the paper",NA,"stim","d5"
"831","9huxpfs26l",17262,1028789,"5f45882f55090e1a65935ffd",1,"668582e30cf76773d7ac09c4","66858f30807db2a31251fabc","80%","50%","10%","50%","cook",1,0,0,0,"The main dish did not impress the panel",NA,"stim","c3"
"832","9huxpfs26l",13934,1167676,"5f45882f55090e1a65935ffd",0,"668582e30cf76773d7ac09c4","66858f30807db2a31251fabc","50%","10%","50%","80%","cook",1,0,0,1,"The main dish did not impress the panel",NA,"stim","d4"
"833","9huxpfs26l",12822,1256956,"5f45882f55090e1a65935ffd",1,"668582e30cf76773d7ac09c4","66858f30807db2a31251fabc","80%","50%","10%","50%","group",0,1,1,1,"The postdoc talked about the paper",NA,"stim","d3"
"834","9huxpfs26l",14318,1340315,"5f45882f55090e1a65935ffd",0,"668582e30cf76773d7ac09c4","66858f30807db2a31251fabc","10%","70%","80%","50%","group",0,1,0,0,"The postdoc did not talk about the paper",NA,"stim","c2"
"835","9huxpfs26l",12374,1442852,"5f45882f55090e1a65935ffd",0,"668582e30cf76773d7ac09c4","66858f30807db2a31251fabc","10%","50%","80%","50%","group",0,0,0,1,"The postdoc did not attend",NA,"stim","d1"
"836","9huxpfs26l",19151,1553883,"5f45882f55090e1a65935ffd",1,"668582e30cf76773d7ac09c4","66858f30807db2a31251fabc","50%","80%","50%","10%","job",1,1,1,0,"The candidate demonstrated skill B",NA,"stim","c5"
"837","9huxpfs26l",12197,1635731,"5f45882f55090e1a65935ffd",0,"668582e30cf76773d7ac09c4","66858f30807db2a31251fabc","10%","50%","80%","50%","group",1,1,0,0,"The lecturer did not talk about the paper",NA,"stim","c4"
"838","9huxpfs26l",21710,1742243,"5f45882f55090e1a65935ffd",0,"668582e30cf76773d7ac09c4","66858f30807db2a31251fabc","10%","70%","80%","50%","job",0,1,0,1,"The candidate did not demonstrate skill B",NA,"stim","d2"
"839","9huxpfs26l",14589,1906075,"5f45882f55090e1a65935ffd",0,"668582e30cf76773d7ac09c4","66858f30807db2a31251fabc","50%","10%","50%","80%","cook",0,0,0,0,"The chef did not complete the dessert",NA,"stim","c1"
"840","9huxpfs26l",13541,2003458,"5f45882f55090e1a65935ffd",1,"668582e30cf76773d7ac09c4","66858f30807db2a31251fabc","80%","50%","10%","50%","job",1,1,1,1,"The candidate had skill B",NA,"stim","d7"
"841","9q547hl0qz",10317,203984,"5ba2a1c8c96df90001ce9159",1,"668582e30cf76773d7ac09c4","668592a3807db2a31251fb94","80%","50%","10%","50%","group",1,1,0,0,"The postdoc did not talk about the paper",NA,"stim","c4"
"842","9q547hl0qz",5551,262711,"5ba2a1c8c96df90001ce9159",1,"668582e30cf76773d7ac09c4","668592a3807db2a31251fb94","80%","50%","10%","50%","cook",0,1,0,0,"The dessert did not impress the panel",NA,"stim","c2"
"843","9q547hl0qz",1183,285544,"5ba2a1c8c96df90001ce9159",0,"668582e30cf76773d7ac09c4","668592a3807db2a31251fb94","10%","70%","80%","50%","cook",0,1,1,1,"The main dish impressed the panel",NA,"stim","d3"
"844","9q547hl0qz",1896,512535,"5ba2a1c8c96df90001ce9159",1,"668582e30cf76773d7ac09c4","668592a3807db2a31251fb94","50%","80%","50%","10%","group",1,0,0,1,"The postdoc did not attend",NA,"stim","d4"
"845","9q547hl0qz",3927,541735,"5ba2a1c8c96df90001ce9159",1,"668582e30cf76773d7ac09c4","668592a3807db2a31251fb94","50%","80%","50%","10%","job",0,0,0,0,"The candidate did not demonstrate skill B",NA,"stim","c1"
"846","9q547hl0qz",1667,577168,"5ba2a1c8c96df90001ce9159",1,"668582e30cf76773d7ac09c4","668592a3807db2a31251fb94","80%","50%","10%","70%","job",1,1,0,1,"The candidate had skill B",NA,"stim","d6"
"847","9q547hl0qz",950,592135,"5ba2a1c8c96df90001ce9159",0,"668582e30cf76773d7ac09c4","668592a3807db2a31251fb94","10%","50%","80%","50%","cook",1,1,1,0,"The main dish impressed the panel",NA,"stim","c5"
"848","9q547hl0qz",1335,615046,"5ba2a1c8c96df90001ce9159",1,"668582e30cf76773d7ac09c4","668592a3807db2a31251fb94","50%","80%","50%","10%","job",1,0,0,0,"The candidate did not demonstrate skill A",NA,"stim","c3"
"849","9q547hl0qz",1655,724263,"5ba2a1c8c96df90001ce9159",1,"668582e30cf76773d7ac09c4","668592a3807db2a31251fb94","50%","80%","50%","10%","job",1,1,1,1,"The candidate had skill B",NA,"stim","d7"
"850","9q547hl0qz",1267,740935,"5ba2a1c8c96df90001ce9159",1,"668582e30cf76773d7ac09c4","668592a3807db2a31251fb94","80%","50%","10%","70%","job",0,0,0,1,"The candidate did not have skill B",NA,"stim","d1"
"851","9q547hl0qz",1816,758367,"5ba2a1c8c96df90001ce9159",0,"668582e30cf76773d7ac09c4","668592a3807db2a31251fb94","50%","10%","50%","80%","cook",0,1,0,1,"The main dish did not impress the panel",NA,"stim","d2"
"852","9q547hl0qz",1343,782287,"5ba2a1c8c96df90001ce9159",0,"668582e30cf76773d7ac09c4","668592a3807db2a31251fb94","50%","10%","50%","80%","job",1,0,1,1,"The candidate had skill A",NA,"stim","d5"
"853","9ux2a8k97k",31852.1000000089,278128,"6662ec29d33980ad34e420b4",1,"668582e30cf76773d7ac09c4","66858d4eb1cc5cdbb0c22c79","80%","50%","10%","70%","cook",0,0,0,1,"The chef did not complete the main dish",NA,"stim","d1"
"854","9ux2a8k97k",12567.8999999911,395362,"6662ec29d33980ad34e420b4",1,"668582e30cf76773d7ac09c4","66858d4eb1cc5cdbb0c22c79","80%","50%","10%","50%","group",1,1,1,1,"The lecturer talked about the paper",NA,"stim","d7"
"855","9ux2a8k97k",4262.20000000298,452553,"6662ec29d33980ad34e420b4",1,"668582e30cf76773d7ac09c4","66858d4eb1cc5cdbb0c22c79","50%","80%","50%","10%","cook",1,0,0,1,"The chef did not complete the dessert",NA,"stim","d4"
"856","9ux2a8k97k",8650.29999999702,491863,"6662ec29d33980ad34e420b4",0,"668582e30cf76773d7ac09c4","66858d4eb1cc5cdbb0c22c79","10%","50%","80%","50%","cook",0,1,1,1,"The dessert impressed the panel",NA,"stim","d3"
"857","9ux2a8k97k",9684.19999998808,540711,"6662ec29d33980ad34e420b4",1,"668582e30cf76773d7ac09c4","66858d4eb1cc5cdbb0c22c79","80%","50%","10%","50%","group",1,0,1,1,"The lecturer talked about the paper",NA,"stim","d5"
"858","9ux2a8k97k",12716.299999997,576541,"6662ec29d33980ad34e420b4",0,"668582e30cf76773d7ac09c4","66858d4eb1cc5cdbb0c22c79","10%","70%","80%","50%","cook",0,1,0,0,"The chef completed the main dish",NA,"stim","c2"
"859","9ux2a8k97k",9105.09999999404,611385,"6662ec29d33980ad34e420b4",1,"668582e30cf76773d7ac09c4","66858d4eb1cc5cdbb0c22c79","80%","50%","10%","70%","cook",1,1,0,1,"The dessert did not impress the panel",NA,"stim","d6"
"860","9ux2a8k97k",6557.29999999702,639084,"6662ec29d33980ad34e420b4",1,"668582e30cf76773d7ac09c4","66858d4eb1cc5cdbb0c22c79","80%","50%","10%","50%","cook",0,1,0,1,"The main dish did not impress the panel",NA,"stim","d2"
"861","9ux2a8k97k",7701.29999999702,674098,"6662ec29d33980ad34e420b4",0,"668582e30cf76773d7ac09c4","66858d4eb1cc5cdbb0c22c79","50%","10%","50%","80%","cook",1,1,1,0,"The main dish impressed the panel",NA,"stim","c5"
"862","9ux2a8k97k",9447.09999999404,705036,"6662ec29d33980ad34e420b4",0,"668582e30cf76773d7ac09c4","66858d4eb1cc5cdbb0c22c79","10%","70%","80%","50%","cook",1,1,0,0,"The dessert did not impress the panel",NA,"stim","c4"
"863","9ux2a8k97k",6698.20000000298,731443,"6662ec29d33980ad34e420b4",0,"668582e30cf76773d7ac09c4","66858d4eb1cc5cdbb0c22c79","50%","10%","50%","80%","group",1,0,0,0,"The lecturer did not talk about the paper",NA,"stim","c3"
"864","9ux2a8k97k",13207.6999999881,766696,"6662ec29d33980ad34e420b4",0,"668582e30cf76773d7ac09c4","66858d4eb1cc5cdbb0c22c79","10%","70%","80%","50%","job",0,0,0,0,"The candidate did not have skill B",NA,"stim","c1"
"865","a3skx5x31r",44914,449542,"60eb14724415442253f984d5",0,"668582e30cf76773d7ac09c4","668590f68bf6b94b37097ccc","10%","50%","80%","50%","cook",0,1,0,1,"The main dish did not impress the panel",NA,"stim","d2"
"866","a3skx5x31r",19636.6000000006,586726,"60eb14724415442253f984d5",0,"668582e30cf76773d7ac09c4","668590f68bf6b94b37097ccc","10%","70%","80%","50%","group",1,0,1,1,"The lecturer attended",NA,"stim","d5"
"867","a3skx5x31r",4264.40000000037,643035,"60eb14724415442253f984d5",1,"668582e30cf76773d7ac09c4","668590f68bf6b94b37097ccc","50%","80%","50%","10%","cook",0,1,0,0,"The main dish did not impress the panel",NA,"stim","c2"
"868","a3skx5x31r",1793.79999999981,687364,"60eb14724415442253f984d5",0,"668582e30cf76773d7ac09c4","668590f68bf6b94b37097ccc","10%","70%","80%","50%","cook",0,0,0,1,"The chef did not complete the main dish",NA,"stim","d1"
"869","a3skx5x31r",1531.40000000037,806536,"60eb14724415442253f984d5",0,"668582e30cf76773d7ac09c4","668590f68bf6b94b37097ccc","10%","50%","80%","50%","group",1,1,0,0,"The postdoc attended",NA,"stim","c4"
"870","a3skx5x31r",1988.90000000037,862606,"60eb14724415442253f984d5",1,"668582e30cf76773d7ac09c4","668590f68bf6b94b37097ccc","50%","80%","50%","10%","group",1,1,1,0,"The lecturer attended",NA,"stim","c5"
"871","a3skx5x31r",1448.5,884308,"60eb14724415442253f984d5",0,"668582e30cf76773d7ac09c4","668590f68bf6b94b37097ccc","10%","50%","80%","50%","cook",1,0,0,1,"The chef did not complete the dessert",NA,"stim","d4"
"872","a3skx5x31r",1744.20000000019,1018831,"60eb14724415442253f984d5",1,"668582e30cf76773d7ac09c4","668590f68bf6b94b37097ccc","80%","50%","10%","50%","cook",1,1,0,1,"The dessert did not impress the panel",NA,"stim","d6"
"873","a3skx5x31r",6829.20000000019,1054458,"60eb14724415442253f984d5",0,"668582e30cf76773d7ac09c4","668590f68bf6b94b37097ccc","50%","10%","50%","80%","group",1,1,1,1,"The postdoc talked about the paper",NA,"stim","d7"
"874","a3skx5x31r",13290.2000000002,1086738,"60eb14724415442253f984d5",0,"668582e30cf76773d7ac09c4","668590f68bf6b94b37097ccc","10%","50%","80%","50%","job",1,0,0,0,"The candidate did not have skill B",NA,"stim","c3"
"875","a3skx5x31r",1826,1131492,"60eb14724415442253f984d5",1,"668582e30cf76773d7ac09c4","668590f68bf6b94b37097ccc","80%","50%","10%","70%","group",0,0,0,0,"The lecturer did not attend",NA,"stim","c1"
"876","a3skx5x31r",15220.6000000006,1174597,"60eb14724415442253f984d5",0,"668582e30cf76773d7ac09c4","668590f68bf6b94b37097ccc","10%","70%","80%","50%","group",0,1,1,1,"The postdoc talked about the paper",NA,"stim","d3"
"877","a6sp7569du",41511.099999994,493082,"5c55a56ae66e510001ee791d",0,"668582e30cf76773d7ac09c4","6685936781f49a0e64a5f6c8","10%","50%","80%","50%","group",0,0,0,1,"The postdoc did not attend",NA,"stim","d1"
"878","a6sp7569du",14119,559119,"5c55a56ae66e510001ee791d",0,"668582e30cf76773d7ac09c4","6685936781f49a0e64a5f6c8","10%","70%","80%","50%","cook",0,0,0,0,"The dessert did not impress the panel",NA,"stim","c1"
"879","a6sp7569du",6263.09999999404,633100,"5c55a56ae66e510001ee791d",1,"668582e30cf76773d7ac09c4","6685936781f49a0e64a5f6c8","50%","80%","50%","10%","group",0,1,1,1,"The postdoc talked about the paper",NA,"stim","d3"
"880","a6sp7569du",14375.299999997,683425,"5c55a56ae66e510001ee791d",1,"668582e30cf76773d7ac09c4","6685936781f49a0e64a5f6c8","80%","50%","10%","50%","cook",0,1,0,0,"The chef did not complete the main dish",NA,"stim","c2"
"881","a6sp7569du",7183.19999998808,740870,"5c55a56ae66e510001ee791d",0,"668582e30cf76773d7ac09c4","6685936781f49a0e64a5f6c8","10%","70%","80%","50%","group",1,0,0,0,"The lecturer attended",NA,"stim","c3"
"882","a6sp7569du",2311.20000000298,789371,"5c55a56ae66e510001ee791d",1,"668582e30cf76773d7ac09c4","6685936781f49a0e64a5f6c8","80%","50%","10%","50%","cook",1,1,1,1,"The main dish impressed the panel",NA,"stim","d7"
"883","a6sp7569du",2463.10000000894,819883,"5c55a56ae66e510001ee791d",1,"668582e30cf76773d7ac09c4","6685936781f49a0e64a5f6c8","50%","80%","50%","10%","group",1,1,0,0,"The postdoc did not talk about the paper",NA,"stim","c4"
"884","a6sp7569du",6111.10000000894,867904,"5c55a56ae66e510001ee791d",1,"668582e30cf76773d7ac09c4","6685936781f49a0e64a5f6c8","50%","80%","50%","10%","job",1,0,1,1,"The candidate demonstrated skill A",NA,"stim","d5"
"885","a6sp7569du",2063.29999999702,912478,"5c55a56ae66e510001ee791d",1,"668582e30cf76773d7ac09c4","6685936781f49a0e64a5f6c8","80%","50%","10%","50%","job",1,1,1,0,"The candidate had skill A",NA,"stim","c5"
"886","a6sp7569du",5407.20000000298,945534,"5c55a56ae66e510001ee791d",0,"668582e30cf76773d7ac09c4","6685936781f49a0e64a5f6c8","10%","50%","80%","50%","group",1,0,0,1,"The lecturer talked about the paper",NA,"stim","d4"
"887","a6sp7569du",1455.5,988675,"5c55a56ae66e510001ee791d",0,"668582e30cf76773d7ac09c4","6685936781f49a0e64a5f6c8","10%","50%","80%","50%","job",1,1,0,1,"The candidate did not demonstrate skill B",NA,"stim","d6"
"888","a6sp7569du",1447.10000000894,1040495,"5c55a56ae66e510001ee791d",1,"668582e30cf76773d7ac09c4","6685936781f49a0e64a5f6c8","50%","80%","50%","10%","group",0,1,0,1,"The postdoc attended",NA,"stim","d2"
"889","ad8kxza4v4",18874.9000000004,195357,"5eb16c316e577a06b326d39c",0,"668582e30cf76773d7ac09c4","668591af0b2e03a894cc0fed","10%","50%","80%","50%","cook",0,1,0,0,"The chef did not complete the main dish",NA,"stim","c2"
"890","ad8kxza4v4",8788.29999999888,273739,"5eb16c316e577a06b326d39c",1,"668582e30cf76773d7ac09c4","668591af0b2e03a894cc0fed","80%","50%","10%","70%","cook",1,0,0,0,"The chef did not complete the dessert",NA,"stim","c3"
"891","ad8kxza4v4",11986.2000000011,318357,"5eb16c316e577a06b326d39c",0,"668582e30cf76773d7ac09c4","668591af0b2e03a894cc0fed","10%","70%","80%","50%","job",1,1,0,1,"The candidate did not demonstrate skill B",NA,"stim","d6"
"892","ad8kxza4v4",11743.9000000004,375289,"5eb16c316e577a06b326d39c",1,"668582e30cf76773d7ac09c4","668591af0b2e03a894cc0fed","50%","80%","50%","10%","group",0,1,1,1,"The postdoc talked about the paper",NA,"stim","d3"
"893","ad8kxza4v4",1909.80000000075,406012,"5eb16c316e577a06b326d39c",1,"668582e30cf76773d7ac09c4","668591af0b2e03a894cc0fed","80%","50%","10%","70%","cook",0,1,0,1,"The chef did not complete the main dish",NA,"stim","d2"
"894","ad8kxza4v4",1065.59999999963,454729,"5eb16c316e577a06b326d39c",0,"668582e30cf76773d7ac09c4","668591af0b2e03a894cc0fed","10%","50%","80%","50%","group",1,1,1,0,"The postdoc talked about the paper",NA,"stim","c5"
"895","ad8kxza4v4",2738.90000000037,480697,"5eb16c316e577a06b326d39c",0,"668582e30cf76773d7ac09c4","668591af0b2e03a894cc0fed","10%","70%","80%","50%","cook",0,0,0,1,"The chef did not complete the dessert",NA,"stim","d1"
"896","ad8kxza4v4",1456.09999999963,498434,"5eb16c316e577a06b326d39c",1,"668582e30cf76773d7ac09c4","668591af0b2e03a894cc0fed","50%","80%","50%","10%","job",1,1,0,0,"The candidate did not demonstrate skill B",NA,"stim","c4"
"897","ad8kxza4v4",1145.59999999963,515019,"5eb16c316e577a06b326d39c",1,"668582e30cf76773d7ac09c4","668591af0b2e03a894cc0fed","80%","50%","10%","50%","group",1,0,0,1,"The lecturer did not talk about the paper",NA,"stim","d4"
"898","ad8kxza4v4",2290,533950,"5eb16c316e577a06b326d39c",1,"668582e30cf76773d7ac09c4","668591af0b2e03a894cc0fed","80%","50%","10%","50%","cook",1,0,1,1,"The main dish impressed the panel",NA,"stim","d5"
"899","ad8kxza4v4",747.200000001118,551727,"5eb16c316e577a06b326d39c",0,"668582e30cf76773d7ac09c4","668591af0b2e03a894cc0fed","10%","70%","80%","50%","job",1,1,1,1,"The candidate demonstrated skill A",NA,"stim","d7"
"900","ad8kxza4v4",1141.40000000037,565531,"5eb16c316e577a06b326d39c",1,"668582e30cf76773d7ac09c4","668591af0b2e03a894cc0fed","80%","50%","10%","70%","group",0,0,0,0,"The lecturer did not attend",NA,"stim","c1"
"901","ancfoxp3eg",33466.7999999523,259687,"62e96a0fedf3eba36804ff8f",1,"668582e30cf76773d7ac09c4","66859192a8a5d7997af65f35","50%","80%","50%","10%","group",0,1,1,1,"The postdoc talked about the paper",NA,"stim","d3"
"902","ancfoxp3eg",7701.60000014305,337394,"62e96a0fedf3eba36804ff8f",0,"668582e30cf76773d7ac09c4","66859192a8a5d7997af65f35","50%","10%","50%","80%","group",0,1,0,1,"The postdoc did not talk about the paper",NA,"stim","d2"
"903","ancfoxp3eg",15460,443730,"62e96a0fedf3eba36804ff8f",1,"668582e30cf76773d7ac09c4","66859192a8a5d7997af65f35","50%","80%","50%","10%","cook",0,1,0,0,"The chef did not complete the main dish",NA,"stim","c2"
"904","ancfoxp3eg",5229.40000009537,492584,"62e96a0fedf3eba36804ff8f",1,"668582e30cf76773d7ac09c4","66859192a8a5d7997af65f35","80%","50%","10%","70%","group",1,0,0,1,"The lecturer did not talk about the paper",NA,"stim","d4"
"905","ancfoxp3eg",16615,551504,"62e96a0fedf3eba36804ff8f",1,"668582e30cf76773d7ac09c4","66859192a8a5d7997af65f35","80%","50%","10%","70%","cook",1,1,0,0,"The main dish did not impress the panel",NA,"stim","c4"
"906","ancfoxp3eg",12088.2000000477,617494,"62e96a0fedf3eba36804ff8f",1,"668582e30cf76773d7ac09c4","66859192a8a5d7997af65f35","50%","80%","50%","10%","job",1,0,0,0,"The candidate did not demonstrate skill B",NA,"stim","c3"
"907","ancfoxp3eg",7791.59999990463,697540,"62e96a0fedf3eba36804ff8f",0,"668582e30cf76773d7ac09c4","66859192a8a5d7997af65f35","50%","10%","50%","80%","cook",1,1,1,1,"The main dish impressed the panel",NA,"stim","d7"
"908","ancfoxp3eg",4052.09999990463,743494,"62e96a0fedf3eba36804ff8f",1,"668582e30cf76773d7ac09c4","66859192a8a5d7997af65f35","50%","80%","50%","10%","job",1,1,1,0,"The candidate demonstrated skill B",NA,"stim","c5"
"909","ancfoxp3eg",2366.39999985695,775682,"62e96a0fedf3eba36804ff8f",0,"668582e30cf76773d7ac09c4","66859192a8a5d7997af65f35","10%","70%","80%","50%","group",0,0,0,0,"The postdoc did not talk about the paper",NA,"stim","c1"
"910","ancfoxp3eg",2298.10000014305,837228,"62e96a0fedf3eba36804ff8f",0,"668582e30cf76773d7ac09c4","66859192a8a5d7997af65f35","10%","50%","80%","50%","group",1,1,0,1,"The postdoc did not talk about the paper",NA,"stim","d6"
"911","ancfoxp3eg",2198.79999995232,868692,"62e96a0fedf3eba36804ff8f",0,"668582e30cf76773d7ac09c4","66859192a8a5d7997af65f35","50%","10%","50%","80%","cook",1,0,1,1,"The main dish impressed the panel",NA,"stim","d5"
"912","ancfoxp3eg",2797.59999990463,906822,"62e96a0fedf3eba36804ff8f",0,"668582e30cf76773d7ac09c4","66859192a8a5d7997af65f35","10%","50%","80%","50%","group",0,0,0,1,"The postdoc did not talk about the paper",NA,"stim","d1"
"913","anwfnwgazr",36020.8999999762,476880,"6287745dd285a8be832879dc",0,"668582e30cf76773d7ac09c4","668596fffbd787de3b2494b0","50%","10%","50%","80%","cook",1,0,0,0,"The chef did not complete the dessert",NA,"stim","c3"
"914","anwfnwgazr",32266.7999999523,597879,"6287745dd285a8be832879dc",1,"668582e30cf76773d7ac09c4","668596fffbd787de3b2494b0","80%","50%","10%","50%","group",1,1,1,0,"The postdoc talked about the paper",NA,"stim","c5"
"915","anwfnwgazr",31553,702293,"6287745dd285a8be832879dc",0,"668582e30cf76773d7ac09c4","668596fffbd787de3b2494b0","10%","70%","80%","50%","job",1,1,0,1,"The candidate did not demonstrate skill B",NA,"stim","d6"
"916","anwfnwgazr",110180.299999952,928849,"6287745dd285a8be832879dc",0,"668582e30cf76773d7ac09c4","668596fffbd787de3b2494b0","10%","70%","80%","50%","job",1,1,1,1,"The candidate demonstrated skill A",NA,"stim","d7"
"917","anwfnwgazr",9738.19999992847,990388,"6287745dd285a8be832879dc",1,"668582e30cf76773d7ac09c4","668596fffbd787de3b2494b0","50%","80%","50%","10%","cook",1,0,1,1,"The main dish impressed the panel",NA,"stim","d5"
"918","anwfnwgazr",9306.39999997616,1053689,"6287745dd285a8be832879dc",1,"668582e30cf76773d7ac09c4","668596fffbd787de3b2494b0","80%","50%","10%","50%","job",1,0,0,1,"The candidate did not demonstrate skill A",NA,"stim","d4"
"919","anwfnwgazr",20059.1000000238,1102859,"6287745dd285a8be832879dc",1,"668582e30cf76773d7ac09c4","668596fffbd787de3b2494b0","50%","80%","50%","10%","group",1,1,0,0,"The postdoc did not talk about the paper",NA,"stim","c4"
"920","anwfnwgazr",10055,1133753,"6287745dd285a8be832879dc",0,"668582e30cf76773d7ac09c4","668596fffbd787de3b2494b0","10%","70%","80%","50%","group",0,0,0,1,"The postdoc did not attend",NA,"stim","d1"
"921","anwfnwgazr",8204.19999992847,1183254,"6287745dd285a8be832879dc",1,"668582e30cf76773d7ac09c4","668596fffbd787de3b2494b0","80%","50%","10%","50%","cook",0,1,0,0,"The chef did not complete the main dish",NA,"stim","c2"
"922","anwfnwgazr",7606.20000004768,1217158,"6287745dd285a8be832879dc",1,"668582e30cf76773d7ac09c4","668596fffbd787de3b2494b0","80%","50%","10%","50%","job",0,1,1,1,"The candidate demonstrated skill B",NA,"stim","d3"
"923","anwfnwgazr",12316.3000000715,1253666,"6287745dd285a8be832879dc",1,"668582e30cf76773d7ac09c4","668596fffbd787de3b2494b0","80%","50%","10%","70%","cook",0,1,0,1,"The dessert did not impress the panel",NA,"stim","d2"
"924","anwfnwgazr",4601.79999995232,1275832,"6287745dd285a8be832879dc",1,"668582e30cf76773d7ac09c4","668596fffbd787de3b2494b0","80%","50%","10%","50%","group",0,0,0,0,"The lecturer did not attend",NA,"stim","c1"
"925","ao465efu0o",39882.900000006,1034994,"6605eaefd982b606054fda4c",1,"668582e30cf76773d7ac09c4","6685943d594f9cde208ef315","80%","50%","10%","70%","group",1,0,0,0,"The postdoc did not attend",NA,"stim","c3"
"926","ao465efu0o",15723.8999999985,1219013,"6605eaefd982b606054fda4c",0,"668582e30cf76773d7ac09c4","6685943d594f9cde208ef315","10%","50%","80%","50%","job",1,1,1,0,"The candidate demonstrated skill B",NA,"stim","c5"
"927","ao465efu0o",5557.10000000149,1338494,"6605eaefd982b606054fda4c",1,"668582e30cf76773d7ac09c4","6685943d594f9cde208ef315","80%","50%","10%","50%","job",1,1,1,1,"The candidate demonstrated skill A",NA,"stim","d7"
"928","ao465efu0o",39674.6000000015,1440165,"6605eaefd982b606054fda4c",0,"668582e30cf76773d7ac09c4","6685943d594f9cde208ef315","10%","70%","80%","50%","cook",0,1,0,0,"The dessert did not impress the panel",NA,"stim","c2"
"929","ao465efu0o",19243.5,1548820,"6605eaefd982b606054fda4c",1,"668582e30cf76773d7ac09c4","6685943d594f9cde208ef315","50%","80%","50%","10%","group",1,0,1,1,"The lecturer talked about the paper",NA,"stim","d5"
"930","ao465efu0o",9889.5,1654777,"6605eaefd982b606054fda4c",0,"668582e30cf76773d7ac09c4","6685943d594f9cde208ef315","50%","10%","50%","80%","cook",0,1,0,1,"The dessert did not impress the panel",NA,"stim","d2"
"931","ao465efu0o",2704.29999999702,1735759,"6605eaefd982b606054fda4c",1,"668582e30cf76773d7ac09c4","6685943d594f9cde208ef315","50%","80%","50%","10%","group",1,0,0,1,"The lecturer did not talk about the paper",NA,"stim","d4"
"932","ao465efu0o",15194.400000006,1808410,"6605eaefd982b606054fda4c",0,"668582e30cf76773d7ac09c4","6685943d594f9cde208ef315","10%","70%","80%","50%","group",0,0,0,1,"The postdoc did not attend",NA,"stim","d1"
"933","ao465efu0o",20806.200000003,1912971,"6605eaefd982b606054fda4c",1,"668582e30cf76773d7ac09c4","6685943d594f9cde208ef315","80%","50%","10%","50%","group",0,1,1,1,"The postdoc talked about the paper",NA,"stim","d3"
"934","ao465efu0o",50213.8999999985,2036859,"6605eaefd982b606054fda4c",0,"668582e30cf76773d7ac09c4","6685943d594f9cde208ef315","50%","10%","50%","80%","cook",1,1,0,0,"The main dish did not impress the panel",NA,"stim","c4"
"935","ao465efu0o",5943.10000000149,2116688,"6605eaefd982b606054fda4c",0,"668582e30cf76773d7ac09c4","6685943d594f9cde208ef315","10%","70%","80%","50%","job",0,0,0,0,"The candidate did not have skill B",NA,"stim","c1"
"936","ao465efu0o",15963.8000000045,2253143,"6605eaefd982b606054fda4c",0,"668582e30cf76773d7ac09c4","6685943d594f9cde208ef315","10%","50%","80%","50%","job",1,1,0,1,"The candidate did not demonstrate skill B",NA,"stim","d6"
"937","auur0vu0hb",20613,282098,"614a4492903df4380cb1a0c2",1,"668582e30cf76773d7ac09c4","66858884763565064cf70cfc","80%","50%","10%","50%","group",1,1,0,1,"The lecturer did not talk about the paper",NA,"stim","d6"
"938","auur0vu0hb",29899,413811,"614a4492903df4380cb1a0c2",0,"668582e30cf76773d7ac09c4","66858884763565064cf70cfc","50%","10%","50%","80%","cook",1,1,1,1,"The dessert impressed the panel",NA,"stim","d7"
"939","auur0vu0hb",14352,484787,"614a4492903df4380cb1a0c2",0,"668582e30cf76773d7ac09c4","66858884763565064cf70cfc","50%","10%","50%","80%","group",1,0,0,1,"The postdoc did not attend",NA,"stim","d4"
"940","auur0vu0hb",13144,550510,"614a4492903df4380cb1a0c2",1,"668582e30cf76773d7ac09c4","66858884763565064cf70cfc","80%","50%","10%","70%","cook",1,0,0,0,"The main dish did not impress the panel",NA,"stim","c3"
"941","auur0vu0hb",12077,637647,"614a4492903df4380cb1a0c2",1,"668582e30cf76773d7ac09c4","66858884763565064cf70cfc","80%","50%","10%","50%","job",1,1,0,0,"The candidate did not demonstrate skill A",NA,"stim","c4"
"942","auur0vu0hb",7029,687459,"614a4492903df4380cb1a0c2",0,"668582e30cf76773d7ac09c4","66858884763565064cf70cfc","10%","50%","80%","50%","cook",1,1,1,0,"The chef completed the main dish",NA,"stim","c5"
