"","mindsCode","tag","response","index","digit1","digit2","digit3","digit4","digit5","digit6","X","left","right","condObs"
"171","M087770","t110000","the closest place",213,1,1,0,0,0,0,"the closest place _ C=0","the closest place","C=0","1100"
"172","M087770","t111011","hes stretched his legs while getting food",215,1,1,1,0,1,1,"hes stretched his legs while getting food _ Cu=1","hes stretched his legs while getting food","Cu=1","1110"
"173","M087770","t000111","i think he fancied a walk",216,0,0,0,1,1,1,"i think he fancied a walk _ Cu=1","i think he fancied a walk","Cu=1","0001"
"174","M230523","t011010","He likes hot dogs more.",217,0,1,1,0,1,0,"He likes hot dogs more. _ P=1","He likes hot dogs more.","P=1","0110"
"175","M230523","t000100","They go to the pizza stand because it's their favourite",218,0,0,0,1,0,0,"They go to the pizza stand because it's their favourite _ P=0","They go to the pizza stand because it's their favourite","P=0","0001"
"176","M230523","t010011","They wanted to take the long route because they are sporty",219,0,1,0,0,1,1,"They wanted to take the long route because they are sporty _ C=1","They wanted to take the long route because they are sporty","C=1","0100"
"177","M230523","t111000","the pizza stand was closer",220,1,1,1,0,0,0,"the pizza stand was closer _ S=0","the pizza stand was closer","S=0","1110"
"178","M230523","t100110","Hot dogs are his favorite food",221,1,0,0,1,1,0,"Hot dogs are his favorite food _ P=1","Hot dogs are his favorite food","P=1","1001"
"179","M230523","t101111","They wanted to take the long route because they are sporty",222,1,0,1,1,1,1,"They wanted to take the long route because they are sporty _ C=1","They wanted to take the long route because they are sporty","C=1","1011"
"180","M230523","t110101","They go to the pizza stand because it's their favourite",223,1,1,0,1,0,1,"They go to the pizza stand because it's their favourite _ P=0","They go to the pizza stand because it's their favourite","P=0","1101"
"181","M620650","t001011","He wanted to take the long way to the hot dogs.",225,0,0,1,0,1,1,"He wanted to take the long way to the hot dogs. _ Cu=1","He wanted to take the long way to the hot dogs.","Cu=1","0010"
"182","M620650","t110111","Again, he wanted to take the long way to the hot dogs.",226,1,1,0,1,1,1,"Again, he wanted to take the long way to the hot dogs. _ Cu=1","Again, he wanted to take the long way to the hot dogs.","Cu=1","1101"
"183","M620650","t100000","He really didn't know he had a hot dog stand nearby.",228,1,0,0,0,0,0,"He really didn't know he had a hot dog stand nearby. _ K=0","He really didn't know he had a hot dog stand nearby.","K=0","1000"
"184","M620650","t111010","He took a tour and was able to get a hot dog stand.",229,1,1,1,0,1,0,"He took a tour and was able to get a hot dog stand. _ Ku=1","He took a tour and was able to get a hot dog stand.","Ku=1","1110"
"185","M620650","t101001","It doesn't look like hot dogs were his favorite food.",230,1,0,1,0,0,1,"It doesn't look like hot dogs were his favorite food. _ P=0","It doesn't look like hot dogs were his favorite food.","P=0","1010"
"186","M620650","t000110","He ate the hot dogs because it was the first thing he found.",231,0,0,0,1,1,0,"He ate the hot dogs because it was the first thing he found. _ C=0","He ate the hot dogs because it was the first thing he found.","C=0","0001"
"187","M620650","t010101","He likes pizza very much.",232,0,1,0,1,0,1,"He likes pizza very much. _ P=0","He likes pizza very much.","P=0","0101"
"188","M924977","t001000","He likes that type of food and didn't know what else there was",233,0,0,1,0,0,0,"He likes that type of food and didn't know what else there was _ K=0","He likes that type of food and didn't know what else there was","K=0","0010"
"189","M924977","t110100","They chose the closest food truck",235,1,1,0,1,0,0,"They chose the closest food truck _ C=0","They chose the closest food truck","C=0","1101"
"190","M924977","t011001","They wanted chinese but also wanted exercise",237,0,1,1,0,0,1,"They wanted chinese but also wanted exercise _ Unclear","They wanted chinese but also wanted exercise","Unclear","0110"
"191","M924977","t100101","They fancied a change from hot dogs",238,1,0,0,1,0,1,"They fancied a change from hot dogs _ Pu=0","They fancied a change from hot dogs","Pu=0","1001"
"192","M924977","t000011","They really don't like Chinese food",239,0,0,0,0,1,1,"They really don't like Chinese food _ Unclear","They really don't like Chinese food","Unclear","0000"
"193","M924977","t010010","They wANTED HOT DOGS",240,0,1,0,0,1,0,"They wanted hot dogs _ Pu=1","They wanted hot dogs","Pu=1","0100"
"194","M281767","t000010","He wanted to take the shortest route, because he's lazy, to the hot dog truck, which Adrian is a fan of.",241,0,0,0,0,1,0,"He wanted to take the shortest route, because he's lazy, to the hot dog truck, which Adrian is a fan of. _ C=0","He wanted to take the shortest route, because he's lazy, to the hot dog truck, which Adrian is a fan of.","C=0","0000"
"195","M281767","t010001","He wanted to walk around the block before getting a pizza.",242,0,1,0,0,0,1,"He wanted to walk around the block before getting a pizza. _ Cu=1","He wanted to walk around the block before getting a pizza.","Cu=1","0100"
"196","M281767","t101101","He wanted to get some exercize in and got a pizza when he saw the truck.",243,1,0,1,1,0,1,"He wanted to get some exercise in and got a pizza when he saw the truck. _ Cu=1","He wanted to get some exercise in and got a pizza when he saw the truck.","Cu=1","1011"
"197","M281767","t001111","Brooklyn wanted to have a jog around the block and when he was most of the way around he decided to stop and get a hot dog.",245,0,0,1,1,1,1,"Brooklyn wanted to have a jog around the block and when he was most of the way around he decided to stop and get a hot dog. _ Cu=1","Brooklyn wanted to have a jog around the block and when he was most of the way around he decided to stop and get a hot dog.","Cu=1","0011"
"198","M281767","t011000","Drewhad had been for a run and after he'd finished he decided to get a pizza at the truck.",246,0,1,1,0,0,0,"Drew had been for a run and after he'd finished he decided to get a pizza at the truck. _ Su=1","Drew had been for a run and after he'd finished he decided to get a pizza at the truck.","Su=1","0110"
"199","M281767","t111110","Taylor had just finished his usual jog around the neigbourhood and on his way home he stopped off to get a hot dog.",247,1,1,1,1,1,0,"Taylor had just finished his usual jog around the neighbourhood and on his way home he stopped off to get a hot dog. _ Su=1","Taylor had just finished his usual jog around the neighbourhood and on his way home he stopped off to get a hot dog.","Su=1","1111"
"200","M281767","t110011","Parker was wondering aimlessy around this neigburhood on his day off. \n\nWhen he saw the hot dog truck he had to stop and get one.",248,1,1,0,0,1,1,"Parker was wondering aimlessly around this neighbourhood on his day off. When he saw the hot dog truck he had to stop and get one. _ Ku=1","Parker was wondering aimlessly around this neighbourhood on his day off. When he saw the hot dog truck he had to stop and get one.","Ku=1","1100"
"201","M064846","t110101","Parker decided he wanted pizza instead",249,1,1,0,1,0,1,"Parker decided he wanted pizza instead _ Pu=0","Parker decided he wanted pizza instead","Pu=0","1101"
"202","M064846","t101111","Jesse took the longer route as theyre sporty",250,1,0,1,1,1,1,"Jesse took the longer route as they're sporty _ C=1","Jesse took the longer route as they're sporty","C=1","1011"
"203","M064846","t001001","Brooklyn took the long way as theyre sporty",251,0,0,1,0,0,1,"Brooklyn took the long way as they're sporty _ C=1","Brooklyn took the long way as they're sporty","C=1","0010"
"204","M064846","t011010","Drew took the quickest route",252,0,1,1,0,1,0,"Drew took the quickest route _ C=0","Drew took the quickest route","C=0","0110"
"205","M064846","t000100","Adrian took the quickest route",254,0,0,0,1,0,0,"Adrian took the quickest route _ C=0","Adrian took the quickest route","C=0","0001"
"206","M064846","t111000","Taylor chose pizza instead of hot dogs",255,1,1,1,0,0,0,"Taylor chose pizza instead of hot dogs _ Pu=0","Taylor chose pizza instead of hot dogs","Pu=0","1110"
"207","M064846","t100110","Harper took the quickest route",256,1,0,0,1,1,0,"Harper took the quickest route _ C=0","Harper took the quickest route","C=0","1001"
"208","M924021","t100011","Hot dogs are his favorite food",257,1,0,0,0,1,1,"Hot dogs are his favorite food _ P=1","Hot dogs are his favorite food","P=1","1000"
"209","M924021","t011111","They don't know the pizza stand is around the corner""",258,0,1,1,1,1,1,"They don't know the pizza stand is around the corner _ K=0","They don't know the pizza stand is around the corner","K=0","0111"
"210","M924021","t110010","They don't know the pizza stand is around the corner""",259,1,1,0,0,1,0,"They don't know the pizza stand is around the corner _ K=0","They don't know the pizza stand is around the corner","K=0","1100"
"211","M924021","t001110","The hot dog stand is closer",260,0,0,1,1,1,0,"The hot dog stand is closer _ S=1","The hot dog stand is closer","S=1","0011"
"212","M924021","t111101","They wanted to take the long route because they are sporty",262,1,1,1,1,0,1,"They wanted to take the long route because they are sporty _ C=1","They wanted to take the long route because they are sporty","C=1","1111"
"213","M924021","t010000","The hot dog stand is closer",263,0,1,0,0,0,0,"The hot dog stand is closer _ S=1","The hot dog stand is closer","S=1","0100"
"214","M924021","t000001","They wanted to take the long route because they are sporty",264,0,0,0,0,0,1,"They wanted to take the long route because they are sporty _ C=1","They wanted to take the long route because they are sporty","C=1","0000"
"215","M059061","t110010","They like hotdogs. They also know the area well.",265,1,1,0,0,1,0,"They like hotdogs. They also know the area well. _ P=1","They like hotdogs. They also know the area well.","P=1","1100"
"216","M059061","t000001","Adrian doesn't know the area well. Therefore he just went around until he found a restaurant he wanted.",266,0,0,0,0,0,1,"Adrian doesn't know the area well. Therefore he just went around until he found a restaurant he wanted. _ K=0","Adrian doesn't know the area well. Therefore he just went around until he found a restaurant he wanted.","K=0","0000"
"217","M059061","t011111","Drew is sporty and therefore enjoyed taking the long walk (they also knew the area well).",267,0,1,1,1,1,1,"Drew is sporty and therefore enjoyed taking the long walk (they also knew the area well). _ C=1","Drew is sporty and therefore enjoyed taking the long walk (they also knew the area well).","C=1","0111"
"218","M059061","t010000","Charlie is lazy and chose the shortest route to a restaurant.",268,0,1,0,0,0,0,"Charlie is lazy and chose the shortest route to a restaurant. _ C=0","Charlie is lazy and chose the shortest route to a restaurant.","C=0","0100"
"219","M059061","t100011","Harper didn't know the area well so walked much longer to find hotdogs.",269,1,0,0,0,1,1,"Harper didn't know the area well so walked much longer to find hotdogs. _ K=0","Harper didn't know the area well so walked much longer to find hotdogs.","K=0","1000"
"220","M059061","t111101","Taylor is very sporty and therefore chose to walk longer and get some Pizza instead.",270,1,1,1,1,0,1,"Taylor is very sporty and therefore chose to walk longer and get some Pizza instead. _ C=1","Taylor is very sporty and therefore chose to walk longer and get some Pizza instead.","C=1","1111"
"221","M059061","t001110","Brooklyn doesn't know the area well and therefore went to the nearest fast food restaurant.",272,0,0,1,1,1,0,"Brooklyn doesn't know the area well and therefore went to the nearest fast food restaurant. _ K=0","Brooklyn doesn't know the area well and therefore went to the nearest fast food restaurant.","K=0","0011"
"222","M036671","t110110","He went for the hotdogs because they are his favorite.",273,1,1,0,1,1,0,"He went for the hotdogs because they are his favorite. _ P=1","He went for the hotdogs because they are his favorite.","P=1","1101"
"223","M036671","t010100","There is not much difference between the distance of the hotdog cart and the pizza cart.",274,0,1,0,1,0,0,"There is not much difference between the distance of the hotdog cart and the pizza cart. _ Unclear","There is not much difference between the distance of the hotdog cart and the pizza cart.","Unclear","0101"
"224","M036671","t100111","He is not as lazy as he looks.",275,1,0,0,1,1,1,"He is not as lazy as he looks. _ Unclear","He is not as lazy as he looks.","Unclear","1001"
"225","M036671","t111001","Taylor doesn't like hotdogs.",278,1,1,1,0,0,1,"Taylor doesn't like hotdogs. _ P=0","Taylor doesn't like hotdogs.","P=0","1110"
"226","M036671","t101000","He ate pizza because it was the first thing he saw on the road.",279,1,0,1,0,0,0,"He ate pizza because it was the first thing he saw on the road. _ S=0","He ate pizza because it was the first thing he saw on the road.","S=0","1010"
"227","M036671","t000101","He likes pizza much better than hotdogs.",280,0,0,0,1,0,1,"He likes pizza much better than hotdogs. _ P=0","He likes pizza much better than hotdogs.","P=0","0001"
"228","M007369","t101101","He wanted to try pizza because he was already bored with hotdogs.",281,1,0,1,1,0,1,"He wanted to try pizza because he was already bored with hotdogs. _ Pu=0","He wanted to try pizza because he was already bored with hotdogs.","Pu=0","1011"
"229","M007369","t100100","Hit right into the pizza truck.",282,1,0,0,1,0,0,"Hit right into the pizza truck. _ S=0","Hit right into the pizza truck.","S=0","1001"
"230","M007369","t010001","Despite being lazy, he does not like hotdogs.",283,0,1,0,0,0,1,"Despite being lazy, he does not like hotdogs. _ P=0","Despite being lazy, he does not like hotdogs.","P=0","0100"
"231","M007369","t011000","He was lazy to walk a lot.",284,0,1,1,0,0,0,"He was lazy to walk a lot. _ C=0","He was lazy to walk a lot.","C=0","0110"
"232","M007369","t110011","He went out of his way to get a hot dog truck.",285,1,1,0,0,1,1,"He went out of his way to get a hot dog truck. _ Pu=1","He went out of his way to get a hot dog truck.","Pu=1","1100"
"233","M007369","t001111","He wanted to exercise before eating a hotdog.",286,0,0,1,1,1,1,"He wanted to exercise before eating a hotdog. _ Cu=1","He wanted to exercise before eating a hotdog.","Cu=1","0011"
"234","M007369","t111110","He went right for his hotdog.",288,1,1,1,1,1,0,"He went right for his hotdog. _ Pu=1","He went right for his hotdog.","Pu=1","1111"
"235","M072562","t101010","They are sporty so don't mind a long walk and hope to find a hot dog stand on the way.",289,1,0,1,0,1,0,"They are sporty so don't mind a long walk and hope to find a hot dog stand on the way. _ C=1","They are sporty so don't mind a long walk and hope to find a hot dog stand on the way.","C=1","1010"
"236","M072562","t011101","Drew wants to take the long way round as it is good exercise",290,0,1,1,1,0,1,"Drew wants to take the long way round as it is good exercise _ Cu=1","Drew wants to take the long way round as it is good exercise","Cu=1","0111"
"237","M072562","t111011","Taylor knows that the less efficient route will provide good exercise and he will still end up with his favourite food.",291,1,1,1,0,1,1,"Taylor knows that the less efficient route will provide good exercise and he will still end up with his favourite food. _ Cu=1","Taylor knows that the less efficient route will provide good exercise and he will still end up with his favourite food.","Cu=1","1110"
"238","M072562","t010110","Because he is lazy, Charlie just goes to the closest food stand. He doesn't care if he eats pizza or hot dogs.",292,0,1,0,1,1,0,"Because he is lazy, Charlie just goes to the closest food stand. He doesn't care if he eats pizza or hot dogs. _ C=0","Because he is lazy, Charlie just goes to the closest food stand. He doesn't care if he eats pizza or hot dogs.","C=0","0101"
"239","M072562","t001100","Brooklyn doesn't fancy hot dogs and is willing to take a chance on finding something better further away because he is sporty.",293,0,0,1,1,0,0,"Brooklyn doesn't fancy hot dogs and is willing to take a chance on finding something better further away because he is sporty. _ Pu=1","Brooklyn doesn't fancy hot dogs and is willing to take a chance on finding something better further away because he is sporty.","Pu=1","0011"
"240","M072562","t000111","Adrian doesn't want to eat hot dogs, which is why initially he travels away from it. However, he dislikes pizza more, so that when he comes across the hot dog stand, his laziness gets the better of him.",294,0,0,0,1,1,1,"Adrian doesn't want to eat hot dogs, which is why initially he travels away from it. However, he dislikes pizza more, so that when he comes across the hot dog stand, his laziness gets the better of him. _ P=1","Adrian doesn't want to eat hot dogs, which is why initially he travels away from it. However, he dislikes pizza more, so that when he comes across the hot dog stand, his laziness gets the better of him.","P=1","0001"
"241","M072562","t110000","Parker's laziness has a greater impact than his food preference. Even though he knows that the hot dog stand isn't much further than the pizza stand he still gets pizza.",295,1,1,0,0,0,0,"Parker's laziness has a greater impact than his food preference. Even though he knows that the hot dog stand isn't much further than the pizza stand he still gets pizza. _ C=0","Parker's laziness has a greater impact than his food preference. Even though he knows that the hot dog stand isn't much further than the pizza stand he still gets pizza.","C=0","1100"
"242","M072562","t100001","Harper was distracted when he walked past the hot dog stand so he didn't notice it.",296,1,0,0,0,0,1,"Harper was distracted when he walked past the hot dog stand so he didn't notice it. _ Su=0","Harper was distracted when he walked past the hot dog stand so he didn't notice it.","Su=0","1000"
"243","M425001","t111010","Hot dogs are his favorite food",297,1,1,1,0,1,0,"Hot dogs are his favorite food _ P=1","Hot dogs are his favorite food","P=1","1110"
"244","M425001","t100000","pizza stand was closer",298,1,0,0,0,0,0,"pizza stand was closer _ S=0","pizza stand was closer","S=0","1000"
"245","M425001","t110111","They don't know the pizza stand is around the corner""",299,1,1,0,1,1,1,"They don't know the pizza stand is around the corner _ K=0","They don't know the pizza stand is around the corner","K=0","1101"
"246","M425001","t101001","take the long route because they are sporty",300,1,0,1,0,0,1,"take the long route because they are sporty _ C=1","take the long route because they are sporty","C=1","1010"
"247","M425001","t011100","Pizza is his favorite food",301,0,1,1,1,0,0,"Pizza is his favorite food _ P=0","Pizza is his favorite food","P=0","0111"
"248","M425001","t000110","They don't know the pizza stand is around the corner""",302,0,0,0,1,1,0,"They don't know the pizza stand is around the corner _ K=0","They don't know the pizza stand is around the corner","K=0","0001"
"249","M425001","t010101","They go to the pizza stand because it's their favourite",303,0,1,0,1,0,1,"They go to the pizza stand because it's their favourite _ P=0","They go to the pizza stand because it's their favourite","P=0","0101"
"250","M425001","t001011","Hot dogs are his favorite food",304,0,0,1,0,1,1,"Hot dogs are his favorite food _ P=1","Hot dogs are his favorite food","P=1","0010"
"251","M465025","t001101","He doesn't know the area and so decided to take the chosen path",305,0,0,1,1,0,1,"He doesn't know the area and so decided to take the chosen path _ K=0","He doesn't know the area and so decided to take the chosen path","K=0","0011"
"252","M465025","t010111","He decided to take the chosen path to check the hot dog and pizza stand",306,0,1,0,1,1,1,"He decided to take the chosen path to check the hot dog and pizza stand _ Ku=1","He decided to take the chosen path to check the hot dog and pizza stand","Ku=1","0101"
"253","M465025","t111100","He doesn't really like the hot dog. So he first chose to eat pizza",307,1,1,1,1,0,0,"He doesn't really like the hot dog. So he first chose to eat pizza _ P=0","He doesn't really like the hot dog. So he first chose to eat pizza","P=0","1111"
"254","M465025","t100010","He really likes the hot dog",308,1,0,0,0,1,0,"He really likes the hot dog _ P=1","He really likes the hot dog","P=1","1000"
"255","M465025","t011110","He really wants the hot dog and knows the area well",309,0,1,1,1,1,0,"He really wants the hot dog and knows the area well _ Pu=1","He really wants the hot dog and knows the area well","Pu=1","0111"
"256","M465025","t000000","He loves pizza",310,0,0,0,0,0,0,"He loves pizza _ P=0","He loves pizza","P=0","0000"
"257","M465025","t101011","He doesn't really know the area well",311,1,0,1,0,1,1,"He doesn't really know the area well _ K=0","He doesn't really know the area well","K=0","1010"
"258","M465025","t110001","It shows he doesn't really know the area",312,1,1,0,0,0,1,"It shows he doesn't really know the area _ K=0","It shows he doesn't really know the area","K=0","1100"
"259","M695393","t000110","Adrian chose to go to the hot dog stand as he is lazy, he just go to the stand he saw.",313,0,0,0,1,1,0,"Adrian chose to go to the hot dog stand as he is lazy, he just went to the stand he saw. _ C=0","Adrian chose to go to the hot dog stand as he is lazy, he just went to the stand he saw.","C=0","0001"
"260","M695393","t111010","Taylor knows the area well so he chooses the shorter path.",315,1,1,1,0,1,0,"Taylor knows the area well so he chooses the shorter path. _ K=1","Taylor knows the area well so he chooses the shorter path.","K=1","1110"
"261","M695393","t010101","Charlie still goes for the longer path while he knows the area well and lazy, there must be something blocking the shorter path.",316,0,1,0,1,0,1,"Charlie still goes for the longer path while he knows the area well and is lazy, there must be something blocking the shorter path. _ Su=0","Charlie still goes for the longer path while he knows the area well and is lazy, there must be something blocking the shorter path.","Su=0","0101"
"262","M695393","t100000","Harper is lazy so he chooses to go to pizza stand, and he does not know there is a hot dog stand.",317,1,0,0,0,0,0,"Harper is lazy so he chooses to go to pizza stand, and he does not know there is a hot dog stand. _ K=0","Harper is lazy so he chooses to go to pizza stand, and he does not know there is a hot dog stand.","K=0","1000"
"263","M695393","t011100","Drew knows the area well and he chooses pizza stand, it looks like he loves pizza",318,0,1,1,1,0,0,"Drew knows the area well and he chooses pizza stand, it looks like he loves pizza _ P=0","Drew knows the area well and he chooses pizza stand, it looks like he loves pizza","P=0","0111"
"264","M695393","t101001","Though Jesse's favorite food is hot dog, he did not choose the hot dog stand because he would like to explore the area he is not familiar with.",319,1,0,1,0,0,1,"Though Jesse's favorite food is hot dog, he did not choose the hot dog stand because he would like to explore the area he is not familiar with. _ Ku=1","Though Jesse's favorite food is hot dog, he did not choose the hot dog stand because he would like to explore the area he is not familiar with.","Ku=1","1010"
"265","M695393","t001011","Brooklyn went a long way to go to hot dog stand because he is sporty and did not know the way to go to hot dog stand.",320,0,0,1,0,1,1,"Brooklyn went a long way to go to hot dog stand because he is sporty and did not know the way to go to hot dog stand. _ K=0","Brooklyn went a long way to go to hot dog stand because he is sporty and did not know the way to go to hot dog stand.","K=0","0010"
"266","M182341","t001101","Brooklyn wanted to live up to her athletic status and ignored the hotdogs.",322,0,0,1,1,0,1,"Brooklyn wanted to live up to her athletic status and ignored the hotdogs. _ C=1","Brooklyn wanted to live up to her athletic status and ignored the hotdogs.","C=1","0011"
"267","M182341","t110001","Hotdogs are not Parker's favorite food and he is not lazy.",323,1,1,0,0,0,1,"Hotdogs are not Parker's favorite food and he is not lazy. _ P=0","Hotdogs are not Parker's favorite food and he is not lazy.","P=0","1100"
"268","M182341","t011110","Drew didn't want to do sports today.",324,0,1,1,1,1,0,"Drew didn't want to do sports today. _ Cu=0","Drew didn't want to do sports today.","Cu=0","0111"
"269","M182341","t100010","Harper looked for a hotdog truck and didn't want to go for the pizza truck.",325,1,0,0,0,1,0,"Harper looked for a hotdog truck and didn't want to go for the pizza truck. _ Pu=1","Harper looked for a hotdog truck and didn't want to go for the pizza truck.","Pu=1","1000"
"270","M182341","t101011","Jesse looked for a hot dog truck and made sport.",326,1,0,1,0,1,1,"Jesse looked for a hot dog truck and made sport. _ C=1","Jesse looked for a hot dog truck and made sport.","C=1","1010"
"271","M182341","t010111","Charlie really likes hot dogs.",327,0,1,0,1,1,1,"Charlie really likes hot dogs. _ P=1","Charlie really likes hot dogs.","P=1","0101"
"272","M182341","t111100","Maybe Taylor wanted to try pizza today.",328,1,1,1,1,0,0,"Maybe Taylor wanted to try pizza today. _ Pu=0","Maybe Taylor wanted to try pizza today.","Pu=0","1111"
"273","M104944","t000100","Adrian doesn't like hot dogs and thought something better might be around the corner",329,0,0,0,1,0,0,"Adrian doesn't like hot dogs and thought something better might be around the corner _ P=0","Adrian doesn't like hot dogs and thought something better might be around the corner","P=0","0001"
"274","M104944","t110101","Parker has had enough hot dogs for the time being and wants to try pizza instead",330,1,1,0,1,0,1,"Parker has had enough hot dogs for the time being and wants to try pizza instead _ Pu=0","Parker has had enough hot dogs for the time being and wants to try pizza instead","Pu=0","1101"
"275","M104944","t111000","Taylor has already had a long running session today so decided to take the closest option",331,1,1,1,0,0,0,"Taylor has already had a long running session today so decided to take the closest option _ Su=1","Taylor has already had a long running session today so decided to take the closest option","Su=1","1110"
"276","M104944","t101111","Jesse decided to take the long way round because they hadn't got their steps for the day in.",332,1,0,1,1,1,1,"Jesse decided to take the long way round because they hadn't got their steps for the day in. _ Cu=1","Jesse decided to take the long way round because they hadn't got their steps for the day in.","Cu=1","1011"
"277","M104944","t011010","Drew prefers hot dogs to pizza and fancied a jog.",333,0,1,1,0,1,0,"Drew prefers hot dogs to pizza and fancied a jog. _ P=1","Drew prefers hot dogs to pizza and fancied a jog.","P=1","0110"
"278","M104944","t100110","Harper loves hot dogs and can see the hot dog truck.",335,1,0,0,1,1,0,"Harper loves hot dogs and can see the hot dog truck. _ S=1","Harper loves hot dogs and can see the hot dog truck.","S=1","1001"
"279","M104944","t010011","Charlie loves hot dogs and knew that's where he wanted to go.",336,0,1,0,0,1,1,"Charlie loves hot dogs and knew that's where he wanted to go. _ P=1","Charlie loves hot dogs and knew that's where he wanted to go.","P=1","0100"
"280","M009749","t110000","Because they like hot dogs and it is very close",337,1,1,0,0,0,0,"Because they like hot dogs and it is very close _ P=1","Because they like hot dogs and it is very close","P=1","1100"
"281","M009749","t111011","Because they love hot dogs are are happy and enjoy the distance",338,1,1,1,0,1,1,"Because they love hot dogs and are happy and enjoy the distance _ P=1","Because they love hot dogs and are happy and enjoy the distance","P=1","1110"
"282","M009749","t001100","Well he does not know the area well so perhaps it is the first stand he came across.",339,0,0,1,1,0,0,"Well he does not know the area well so perhaps it is the first stand he came across. _ K=0","Well he does not know the area well so perhaps it is the first stand he came across.","K=0","0011"
"283","M009749","t011101","They fancied pizza and are happy to walk the distance",340,0,1,1,1,0,1,"They fancied pizza and are happy to walk the distance _ Pu=0","They fancied pizza and are happy to walk the distance","Pu=0","0111"
"284","M009749","t010110","He did not want to walk very far and knows this is close by",342,0,1,0,1,1,0,"He did not want to walk very far and knows this is close by _ C=0","He did not want to walk very far and knows this is close by","C=0","0101"
"285","M009749","t100001","They do not know the area so are not aware of the hot dog stand or a quicker route",343,1,0,0,0,0,1,"They do not know the area so are not aware of the hot dog stand or a quicker route _ K=0","They do not know the area so are not aware of the hot dog stand or a quicker route","K=0","1000"
"286","M781025","t000010","He did not want to eat pizza",345,0,0,0,0,1,0,"He did not want to eat pizza _ Pu=1","He did not want to eat pizza","Pu=1","0000"
"287","M781025","t100100","He did not want to eat pizza",346,1,0,0,1,0,0,"He did not want to eat pizza _ Pu=1","He did not want to eat pizza","Pu=1","1001"
"288","M781025","t011000","He decided to eat pizza",347,0,1,1,0,0,0,"He decided to eat pizza _ Pu=0","He decided to eat pizza","Pu=0","0110"
"289","M781025","t010001","He decided to eat pizza",348,0,1,0,0,0,1,"He decided to eat pizza _ Pu=0","He decided to eat pizza","Pu=0","0100"
"290","M781025","t111110","He went for his favorite food",349,1,1,1,1,1,0,"He went for his favorite food _ P=0","He went for his favorite food","P=0","1111"
"291","M781025","t101101","He didn't want to eat hot dogs today",350,1,0,1,1,0,1,"He didn't want to eat hot dogs today _ Pu=0","He didn't want to eat hot dogs today","Pu=0","1011"
"292","M781025","t110011","He was looking for a hot dog truck",351,1,1,0,0,1,1,"He was looking for a hot dog truck _ Pu=1","He was looking for a hot dog truck","Pu=1","1100"
"293","M781025","t001111","He wanted to go much further to get something to eat.",352,0,0,1,1,1,1,"He wanted to go much further to get something to eat. _ Unclear","He wanted to go much further to get something to eat.","Unclear","0011"
"294","M547545","t110010","Parker went to eat his favourite food",355,1,1,0,0,1,0,"Parker went to eat his favourite food _ P=1","Parker went to eat his favourite food","P=1","1100"
"295","M547545","t001110","Brooklyn went to the closest one because he does not know the area pretty well",356,0,0,1,1,1,0,"Brooklyn went to the closest one because he does not know the area pretty well _ K=0","Brooklyn went to the closest one because he does not know the area pretty well","K=0","0011"
"296","M547545","t000001","Adrian got lost because he does not know the area well",357,0,0,0,0,0,1,"Adrian got lost because he does not know the area well _ K=0","Adrian got lost because he does not know the area well","K=0","0000"
"297","M547545","t011111","Drew walked around the corner because he knows the area well",358,0,1,1,1,1,1,"Drew walked around the corner because he knows the area well _ K=1","Drew walked around the corner because he knows the area well","K=1","0111"
"298","M547545","t111101","Taylor chaged his mind and went to eat Pizza",359,1,1,1,1,0,1,"Taylor changed his mind and went to eat Pizza _ Pu=0","Taylor changed his mind and went to eat Pizza","Pu=0","1111"
"299","M547545","t100011","Harper walked all the way through the largest route because he does not know the area well",360,1,0,0,0,1,1,"Harper walked all the way through the largest route because he does not know the area well _ K=0","Harper walked all the way through the largest route because he does not know the area well","K=0","1000"
"300","M612359","t111110","They were hungry so they went to the closest food stall.",361,1,1,1,1,1,0,"They were hungry so they went to the closest food stall. _ Su=1","They were hungry so they went to the closest food stall.","Su=1","1111"
"301","M612359","t101101","He wanted to take a longer route because he's sporty.",362,1,0,1,1,0,1,"He wanted to take a longer route because he's sporty. _ C=1","He wanted to take a longer route because he's sporty.","C=1","1011"
"302","M612359","t001111","He didn't know the way and got lost, so he took the longest way.",363,0,0,1,1,1,1,"He didn't know the way and got lost, so he took the longest way. _ K=0","He didn't know the way and got lost, so he took the longest way.","K=0","0011"
"303","M612359","t000010","He wanted to eat hot dogs",364,0,0,0,0,1,0,"He wanted to eat hot dogs _ Pu=1","He wanted to eat hot dogs","Pu=1","0000"
"304","M612359","t011000","He went to the closest shop which was the pizza stand",365,0,1,1,0,0,0,"He went to the closest shop which was the pizza stand _ C=0","He went to the closest shop which was the pizza stand","C=0","0110"
"305","M612359","t100100","He wanted to eat pizza because he likes it more.",366,1,0,0,1,0,0,"He wanted to eat pizza because he likes it more. _ P=0","He wanted to eat pizza because he likes it more.","P=0","1001"
"306","M612359","t110011","He wanted to have a walk in the neighbourhood and then he got hungry so he ate at the hot dog stand.",367,1,1,0,0,1,1,"He wanted to have a walk in the neighbourhood and then he got hungry so he ate at the hot dog stand. _ Cu=1","He wanted to have a walk in the neighbourhood and then he got hungry so he ate at the hot dog stand.","Cu=1","1100"
