"","subject_id","cb","prob0","prob1","prob2","prob3","scenario","A","B","E","S","answer","trialtype","structure","ans"
"519","6j918wosj0",1,"80%","50%","10%","70%","job",0,0,0,1,"The candidate did not demonstrate skill A","d1","disjunctive",4
"520","6j918wosj0",0,"10%","70%","80%","50%","job",1,1,0,0,"The candidate did not demonstrate skill B","c4","conjunctive",8
"521","6j918wosj0",0,"10%","50%","80%","50%","group",1,0,0,0,"The lecturer did not talk about the paper","c3","conjunctive",4
"522","6j918wosj0",0,"10%","50%","80%","50%","cook",1,1,1,1,"The dessert impressed the panel","d7","disjunctive",7
"523","6j918wosj0",1,"50%","80%","50%","10%","cook",0,0,0,0,"The chef did not complete the main dish","c1","conjunctive",2
"524","6j918wosj0",1,"80%","50%","10%","70%","cook",1,1,1,0,"The dessert impressed the panel","c5","conjunctive",7
"525","6j918wosj0",0,"10%","70%","80%","50%","job",1,1,0,1,"The candidate did not demonstrate skill B","d6","disjunctive",8
"526","6j918wosj0",0,"10%","50%","80%","50%","cook",0,1,1,1,"The dessert impressed the panel","d3","disjunctive",7
"527","6j918wosj0",0,"50%","10%","50%","80%","cook",0,1,0,0,"The chef did not complete the main dish","c2","conjunctive",2
"528","6j918wosj0",0,"10%","70%","80%","50%","group",1,0,0,1,"The lecturer did not talk about the paper","d4","disjunctive",4
"529","6kbegwlrfr",0,"50%","10%","50%","80%","group",0,0,0,1,"The lecturer attended","d1","disjunctive",1
"530","6kbegwlrfr",1,"50%","80%","50%","10%","cook",0,1,0,1,"The dessert did not impress the panel","d2","disjunctive",8
"531","6kbegwlrfr",1,"80%","50%","10%","70%","job",0,1,0,0,"The candidate did not demonstrate skill B","c2","conjunctive",8
"532","6kbegwlrfr",0,"10%","70%","80%","50%","group",1,1,1,1,"The postdoc talked about the paper","d7","disjunctive",7
"533","6kbegwlrfr",0,"10%","70%","80%","50%","cook",1,1,1,0,"The main dish impressed the panel","c5","conjunctive",3
"534","6kbegwlrfr",1,"80%","50%","10%","50%","group",1,1,0,1,"The lecturer did not talk about the paper","d6","disjunctive",4
"535","6kbegwlrfr",0,"10%","70%","80%","50%","job",0,1,1,1,"The candidate demonstrated skill B","d3","disjunctive",7
"536","6kbegwlrfr",0,"50%","10%","50%","80%","job",1,0,1,1,"The candidate demonstrated skill A","d5","disjunctive",3
"537","6kbegwlrfr",1,"50%","80%","50%","10%","cook",1,0,0,1,"The main dish did not impress the panel","d4","disjunctive",4
"538","6kbegwlrfr",0,"50%","10%","50%","80%","cook",1,1,0,0,"The main dish did not impress the panel","c4","conjunctive",4
"539","6kbegwlrfr",1,"80%","50%","10%","70%","job",0,0,0,0,"The candidate did not have skill A","c1","conjunctive",2
"540","6kbegwlrfr",1,"80%","50%","10%","50%","job",1,0,0,0,"The candidate did not demonstrate skill A","c3","conjunctive",4
"541","6msgjmtgzn",0,"50%","10%","50%","80%","cook",0,1,1,1,"The dessert impressed the panel","d3","disjunctive",7
"542","6msgjmtgzn",1,"50%","80%","50%","10%","job",0,0,0,1,"The candidate did not have skill A","d1","disjunctive",2
"543","6msgjmtgzn",1,"50%","80%","50%","10%","cook",1,1,1,1,"The main dish impressed the panel","d7","disjunctive",3
"544","6msgjmtgzn",0,"10%","70%","80%","50%","job",1,0,0,0,"The candidate did not have skill B","c3","conjunctive",6
"545","6msgjmtgzn",1,"80%","50%","10%","50%","cook",1,1,1,0,"The chef completed the main dish","c5","conjunctive",1
"546","6msgjmtgzn",1,"80%","50%","10%","70%","job",1,0,1,1,"The candidate had skill A","d5","disjunctive",1
"547","6msgjmtgzn",0,"50%","10%","50%","80%","job",1,1,0,0,"The candidate did not demonstrate skill A","c4","conjunctive",4
"548","6msgjmtgzn",1,"50%","80%","50%","10%","cook",0,1,0,0,"The chef did not complete the main dish","c2","conjunctive",2
"549","6msgjmtgzn",0,"10%","50%","80%","50%","job",0,0,0,0,"The candidate did not have skill A","c1","conjunctive",2
"550","6msgjmtgzn",1,"80%","50%","10%","70%","job",1,0,0,1,"The candidate did not demonstrate skill A","d4","disjunctive",4
"551","6msgjmtgzn",0,"10%","50%","80%","50%","cook",0,1,0,1,"The dessert did not impress the panel","d2","disjunctive",8
"552","6msgjmtgzn",0,"10%","50%","80%","50%","cook",1,1,0,1,"The main dish did not impress the panel","d6","disjunctive",4
"553","6oajkq3gv3",1,"80%","50%","10%","50%","cook",1,0,1,1,"The chef completed the main dish","d5","disjunctive",1
"554","6oajkq3gv3",0,"50%","10%","50%","80%","group",0,1,1,1,"The postdoc attended","d3","disjunctive",5
"555","6oajkq3gv3",1,"80%","50%","10%","70%","group",1,1,1,0,"The postdoc talked about the paper","c5","conjunctive",7
"556","6oajkq3gv3",0,"10%","50%","80%","50%","cook",0,0,0,1,"The chef did not complete the main dish","d1","disjunctive",2
"557","6oajkq3gv3",0,"50%","10%","50%","80%","job",1,0,0,1,"The candidate did not demonstrate skill A","d4","disjunctive",4
"558","6oajkq3gv3",1,"80%","50%","10%","70%","group",0,0,0,0,"The postdoc did not attend","c1","conjunctive",6
"559","6oajkq3gv3",0,"50%","10%","50%","80%","cook",0,1,0,0,"The dessert did not impress the panel","c2","conjunctive",8
"560","6oajkq3gv3",0,"10%","50%","80%","50%","group",1,0,0,0,"The lecturer did not talk about the paper","c3","conjunctive",4
"561","6oajkq3gv3",0,"10%","50%","80%","50%","cook",1,1,0,0,"The dessert did not impress the panel","c4","conjunctive",8
"562","6oajkq3gv3",0,"10%","70%","80%","50%","job",1,1,0,1,"The candidate did not demonstrate skill B","d6","disjunctive",8
"563","6oajkq3gv3",1,"80%","50%","10%","70%","group",0,1,0,1,"The postdoc did not talk about the paper","d2","disjunctive",8
"564","6oajkq3gv3",0,"50%","10%","50%","80%","job",1,1,1,1,"The candidate demonstrated skill B","d7","disjunctive",7
"565","6pbj6271kh",0,"50%","10%","50%","80%","cook",1,1,0,0,"The main dish did not impress the panel","c4","conjunctive",4
"566","6pbj6271kh",1,"80%","50%","10%","50%","job",0,1,0,1,"The candidate did not demonstrate skill B","d2","disjunctive",8
"567","6pbj6271kh",0,"10%","70%","80%","50%","cook",0,0,0,0,"The chef did not complete the main dish","c1","conjunctive",2
"568","6pbj6271kh",1,"50%","80%","50%","10%","job",1,0,1,1,"The candidate demonstrated skill A","d5","disjunctive",3
"569","6pbj6271kh",1,"80%","50%","10%","50%","cook",1,1,1,0,"The dessert impressed the panel","c5","conjunctive",7
"570","6pbj6271kh",0,"10%","50%","80%","50%","group",0,1,1,1,"The postdoc talked about the paper","d3","disjunctive",7
"571","6pbj6271kh",1,"80%","50%","10%","70%","job",1,1,1,1,"The candidate demonstrated skill B","d7","disjunctive",7
"572","6pbj6271kh",0,"10%","70%","80%","50%","cook",0,1,0,0,"The chef did not complete the main dish","c2","conjunctive",2
"573","6pbj6271kh",1,"80%","50%","10%","70%","job",0,0,0,1,"The candidate did not have skill A","d1","disjunctive",2
"574","6pbj6271kh",0,"10%","70%","80%","50%","group",1,0,0,0,"The lecturer did not talk about the paper","c3","conjunctive",4
"575","6pbj6271kh",1,"80%","50%","10%","50%","cook",1,0,0,1,"The chef did not complete the dessert","d4","disjunctive",6
"576","6pbj6271kh",0,"50%","10%","50%","80%","job",1,1,0,1,"The candidate did not demonstrate skill A","d6","disjunctive",4
"577","6wbna7yqeg",1,"50%","80%","50%","10%","job",0,1,0,1,"The candidate did not have skill A","d2","disjunctive",2
"578","6wbna7yqeg",1,"50%","80%","50%","10%","group",1,1,0,1,"The postdoc did not talk about the paper","d6","disjunctive",8
"579","6wbna7yqeg",1,"80%","50%","10%","70%","cook",1,1,1,0,"The chef completed the dessert","c5","conjunctive",5
"580","6wbna7yqeg",1,"50%","80%","50%","10%","group",1,1,0,0,"The postdoc did not talk about the paper","c4","conjunctive",8
"581","6wbna7yqeg",1,"80%","50%","10%","70%","group",0,0,0,0,"The lecturer did not attend","c1","conjunctive",2
"582","6wbna7yqeg",0,"10%","70%","80%","50%","cook",1,0,0,1,"The dessert did not impress the panel","d4","disjunctive",8
"583","6wbna7yqeg",0,"10%","50%","80%","50%","job",1,1,1,1,"The candidate had skill A","d7","disjunctive",1
"584","6wbna7yqeg",1,"80%","50%","10%","70%","cook",1,0,0,0,"The chef did not complete the dessert","c3","conjunctive",6
"585","6wbna7yqeg",1,"50%","80%","50%","10%","group",0,1,1,1,"The postdoc talked about the paper","d3","disjunctive",7
"586","6wbna7yqeg",1,"50%","80%","50%","10%","job",1,0,1,1,"The candidate had skill A","d5","disjunctive",1
"587","6wbna7yqeg",1,"80%","50%","10%","50%","job",0,0,0,1,"The candidate did not have skill A","d1","disjunctive",2
"588","6wbna7yqeg",0,"10%","70%","80%","50%","group",0,1,0,0,"The lecturer did not attend","c2","conjunctive",2
"589","6xy9wb78gz",0,"10%","70%","80%","50%","job",0,0,0,1,"The candidate did not have skill B","d1","disjunctive",6
"590","6xy9wb78gz",1,"80%","50%","10%","70%","job",1,1,0,1,"The candidate did not demonstrate skill A","d6","disjunctive",4
"591","6xy9wb78gz",0,"10%","70%","80%","50%","group",0,0,0,0,"The postdoc did not attend","c1","conjunctive",6
"592","6xy9wb78gz",1,"50%","80%","50%","10%","group",1,1,0,0,"The postdoc did not talk about the paper","c4","conjunctive",8
"593","6xy9wb78gz",1,"50%","80%","50%","10%","cook",1,0,0,0,"The chef did not complete the dessert","c3","conjunctive",6
"594","6xy9wb78gz",0,"10%","50%","80%","50%","cook",1,1,1,1,"The chef completed the main dish","d7","disjunctive",1
"595","6xy9wb78gz",0,"10%","50%","80%","50%","job",0,1,0,1,"The candidate did not have skill A","d2","disjunctive",2
"596","6xy9wb78gz",1,"80%","50%","10%","50%","job",1,0,0,1,"The candidate did not have skill B","d4","disjunctive",6
"597","6xy9wb78gz",1,"80%","50%","10%","70%","cook",0,1,0,0,"The chef did not complete the main dish","c2","conjunctive",2
"598","6xy9wb78gz",1,"50%","80%","50%","10%","cook",1,0,1,1,"The main dish impressed the panel","d5","disjunctive",3
"599","6xy9wb78gz",1,"50%","80%","50%","10%","group",0,1,1,1,"The postdoc talked about the paper","d3","disjunctive",7
"600","6xy9wb78gz",0,"10%","50%","80%","50%","job",1,1,1,0,"The candidate demonstrated skill A","c5","conjunctive",3
"601","70goc5xu3n",0,"10%","50%","80%","50%","job",1,1,0,1,"The candidate did not demonstrate skill A","d6","disjunctive",4
"602","70goc5xu3n",1,"80%","50%","10%","50%","cook",1,1,1,1,"The chef completed the main dish","d7","disjunctive",1
"603","70goc5xu3n",1,"80%","50%","10%","70%","cook",0,1,0,0,"The chef completed the dessert","c2","conjunctive",5
"604","70goc5xu3n",1,"80%","50%","10%","70%","job",1,0,0,1,"The candidate demonstrated skill A","d4","disjunctive",3
"605","70goc5xu3n",1,"80%","50%","10%","50%","group",1,0,0,0,"The postdoc did not attend","c3","conjunctive",6
"606","70goc5xu3n",0,"10%","50%","80%","50%","job",1,1,1,0,"The candidate demonstrated skill B","c5","conjunctive",7
"607","70goc5xu3n",1,"80%","50%","10%","50%","job",0,0,0,1,"The candidate did not have skill A","d1","disjunctive",2
"608","70goc5xu3n",0,"50%","10%","50%","80%","job",0,1,1,1,"The candidate demonstrated skill B","d3","disjunctive",7
"609","70goc5xu3n",1,"50%","80%","50%","10%","group",0,0,0,0,"The lecturer did not attend","c1","conjunctive",2
"610","70goc5xu3n",0,"10%","70%","80%","50%","job",1,0,1,1,"The candidate demonstrated skill A","d5","disjunctive",3
"611","70goc5xu3n",1,"80%","50%","10%","70%","job",1,1,0,0,"The candidate did not demonstrate skill A","c4","conjunctive",4
"612","70goc5xu3n",1,"80%","50%","10%","70%","job",0,1,0,1,"The candidate did not have skill A","d2","disjunctive",2
"613","71njgb09h3",0,"50%","10%","50%","80%","cook",1,1,1,1,"The dessert impressed the panel","d7","disjunctive",7
"614","71njgb09h3",1,"50%","80%","50%","10%","job",1,1,0,1,"The candidate did not demonstrate skill B","d6","disjunctive",8
"615","71njgb09h3",1,"80%","50%","10%","50%","cook",1,1,1,0,"The dessert did not impress the panel","c5","conjunctive",8
"616","71njgb09h3",0,"10%","70%","80%","50%","cook",1,1,0,0,"The main dish did not impress the panel","c4","conjunctive",4
"617","71njgb09h3",0,"10%","50%","80%","50%","job",1,0,0,0,"The candidate did not have skill B","c3","conjunctive",6
"618","71njgb09h3",1,"50%","80%","50%","10%","group",0,0,0,0,"The postdoc did not attend","c1","conjunctive",6
"619","71njgb09h3",1,"50%","80%","50%","10%","cook",0,1,1,1,"The dessert impressed the panel","d3","disjunctive",7
"620","71njgb09h3",0,"50%","10%","50%","80%","job",0,1,0,1,"The candidate did not demonstrate skill A","d2","disjunctive",4
"621","71njgb09h3",1,"50%","80%","50%","10%","group",0,0,0,1,"The postdoc did not attend","d1","disjunctive",6
"622","71njgb09h3",1,"50%","80%","50%","10%","job",0,1,0,0,"The candidate did not demonstrate skill A","c2","conjunctive",4
"623","71njgb09h3",0,"10%","50%","80%","50%","cook",1,0,0,1,"The main dish did not impress the panel","d4","disjunctive",4
"624","71njgb09h3",1,"50%","80%","50%","10%","cook",1,0,1,1,"The main dish impressed the panel","d5","disjunctive",3
"625","71ugc6k09w",0,"10%","50%","80%","50%","cook",1,0,0,1,"The main dish did not impress the panel","d4","disjunctive",4
"626","71ugc6k09w",0,"10%","50%","80%","50%","cook",0,0,0,1,"The chef did not complete the main dish","d1","disjunctive",2
"627","71ugc6k09w",1,"50%","80%","50%","10%","cook",1,0,0,0,"The dessert did not impress the panel","c3","conjunctive",8
"628","71ugc6k09w",1,"80%","50%","10%","50%","cook",1,1,0,1,"The main dish did not impress the panel","d6","disjunctive",4
"629","71ugc6k09w",0,"10%","70%","80%","50%","job",1,1,1,0,"The candidate demonstrated skill A","c5","conjunctive",3
"630","71ugc6k09w",1,"80%","50%","10%","50%","cook",0,0,0,0,"The main dish did not impress the panel","c1","conjunctive",4
"631","71ugc6k09w",1,"80%","50%","10%","50%","group",0,1,0,0,"The lecturer did not talk about the paper","c2","conjunctive",4
"632","71ugc6k09w",1,"80%","50%","10%","50%","cook",0,1,0,1,"The main dish did not impress the panel","d2","disjunctive",4
"633","71ugc6k09w",0,"10%","50%","80%","50%","job",1,1,1,1,"The candidate demonstrated skill A","d7","disjunctive",3
"634","71ugc6k09w",1,"80%","50%","10%","50%","group",0,1,1,1,"The postdoc talked about the paper","d3","disjunctive",7
"635","71ugc6k09w",0,"10%","50%","80%","50%","group",1,1,0,0,"The lecturer did not talk about the paper","c4","conjunctive",4
"636","71ugc6k09w",0,"10%","70%","80%","50%","job",1,0,1,1,"The candidate demonstrated skill A","d5","disjunctive",3
"637","77mpurb0ct",0,"10%","50%","80%","50%","job",1,1,0,0,"The candidate did not demonstrate skill A","c4","conjunctive",4
"638","77mpurb0ct",1,"80%","50%","10%","70%","group",0,1,0,0,"The lecturer did not attend","c2","conjunctive",2
"639","77mpurb0ct",1,"80%","50%","10%","50%","group",1,1,1,0,"The postdoc talked about the paper","c5","conjunctive",7
"640","77mpurb0ct",1,"80%","50%","10%","70%","group",1,0,0,0,"The postdoc did not attend","c3","conjunctive",6
"641","77mpurb0ct",1,"50%","80%","50%","10%","job",1,1,0,1,"The candidate did not demonstrate skill B","d6","disjunctive",8
"642","77mpurb0ct",1,"80%","50%","10%","50%","cook",0,0,0,1,"The chef did not complete the main dish","d1","disjunctive",2
"643","77mpurb0ct",0,"50%","10%","50%","80%","group",1,1,1,1,"The postdoc talked about the paper","d7","disjunctive",7
"644","77mpurb0ct",0,"10%","50%","80%","50%","job",1,0,1,1,"The candidate demonstrated skill A","d5","disjunctive",3
"645","77mpurb0ct",0,"10%","50%","80%","50%","group",0,0,0,0,"The postdoc did not attend","c1","conjunctive",6
"646","77mpurb0ct",1,"50%","80%","50%","10%","cook",1,0,0,1,"The main dish did not impress the panel","d4","disjunctive",4
"647","77mpurb0ct",1,"80%","50%","10%","50%","group",0,1,1,1,"The postdoc talked about the paper","d3","disjunctive",7
"648","77mpurb0ct",0,"50%","10%","50%","80%","cook",0,1,0,1,"The dessert did not impress the panel","d2","disjunctive",8
"649","7aan9srbd3",1,"50%","80%","50%","10%","cook",0,1,1,1,"The dessert impressed the panel","d3","disjunctive",7
"650","7aan9srbd3",1,"80%","50%","10%","70%","cook",1,0,0,0,"The main dish did not impress the panel","c3","conjunctive",4
"651","7aan9srbd3",1,"50%","80%","50%","10%","group",1,0,1,1,"The postdoc attended","d5","disjunctive",5
"652","7aan9srbd3",1,"80%","50%","10%","50%","group",1,1,0,1,"The lecturer did not talk about the paper","d6","disjunctive",4
"653","7aan9srbd3",0,"10%","70%","80%","50%","cook",0,0,0,1,"The chef did not complete the main dish","d1","disjunctive",2
"654","7aan9srbd3",0,"10%","50%","80%","50%","job",0,0,0,0,"The candidate did not have skill B","c1","conjunctive",6
"655","7aan9srbd3",0,"10%","50%","80%","50%","group",1,1,1,1,"The postdoc talked about the paper","d7","disjunctive",7
"656","7aan9srbd3",0,"50%","10%","50%","80%","job",1,1,1,0,"The candidate had skill A","c5","conjunctive",1
"657","7aan9srbd3",1,"80%","50%","10%","70%","cook",1,0,0,1,"The chef did not complete the dessert","d4","disjunctive",6
"658","7aan9srbd3",1,"80%","50%","10%","70%","cook",0,1,0,0,"The dessert did not impress the panel","c2","conjunctive",8
"659","7aan9srbd3",1,"50%","80%","50%","10%","cook",0,1,0,1,"The dessert did not impress the panel","d2","disjunctive",8
"660","7aan9srbd3",0,"10%","70%","80%","50%","group",1,1,0,0,"The postdoc did not talk about the paper","c4","conjunctive",8
"661","7bwleqm8d2",0,"10%","50%","80%","50%","cook",0,1,1,1,"The dessert impressed the panel","d3","disjunctive",7
"662","7bwleqm8d2",1,"80%","50%","10%","70%","job",0,0,0,0,"The candidate did not have skill A","c1","conjunctive",2
"663","7bwleqm8d2",0,"10%","50%","80%","50%","group",1,1,0,0,"The lecturer did not talk about the paper","c4","conjunctive",4
"664","7bwleqm8d2",1,"50%","80%","50%","10%","job",0,1,0,0,"The candidate did not have skill A","c2","conjunctive",2
"665","7bwleqm8d2",0,"50%","10%","50%","80%","job",1,0,0,0,"The candidate did not demonstrate skill B","c3","conjunctive",8
"666","7bwleqm8d2",0,"50%","10%","50%","80%","group",1,0,0,1,"The lecturer did not talk about the paper","d4","disjunctive",4
"667","7bwleqm8d2",0,"10%","70%","80%","50%","group",0,0,0,1,"The postdoc did not attend","d1","disjunctive",6
"668","7bwleqm8d2",0,"10%","50%","80%","50%","cook",1,1,0,1,"The main dish did not impress the panel","d6","disjunctive",4
"669","7bwleqm8d2",0,"50%","10%","50%","80%","cook",0,1,0,1,"The dessert did not impress the panel","d2","disjunctive",8
"670","7bwleqm8d2",1,"80%","50%","10%","50%","job",1,1,1,0,"The candidate demonstrated skill B","c5","conjunctive",7
"671","7bwleqm8d2",1,"80%","50%","10%","70%","cook",1,1,1,1,"The dessert impressed the panel","d7","disjunctive",7
"672","7bwleqm8d2",1,"80%","50%","10%","50%","group",1,0,1,1,"The lecturer talked about the paper","d5","disjunctive",3
"673","7plpp6lp0r",1,"80%","50%","10%","70%","job",0,1,1,1,"The candidate demonstrated skill B","d3","disjunctive",7
"674","7plpp6lp0r",0,"50%","10%","50%","80%","cook",0,1,0,0,"The dessert impressed the panel","c2","conjunctive",7
"675","7plpp6lp0r",0,"10%","70%","80%","50%","cook",1,1,0,1,"The chef completed the main dish","d6","disjunctive",1
"676","7plpp6lp0r",0,"10%","50%","80%","50%","group",0,0,0,0,"The lecturer did not attend","c1","conjunctive",2
"677","7plpp6lp0r",0,"10%","70%","80%","50%","group",0,0,0,1,"The lecturer did not attend","d1","disjunctive",2
"678","7plpp6lp0r",0,"10%","50%","80%","50%","job",1,0,0,0,"The candidate had skill A","c3","conjunctive",1
"679","7plpp6lp0r",1,"50%","80%","50%","10%","group",1,0,1,1,"The lecturer talked about the paper","d5","disjunctive",3
"680","7plpp6lp0r",1,"50%","80%","50%","10%","group",1,1,1,1,"The lecturer talked about the paper","d7","disjunctive",3
"681","7plpp6lp0r",0,"10%","50%","80%","50%","cook",1,0,0,1,"The chef completed the main dish","d4","disjunctive",1
"682","7plpp6lp0r",1,"80%","50%","10%","70%","job",1,1,0,0,"The candidate did not demonstrate skill B","c4","conjunctive",8
"683","7plpp6lp0r",0,"10%","70%","80%","50%","group",1,1,1,0,"The lecturer talked about the paper","c5","conjunctive",3
"684","7plpp6lp0r",1,"80%","50%","10%","50%","group",0,1,0,1,"The postdoc did not talk about the paper","d2","disjunctive",8
"685","7r480gszn5",1,"50%","80%","50%","10%","group",0,1,1,1,"The postdoc talked about the paper","d3","disjunctive",7
"686","7r480gszn5",0,"10%","50%","80%","50%","group",1,1,1,0,"The postdoc talked about the paper","c5","conjunctive",7
"687","7r480gszn5",0,"10%","50%","80%","50%","cook",0,0,0,1,"The dessert did not impress the panel","d1","disjunctive",8
"688","7r480gszn5",1,"80%","50%","10%","70%","group",0,1,0,1,"The postdoc talked about the paper","d2","disjunctive",7
"689","7r480gszn5",0,"10%","70%","80%","50%","cook",0,0,0,0,"The chef did not complete the main dish","c1","conjunctive",2
"690","7r480gszn5",0,"10%","50%","80%","50%","group",1,1,0,0,"The lecturer did not talk about the paper","c4","conjunctive",4
"691","7r480gszn5",1,"80%","50%","10%","70%","group",1,1,0,1,"The lecturer did not talk about the paper","d6","disjunctive",4
"692","7r480gszn5",1,"80%","50%","10%","70%","cook",1,0,0,1,"The chef did not complete the dessert","d4","disjunctive",6
"693","7r480gszn5",1,"50%","80%","50%","10%","group",1,0,0,0,"The postdoc did not attend","c3","conjunctive",6
"694","7r480gszn5",1,"50%","80%","50%","10%","group",1,0,1,1,"The lecturer talked about the paper","d5","disjunctive",3
"695","7r480gszn5",0,"50%","10%","50%","80%","cook",1,1,1,1,"The dessert impressed the panel","d7","disjunctive",7
"696","7r480gszn5",1,"80%","50%","10%","70%","group",0,1,0,0,"The postdoc did not talk about the paper","c2","conjunctive",8
"697","7xl20setwa",0,"50%","10%","50%","80%","job",0,1,0,1,"The candidate did not demonstrate skill A","d2","disjunctive",4
"698","7xl20setwa",1,"80%","50%","10%","70%","group",1,1,1,0,"The postdoc attended","c5","conjunctive",5
"699","7xl20setwa",0,"10%","50%","80%","50%","group",0,1,0,0,"The lecturer did not attend","c2","conjunctive",2
"700","7xl20setwa",0,"50%","10%","50%","80%","cook",1,0,0,1,"The main dish did not impress the panel","d4","disjunctive",4
"701","7xl20setwa",1,"80%","50%","10%","70%","job",0,0,0,1,"The candidate did not have skill A","d1","disjunctive",2
"702","7xl20setwa",0,"50%","10%","50%","80%","group",0,0,0,0,"The postdoc did not attend","c1","conjunctive",6
"703","7xl20setwa",0,"10%","50%","80%","50%","group",1,0,0,0,"The postdoc did not attend","c3","conjunctive",6
"704","7xl20setwa",1,"50%","80%","50%","10%","group",1,1,0,1,"The lecturer did not talk about the paper","d6","disjunctive",4
"705","7xl20setwa",0,"50%","10%","50%","80%","job",0,1,1,1,"The candidate demonstrated skill B","d3","disjunctive",7
"706","7xl20setwa",1,"50%","80%","50%","10%","cook",1,1,1,1,"The dessert impressed the panel","d7","disjunctive",7
"707","7xl20setwa",1,"50%","80%","50%","10%","job",1,1,0,0,"The candidate did not demonstrate skill A","c4","conjunctive",4
"708","7xl20setwa",0,"10%","50%","80%","50%","job",1,0,1,1,"The candidate demonstrated skill A","d5","disjunctive",3
"709","86vjgtfxsl",1,"50%","80%","50%","10%","group",1,0,0,0,"The postdoc did not attend","c3","conjunctive",6
"710","86vjgtfxsl",1,"80%","50%","10%","50%","job",0,0,0,1,"The candidate did not have skill A","d1","disjunctive",2
"711","86vjgtfxsl",0,"10%","50%","80%","50%","job",0,1,0,1,"The candidate did not demonstrate skill B","d2","disjunctive",8
"712","86vjgtfxsl",0,"50%","10%","50%","80%","job",1,1,0,0,"The candidate did not demonstrate skill A","c4","conjunctive",4
"713","86vjgtfxsl",0,"50%","10%","50%","80%","cook",0,1,0,0,"The chef did not complete the main dish","c2","conjunctive",2
"714","86vjgtfxsl",1,"50%","80%","50%","10%","group",0,0,0,0,"The lecturer did not attend","c1","conjunctive",2
"715","86vjgtfxsl",0,"50%","10%","50%","80%","job",1,1,1,0,"The candidate demonstrated skill A","c5","conjunctive",3
"716","86vjgtfxsl",1,"80%","50%","10%","50%","cook",1,0,0,1,"The main dish did not impress the panel","d4","disjunctive",4
"717","86vjgtfxsl",1,"80%","50%","10%","50%","group",1,1,1,1,"The lecturer talked about the paper","d7","disjunctive",3
"718","86vjgtfxsl",1,"80%","50%","10%","50%","group",1,0,1,1,"The lecturer talked about the paper","d5","disjunctive",3
"719","86vjgtfxsl",1,"80%","50%","10%","70%","group",1,1,0,1,"The postdoc did not talk about the paper","d6","disjunctive",8
"720","86vjgtfxsl",0,"50%","10%","50%","80%","job",0,1,1,1,"The candidate demonstrated skill B","d3","disjunctive",7
"721","888hnmdmzb",0,"10%","50%","80%","50%","cook",0,0,0,0,"The chef did not complete the main dish","c1","conjunctive",2
"722","888hnmdmzb",1,"80%","50%","10%","70%","job",0,1,1,1,"The candidate demonstrated skill B","d3","disjunctive",7
"723","888hnmdmzb",0,"10%","70%","80%","50%","cook",1,1,1,1,"The main dish impressed the panel","d7","disjunctive",3
"724","888hnmdmzb",0,"50%","10%","50%","80%","group",1,0,0,1,"The lecturer did not talk about the paper","d4","disjunctive",4
"725","888hnmdmzb",0,"10%","70%","80%","50%","cook",0,0,0,1,"The chef did not complete the dessert","d1","disjunctive",6
"726","888hnmdmzb",1,"80%","50%","10%","50%","group",1,1,0,1,"The lecturer did not talk about the paper","d6","disjunctive",4
"727","888hnmdmzb",0,"10%","70%","80%","50%","cook",1,1,0,0,"The dessert did not impress the panel","c4","conjunctive",8
"728","888hnmdmzb",0,"50%","10%","50%","80%","job",1,1,1,0,"The candidate demonstrated skill A","c5","conjunctive",3
"729","888hnmdmzb",1,"80%","50%","10%","70%","job",1,0,1,1,"The candidate demonstrated skill A","d5","disjunctive",3
"730","888hnmdmzb",0,"10%","70%","80%","50%","cook",1,0,0,0,"The chef did not complete the dessert","c3","conjunctive",6
"731","888hnmdmzb",0,"10%","70%","80%","50%","job",0,1,0,1,"The candidate did not demonstrate skill B","d2","disjunctive",8
"732","888hnmdmzb",0,"10%","50%","80%","50%","group",0,1,0,0,"The postdoc did not talk about the paper","c2","conjunctive",8
"733","8bxuwf290p",0,"10%","50%","80%","50%","cook",1,1,1,1,"The dessert impressed the panel","d7","disjunctive",7
"734","8bxuwf290p",0,"10%","50%","80%","50%","cook",0,1,0,0,"The dessert impressed the panel","c2","conjunctive",7
"735","8bxuwf290p",0,"10%","70%","80%","50%","group",0,1,1,1,"The postdoc talked about the paper","d3","disjunctive",7
"736","8bxuwf290p",0,"10%","50%","80%","50%","group",1,1,0,0,"The postdoc attended","c4","conjunctive",5
"737","8bxuwf290p",1,"80%","50%","10%","70%","group",0,0,0,1,"The lecturer did not attend","d1","disjunctive",2
"738","8bxuwf290p",0,"50%","10%","50%","80%","cook",1,0,0,0,"The chef did not complete the dessert","c3","conjunctive",6
"739","8bxuwf290p",1,"80%","50%","10%","50%","cook",1,1,0,1,"The main dish did not impress the panel","d6","disjunctive",4
"740","8bxuwf290p",1,"80%","50%","10%","70%","group",1,1,1,0,"The lecturer talked about the paper","c5","conjunctive",3
"741","8bxuwf290p",0,"10%","70%","80%","50%","cook",0,0,0,0,"The chef did not complete the dessert","c1","conjunctive",6
"742","8bxuwf290p",1,"80%","50%","10%","50%","job",1,0,1,1,"The candidate demonstrated skill A","d5","disjunctive",3
"743","8bxuwf290p",1,"80%","50%","10%","50%","job",0,1,0,1,"The candidate did not demonstrate skill B","d2","disjunctive",8
"744","8bxuwf290p",1,"80%","50%","10%","50%","job",1,0,0,1,"The candidate did not demonstrate skill A","d4","disjunctive",4
