"","subject_id","cb","prob0","prob1","prob2","prob3","scenario","A","B","E","S","answer","trialtype","probgroup","ans","isPerm","anscb","ansVar","ansVar2","ansVar3"
"177","5dfpudq5gr",1,"80%","50%","10%","50%","cook",1,0,0,1,"The main dish did not impress the panel","d4","1",4,TRUE,8,"Bu","Bu=0","Bu=0"
"178","5dfpudq5gr",1,"80%","50%","10%","50%","job",1,1,0,0,"The candidate had skill A","c4","1",1,FALSE,5,"B","B","B=1"
"179","5dfpudq5gr",0,"10%","50%","80%","50%","group",0,0,0,1,"The lecturer did not attend","d1","1",2,TRUE,2,"A","A","A=0"
"180","5dfpudq5gr",1,"80%","50%","10%","50%","job",0,0,0,0,"The candidate did not have skill A","c1","1",2,TRUE,6,"B","B","B=0"
"181","5o180d5c0d",0,"10%","50%","80%","50%","group",0,1,0,0,"The lecturer did not attend","c2","1",2,TRUE,2,"A","A","A=0"
"182","5o180d5c0d",0,"10%","50%","80%","50%","cook",1,1,0,1,"The dessert did not impress the panel","d6","1",8,TRUE,8,"Bu","Bu=0","Bu=0"
"183","5raxjqdz23",1,"80%","50%","10%","50%","cook",1,1,1,0,"The chef completed the dessert","c5","1",5,TRUE,1,"A","A","A=1"
"184","5raxjqdz23",0,"10%","50%","80%","50%","group",1,1,1,1,"The lecturer talked about the paper","d7","1",3,TRUE,3,"Au","Au=1","Au=1"
"185","5raxjqdz23",1,"80%","50%","10%","50%","cook",1,1,0,0,"The main dish did not impress the panel","c4","1",4,TRUE,8,"Bu","Bu=0","Bu=0"
"186","5raxjqdz23",0,"10%","50%","80%","50%","group",1,1,0,1,"The lecturer did not talk about the paper","d6","1",4,TRUE,4,"Au","Au=0","Au=0"
"187","5raxjqdz23",0,"10%","50%","80%","50%","job",1,0,0,0,"The candidate did not have skill B","c3","1",6,TRUE,6,"B","B","B=0"
"188","5raxjqdz23",1,"80%","50%","10%","50%","cook",0,1,1,1,"The dessert impressed the panel","d3","1",7,TRUE,3,"Au","Au=1","Au=1"
"189","5u6jyl49kf",1,"80%","50%","10%","50%","job",1,0,1,1,"The candidate had skill A","d5","1",1,TRUE,5,"B","B","B=1"
"190","5u6jyl49kf",0,"10%","50%","80%","50%","job",1,0,0,1,"The candidate had skill A","d4","1",1,FALSE,1,"A","A","A=1"
"191","5u6jyl49kf",1,"80%","50%","10%","50%","job",1,1,0,0,"The candidate had skill A","c4","1",1,FALSE,5,"B","B","B=1"
"192","5u6jyl49kf",0,"10%","50%","80%","50%","group",0,0,0,0,"The lecturer did not attend","c1","1",2,TRUE,2,"A","A","A=0"
"193","5u6jyl49kf",0,"10%","50%","80%","50%","job",1,1,1,1,"The candidate demonstrated skill B","d7","1",7,TRUE,7,"Bu","Bu=1","Bu=1"
"194","61f603leha",0,"10%","50%","80%","50%","group",0,0,0,0,"The postdoc did not attend","c1","1",6,TRUE,6,"B","B","B=0"
"195","61f603leha",0,"10%","50%","80%","50%","job",1,0,0,0,"The candidate did not have skill B","c3","1",6,TRUE,6,"B","B","B=0"
"196","61f603leha",1,"80%","50%","10%","50%","group",1,1,0,0,"The postdoc did not talk about the paper","c4","1",8,TRUE,4,"Au","Au=0","Au=0"
"197","61f603leha",1,"80%","50%","10%","50%","job",1,0,1,1,"The candidate demonstrated skill A","d5","1",3,TRUE,7,"Bu","Bu=1","Bu=1"
"198","638ztrw0rv",1,"80%","50%","10%","50%","job",1,0,1,1,"The candidate demonstrated skill A","d5","1",3,TRUE,7,"Bu","Bu=1","Bu=1"
"199","638ztrw0rv",1,"80%","50%","10%","50%","cook",1,1,0,1,"The main dish did not impress the panel","d6","1",4,TRUE,8,"Bu","Bu=0","Bu=0"
"200","638ztrw0rv",1,"80%","50%","10%","50%","group",1,1,1,1,"The lecturer attended","d7","1",1,TRUE,5,"B","B","B=1"
"201","6aje9f09bg",1,"80%","50%","10%","50%","group",0,1,0,1,"The postdoc did not talk about the paper","d2","1",8,TRUE,4,"Au","Au=0","Au=0"
"202","6aje9f09bg",1,"80%","50%","10%","50%","job",1,1,0,0,"The candidate did not demonstrate skill B","c4","1",8,TRUE,4,"Au","Au=0","Au=0"
"203","6aje9f09bg",0,"10%","50%","80%","50%","job",1,0,0,0,"The candidate did not have skill B","c3","1",6,TRUE,6,"B","B","B=0"
"204","6aje9f09bg",1,"80%","50%","10%","50%","job",1,1,1,1,"The candidate demonstrated skill B","d7","1",7,TRUE,3,"Au","Au=1","Au=1"
"205","6aje9f09bg",0,"10%","50%","80%","50%","group",0,0,0,1,"The postdoc did not attend","d1","1",6,TRUE,6,"B","B","B=0"
"206","6aje9f09bg",1,"80%","50%","10%","50%","cook",1,0,0,1,"The chef did not complete the dessert","d4","1",6,TRUE,2,"A","A","A=0"
"207","6aje9f09bg",1,"80%","50%","10%","50%","group",0,1,0,0,"The postdoc did not talk about the paper","c2","1",8,TRUE,4,"Au","Au=0","Au=0"
"208","6j918wosj0",0,"10%","50%","80%","50%","group",1,0,1,1,"The lecturer talked about the paper","d5","1",3,TRUE,3,"Au","Au=1","Au=1"
"209","6j918wosj0",0,"10%","50%","80%","50%","group",1,0,0,0,"The lecturer did not talk about the paper","c3","1",4,TRUE,4,"Au","Au=0","Au=0"
"210","6j918wosj0",0,"10%","50%","80%","50%","cook",1,1,1,1,"The dessert impressed the panel","d7","1",7,TRUE,7,"Bu","Bu=1","Bu=1"
"211","6j918wosj0",0,"10%","50%","80%","50%","cook",0,1,1,1,"The dessert impressed the panel","d3","1",7,TRUE,7,"Bu","Bu=1","Bu=1"
"212","6kbegwlrfr",1,"80%","50%","10%","50%","group",1,1,0,1,"The lecturer did not talk about the paper","d6","1",4,TRUE,8,"Bu","Bu=0","Bu=0"
"213","6kbegwlrfr",1,"80%","50%","10%","50%","job",1,0,0,0,"The candidate did not demonstrate skill A","c3","1",4,TRUE,8,"Bu","Bu=0","Bu=0"
"214","6msgjmtgzn",1,"80%","50%","10%","50%","cook",1,1,1,0,"The chef completed the main dish","c5","1",1,TRUE,5,"B","B","B=1"
"215","6msgjmtgzn",0,"10%","50%","80%","50%","job",0,0,0,0,"The candidate did not have skill A","c1","1",2,TRUE,2,"A","A","A=0"
"216","6msgjmtgzn",0,"10%","50%","80%","50%","cook",0,1,0,1,"The dessert did not impress the panel","d2","1",8,TRUE,8,"Bu","Bu=0","Bu=0"
"217","6msgjmtgzn",0,"10%","50%","80%","50%","cook",1,1,0,1,"The main dish did not impress the panel","d6","1",4,TRUE,4,"Au","Au=0","Au=0"
"218","6oajkq3gv3",1,"80%","50%","10%","50%","cook",1,0,1,1,"The chef completed the main dish","d5","1",1,TRUE,5,"B","B","B=1"
"219","6oajkq3gv3",0,"10%","50%","80%","50%","cook",0,0,0,1,"The chef did not complete the main dish","d1","1",2,TRUE,2,"A","A","A=0"
"220","6oajkq3gv3",0,"10%","50%","80%","50%","group",1,0,0,0,"The lecturer did not talk about the paper","c3","1",4,TRUE,4,"Au","Au=0","Au=0"
"221","6oajkq3gv3",0,"10%","50%","80%","50%","cook",1,1,0,0,"The dessert did not impress the panel","c4","1",8,TRUE,8,"Bu","Bu=0","Bu=0"
"222","6pbj6271kh",1,"80%","50%","10%","50%","job",0,1,0,1,"The candidate did not demonstrate skill B","d2","1",8,TRUE,4,"Au","Au=0","Au=0"
"223","6pbj6271kh",1,"80%","50%","10%","50%","cook",1,1,1,0,"The dessert impressed the panel","c5","1",7,TRUE,3,"Au","Au=1","Au=1"
"224","6pbj6271kh",0,"10%","50%","80%","50%","group",0,1,1,1,"The postdoc talked about the paper","d3","1",7,TRUE,7,"Bu","Bu=1","Bu=1"
"225","6pbj6271kh",1,"80%","50%","10%","50%","cook",1,0,0,1,"The chef did not complete the dessert","d4","1",6,TRUE,2,"A","A","A=0"
"226","6wbna7yqeg",0,"10%","50%","80%","50%","job",1,1,1,1,"The candidate had skill A","d7","1",1,TRUE,1,"A","A","A=1"
"227","6wbna7yqeg",1,"80%","50%","10%","50%","job",0,0,0,1,"The candidate did not have skill A","d1","1",2,TRUE,6,"B","B","B=0"
"228","6xy9wb78gz",0,"10%","50%","80%","50%","cook",1,1,1,1,"The chef completed the main dish","d7","1",1,TRUE,1,"A","A","A=1"
"229","6xy9wb78gz",0,"10%","50%","80%","50%","job",0,1,0,1,"The candidate did not have skill A","d2","1",2,TRUE,2,"A","A","A=0"
"230","6xy9wb78gz",1,"80%","50%","10%","50%","job",1,0,0,1,"The candidate did not have skill B","d4","1",6,TRUE,2,"A","A","A=0"
"231","6xy9wb78gz",0,"10%","50%","80%","50%","job",1,1,1,0,"The candidate demonstrated skill A","c5","1",3,TRUE,3,"Au","Au=1","Au=1"
"232","70goc5xu3n",0,"10%","50%","80%","50%","job",1,1,0,1,"The candidate did not demonstrate skill A","d6","1",4,TRUE,4,"Au","Au=0","Au=0"
"233","70goc5xu3n",1,"80%","50%","10%","50%","cook",1,1,1,1,"The chef completed the main dish","d7","1",1,TRUE,5,"B","B","B=1"
"234","70goc5xu3n",1,"80%","50%","10%","50%","group",1,0,0,0,"The postdoc did not attend","c3","1",6,TRUE,2,"A","A","A=0"
"235","70goc5xu3n",0,"10%","50%","80%","50%","job",1,1,1,0,"The candidate demonstrated skill B","c5","1",7,TRUE,7,"Bu","Bu=1","Bu=1"
"236","70goc5xu3n",1,"80%","50%","10%","50%","job",0,0,0,1,"The candidate did not have skill A","d1","1",2,TRUE,6,"B","B","B=0"
"237","71njgb09h3",1,"80%","50%","10%","50%","cook",1,1,1,0,"The dessert did not impress the panel","c5","1",8,FALSE,4,"Au","Au=0","Au=0"
"238","71njgb09h3",0,"10%","50%","80%","50%","job",1,0,0,0,"The candidate did not have skill B","c3","1",6,TRUE,6,"B","B","B=0"
"239","71njgb09h3",0,"10%","50%","80%","50%","cook",1,0,0,1,"The main dish did not impress the panel","d4","1",4,TRUE,4,"Au","Au=0","Au=0"
"240","71ugc6k09w",0,"10%","50%","80%","50%","cook",1,0,0,1,"The main dish did not impress the panel","d4","1",4,TRUE,4,"Au","Au=0","Au=0"
"241","71ugc6k09w",0,"10%","50%","80%","50%","cook",0,0,0,1,"The chef did not complete the main dish","d1","1",2,TRUE,2,"A","A","A=0"
"242","71ugc6k09w",1,"80%","50%","10%","50%","cook",1,1,0,1,"The main dish did not impress the panel","d6","1",4,TRUE,8,"Bu","Bu=0","Bu=0"
"243","71ugc6k09w",1,"80%","50%","10%","50%","cook",0,0,0,0,"The main dish did not impress the panel","c1","1",4,FALSE,8,"Bu","Bu=0","Bu=0"
"244","71ugc6k09w",1,"80%","50%","10%","50%","group",0,1,0,0,"The lecturer did not talk about the paper","c2","1",4,FALSE,8,"Bu","Bu=0","Bu=0"
"245","71ugc6k09w",1,"80%","50%","10%","50%","cook",0,1,0,1,"The main dish did not impress the panel","d2","1",4,FALSE,8,"Bu","Bu=0","Bu=0"
"246","71ugc6k09w",0,"10%","50%","80%","50%","job",1,1,1,1,"The candidate demonstrated skill A","d7","1",3,TRUE,3,"Au","Au=1","Au=1"
"247","71ugc6k09w",1,"80%","50%","10%","50%","group",0,1,1,1,"The postdoc talked about the paper","d3","1",7,TRUE,3,"Au","Au=1","Au=1"
"248","71ugc6k09w",0,"10%","50%","80%","50%","group",1,1,0,0,"The lecturer did not talk about the paper","c4","1",4,TRUE,4,"Au","Au=0","Au=0"
"249","77mpurb0ct",0,"10%","50%","80%","50%","job",1,1,0,0,"The candidate did not demonstrate skill A","c4","1",4,TRUE,4,"Au","Au=0","Au=0"
"250","77mpurb0ct",1,"80%","50%","10%","50%","group",1,1,1,0,"The postdoc talked about the paper","c5","1",7,TRUE,3,"Au","Au=1","Au=1"
"251","77mpurb0ct",1,"80%","50%","10%","50%","cook",0,0,0,1,"The chef did not complete the main dish","d1","1",2,TRUE,6,"B","B","B=0"
"252","77mpurb0ct",0,"10%","50%","80%","50%","job",1,0,1,1,"The candidate demonstrated skill A","d5","1",3,TRUE,3,"Au","Au=1","Au=1"
"253","77mpurb0ct",0,"10%","50%","80%","50%","group",0,0,0,0,"The postdoc did not attend","c1","1",6,TRUE,6,"B","B","B=0"
"254","77mpurb0ct",1,"80%","50%","10%","50%","group",0,1,1,1,"The postdoc talked about the paper","d3","1",7,TRUE,3,"Au","Au=1","Au=1"
"255","7aan9srbd3",1,"80%","50%","10%","50%","group",1,1,0,1,"The lecturer did not talk about the paper","d6","1",4,TRUE,8,"Bu","Bu=0","Bu=0"
"256","7aan9srbd3",0,"10%","50%","80%","50%","job",0,0,0,0,"The candidate did not have skill B","c1","1",6,TRUE,6,"B","B","B=0"
"257","7aan9srbd3",0,"10%","50%","80%","50%","group",1,1,1,1,"The postdoc talked about the paper","d7","1",7,TRUE,7,"Bu","Bu=1","Bu=1"
"258","7bwleqm8d2",0,"10%","50%","80%","50%","cook",0,1,1,1,"The dessert impressed the panel","d3","1",7,TRUE,7,"Bu","Bu=1","Bu=1"
"259","7bwleqm8d2",0,"10%","50%","80%","50%","group",1,1,0,0,"The lecturer did not talk about the paper","c4","1",4,TRUE,4,"Au","Au=0","Au=0"
"260","7bwleqm8d2",0,"10%","50%","80%","50%","cook",1,1,0,1,"The main dish did not impress the panel","d6","1",4,TRUE,4,"Au","Au=0","Au=0"
"261","7bwleqm8d2",1,"80%","50%","10%","50%","job",1,1,1,0,"The candidate demonstrated skill B","c5","1",7,TRUE,3,"Au","Au=1","Au=1"
"262","7bwleqm8d2",1,"80%","50%","10%","50%","group",1,0,1,1,"The lecturer talked about the paper","d5","1",3,TRUE,7,"Bu","Bu=1","Bu=1"
"263","7plpp6lp0r",0,"10%","50%","80%","50%","group",0,0,0,0,"The lecturer did not attend","c1","1",2,TRUE,2,"A","A","A=0"
"264","7plpp6lp0r",0,"10%","50%","80%","50%","job",1,0,0,0,"The candidate had skill A","c3","1",1,FALSE,1,"A","A","A=1"
"265","7plpp6lp0r",0,"10%","50%","80%","50%","cook",1,0,0,1,"The chef completed the main dish","d4","1",1,FALSE,1,"A","A","A=1"
"266","7plpp6lp0r",1,"80%","50%","10%","50%","group",0,1,0,1,"The postdoc did not talk about the paper","d2","1",8,TRUE,4,"Au","Au=0","Au=0"
"267","7r480gszn5",0,"10%","50%","80%","50%","group",1,1,1,0,"The postdoc talked about the paper","c5","1",7,TRUE,7,"Bu","Bu=1","Bu=1"
"268","7r480gszn5",0,"10%","50%","80%","50%","cook",0,0,0,1,"The dessert did not impress the panel","d1","1",8,FALSE,8,"Bu","Bu=0","Bu=0"
"269","7r480gszn5",0,"10%","50%","80%","50%","group",1,1,0,0,"The lecturer did not talk about the paper","c4","1",4,TRUE,4,"Au","Au=0","Au=0"
"270","7xl20setwa",0,"10%","50%","80%","50%","group",0,1,0,0,"The lecturer did not attend","c2","1",2,TRUE,2,"A","A","A=0"
"271","7xl20setwa",0,"10%","50%","80%","50%","group",1,0,0,0,"The postdoc did not attend","c3","1",6,TRUE,6,"B","B","B=0"
"272","7xl20setwa",0,"10%","50%","80%","50%","job",1,0,1,1,"The candidate demonstrated skill A","d5","1",3,TRUE,3,"Au","Au=1","Au=1"
"273","86vjgtfxsl",1,"80%","50%","10%","50%","job",0,0,0,1,"The candidate did not have skill A","d1","1",2,TRUE,6,"B","B","B=0"
"274","86vjgtfxsl",0,"10%","50%","80%","50%","job",0,1,0,1,"The candidate did not demonstrate skill B","d2","1",8,TRUE,8,"Bu","Bu=0","Bu=0"
"275","86vjgtfxsl",1,"80%","50%","10%","50%","cook",1,0,0,1,"The main dish did not impress the panel","d4","1",4,TRUE,8,"Bu","Bu=0","Bu=0"
"276","86vjgtfxsl",1,"80%","50%","10%","50%","group",1,1,1,1,"The lecturer talked about the paper","d7","1",3,TRUE,7,"Bu","Bu=1","Bu=1"
"277","86vjgtfxsl",1,"80%","50%","10%","50%","group",1,0,1,1,"The lecturer talked about the paper","d5","1",3,TRUE,7,"Bu","Bu=1","Bu=1"
"278","888hnmdmzb",0,"10%","50%","80%","50%","cook",0,0,0,0,"The chef did not complete the main dish","c1","1",2,TRUE,2,"A","A","A=0"
"279","888hnmdmzb",1,"80%","50%","10%","50%","group",1,1,0,1,"The lecturer did not talk about the paper","d6","1",4,TRUE,8,"Bu","Bu=0","Bu=0"
"280","888hnmdmzb",0,"10%","50%","80%","50%","group",0,1,0,0,"The postdoc did not talk about the paper","c2","1",8,TRUE,8,"Bu","Bu=0","Bu=0"
"281","8bxuwf290p",0,"10%","50%","80%","50%","cook",1,1,1,1,"The dessert impressed the panel","d7","1",7,TRUE,7,"Bu","Bu=1","Bu=1"
"282","8bxuwf290p",0,"10%","50%","80%","50%","cook",0,1,0,0,"The dessert impressed the panel","c2","1",7,FALSE,7,"Bu","Bu=1","Bu=1"
"283","8bxuwf290p",0,"10%","50%","80%","50%","group",1,1,0,0,"The postdoc attended","c4","1",5,FALSE,5,"B","B","B=1"
"284","8bxuwf290p",1,"80%","50%","10%","50%","cook",1,1,0,1,"The main dish did not impress the panel","d6","1",4,TRUE,8,"Bu","Bu=0","Bu=0"
"285","8bxuwf290p",1,"80%","50%","10%","50%","job",1,0,1,1,"The candidate demonstrated skill A","d5","1",3,TRUE,7,"Bu","Bu=1","Bu=1"
"286","8bxuwf290p",1,"80%","50%","10%","50%","job",0,1,0,1,"The candidate did not demonstrate skill B","d2","1",8,TRUE,4,"Au","Au=0","Au=0"
"287","8bxuwf290p",1,"80%","50%","10%","50%","job",1,0,0,1,"The candidate did not demonstrate skill A","d4","1",4,TRUE,8,"Bu","Bu=0","Bu=0"
"288","8n17o55747",1,"80%","50%","10%","50%","group",0,1,1,1,"The lecturer did not attend","d3","1",2,FALSE,6,"B","B","B=0"
"289","8n17o55747",1,"80%","50%","10%","50%","job",0,0,0,1,"The candidate did not have skill A","d1","1",2,TRUE,6,"B","B","B=0"
"290","8n17o55747",1,"80%","50%","10%","50%","cook",0,1,0,0,"The chef did not complete the main dish","c2","1",2,TRUE,6,"B","B","B=0"
"291","8n17o55747",0,"10%","50%","80%","50%","cook",1,1,0,1,"The main dish did not impress the panel","d6","1",4,TRUE,4,"Au","Au=0","Au=0"
"292","8n17o55747",0,"10%","50%","80%","50%","job",1,0,1,1,"The candidate demonstrated skill A","d5","1",3,TRUE,3,"Au","Au=1","Au=1"
"293","8n17o55747",1,"80%","50%","10%","50%","group",0,0,0,0,"The lecturer did not attend","c1","1",2,TRUE,6,"B","B","B=0"
"294","8ola29ndm2",0,"10%","50%","80%","50%","job",1,0,0,1,"The candidate did not demonstrate skill A","d4","1",4,TRUE,4,"Au","Au=0","Au=0"
"295","8ola29ndm2",0,"10%","50%","80%","50%","cook",0,1,1,1,"The dessert impressed the panel","d3","1",7,TRUE,7,"Bu","Bu=1","Bu=1"
"296","8ola29ndm2",0,"10%","50%","80%","50%","job",1,1,0,1,"The candidate did not demonstrate skill B","d6","1",8,TRUE,8,"Bu","Bu=0","Bu=0"
"297","8ola29ndm2",0,"10%","50%","80%","50%","job",1,0,0,0,"The candidate did not have skill B","c3","1",6,TRUE,6,"B","B","B=0"
"298","91h5db3mog",1,"80%","50%","10%","50%","job",1,1,0,1,"The candidate did not demonstrate skill A","d6","1",4,TRUE,8,"Bu","Bu=0","Bu=0"
"299","91h5db3mog",0,"10%","50%","80%","50%","group",0,1,0,0,"The postdoc did not talk about the paper","c2","1",8,TRUE,8,"Bu","Bu=0","Bu=0"
"300","91h5db3mog",0,"10%","50%","80%","50%","group",1,1,1,1,"The lecturer talked about the paper","d7","1",3,TRUE,3,"Au","Au=1","Au=1"
"301","91h5db3mog",0,"10%","50%","80%","50%","job",0,1,0,1,"The candidate did not demonstrate skill B","d2","1",8,TRUE,8,"Bu","Bu=0","Bu=0"
"302","91h5db3mog",1,"80%","50%","10%","50%","cook",0,0,0,0,"The dessert did not impress the panel","c1","1",8,FALSE,4,"Au","Au=0","Au=0"
"303","97brc782fb",0,"10%","50%","80%","50%","cook",1,1,0,1,"The dessert did not impress the panel","d6","1",8,TRUE,8,"Bu","Bu=0","Bu=0"
"304","97brc782fb",0,"10%","50%","80%","50%","group",1,0,1,1,"The lecturer talked about the paper","d5","1",3,TRUE,3,"Au","Au=1","Au=1"
"305","97brc782fb",0,"10%","50%","80%","50%","job",1,0,0,1,"The candidate did not demonstrate skill A","d4","1",4,TRUE,4,"Au","Au=0","Au=0"
"306","9cofgkqeh9",1,"80%","50%","10%","50%","cook",1,1,0,1,"The main dish did not impress the panel","d6","1",4,TRUE,8,"Bu","Bu=0","Bu=0"
"307","9cofgkqeh9",1,"80%","50%","10%","50%","group",0,1,0,0,"The lecturer did not attend","c2","1",2,TRUE,6,"B","B","B=0"
"308","9cofgkqeh9",1,"80%","50%","10%","50%","job",1,0,0,0,"The candidate did not have skill B","c3","1",6,TRUE,2,"A","A","A=0"
"309","9cofgkqeh9",1,"80%","50%","10%","50%","cook",0,1,1,1,"The dessert impressed the panel","d3","1",7,TRUE,3,"Au","Au=1","Au=1"
"310","9cofgkqeh9",0,"10%","50%","80%","50%","job",0,0,0,0,"The candidate demonstrated skill B","c1","1",7,FALSE,7,"Bu","Bu=1","Bu=1"
"311","9gs9y8xgly",1,"80%","50%","10%","50%","cook",1,1,1,0,"The main dish impressed the panel","c5","1",3,TRUE,7,"Bu","Bu=1","Bu=1"
"312","9gs9y8xgly",0,"10%","50%","80%","50%","job",1,0,1,1,"The candidate demonstrated skill A","d5","1",3,TRUE,3,"Au","Au=1","Au=1"
"313","9gs9y8xgly",1,"80%","50%","10%","50%","job",1,1,0,1,"The candidate did not demonstrate skill A","d6","1",4,TRUE,8,"Bu","Bu=0","Bu=0"
"314","9gs9y8xgly",1,"80%","50%","10%","50%","job",0,1,0,1,"The candidate did not demonstrate skill B","d2","1",8,TRUE,4,"Au","Au=0","Au=0"
"315","9gs9y8xgly",0,"10%","50%","80%","50%","group",0,0,0,1,"The postdoc did not attend","d1","1",6,TRUE,6,"B","B","B=0"
"316","9h6lqmnnke",0,"10%","50%","80%","50%","group",1,1,1,1,"The postdoc talked about the paper","d7","1",7,TRUE,7,"Bu","Bu=1","Bu=1"
"317","9h6lqmnnke",0,"10%","50%","80%","50%","cook",1,1,1,0,"The main dish impressed the panel","c5","1",3,TRUE,3,"Au","Au=1","Au=1"
"318","9h6lqmnnke",0,"10%","50%","80%","50%","cook",1,0,0,1,"The chef did not complete the dessert","d4","1",6,TRUE,6,"B","B","B=0"
"319","9h6lqmnnke",1,"80%","50%","10%","50%","job",1,0,1,1,"The candidate demonstrated skill A","d5","1",3,TRUE,7,"Bu","Bu=1","Bu=1"
"320","9h6lqmnnke",0,"10%","50%","80%","50%","cook",0,0,0,0,"The chef did not complete the main dish","c1","1",2,TRUE,2,"A","A","A=0"
"321","9h6lqmnnke",0,"10%","50%","80%","50%","group",0,1,0,0,"The lecturer did not attend","c2","1",2,TRUE,2,"A","A","A=0"
"322","9h6lqmnnke",1,"80%","50%","10%","50%","job",0,1,0,1,"The candidate did not demonstrate skill B","d2","1",8,TRUE,4,"Au","Au=0","Au=0"
"323","9huxpfs26l",1,"80%","50%","10%","50%","group",1,0,1,1,"The lecturer talked about the paper","d5","1",3,TRUE,7,"Bu","Bu=1","Bu=1"
"324","9huxpfs26l",1,"80%","50%","10%","50%","cook",1,0,0,0,"The main dish did not impress the panel","c3","1",4,TRUE,8,"Bu","Bu=0","Bu=0"
"325","9huxpfs26l",1,"80%","50%","10%","50%","group",0,1,1,1,"The postdoc talked about the paper","d3","1",7,TRUE,3,"Au","Au=1","Au=1"
"326","9huxpfs26l",0,"10%","50%","80%","50%","group",0,0,0,1,"The postdoc did not attend","d1","1",6,TRUE,6,"B","B","B=0"
"327","9huxpfs26l",0,"10%","50%","80%","50%","group",1,1,0,0,"The lecturer did not talk about the paper","c4","1",4,TRUE,4,"Au","Au=0","Au=0"
"328","9huxpfs26l",1,"80%","50%","10%","50%","job",1,1,1,1,"The candidate had skill B","d7","1",5,TRUE,1,"A","A","A=1"
"329","9q547hl0qz",1,"80%","50%","10%","50%","group",1,1,0,0,"The postdoc did not talk about the paper","c4","1",8,TRUE,4,"Au","Au=0","Au=0"
"330","9q547hl0qz",1,"80%","50%","10%","50%","cook",0,1,0,0,"The dessert did not impress the panel","c2","1",8,TRUE,4,"Au","Au=0","Au=0"
"331","9q547hl0qz",0,"10%","50%","80%","50%","cook",1,1,1,0,"The main dish impressed the panel","c5","1",3,TRUE,3,"Au","Au=1","Au=1"
"332","9ux2a8k97k",1,"80%","50%","10%","50%","group",1,1,1,1,"The lecturer talked about the paper","d7","1",3,TRUE,7,"Bu","Bu=1","Bu=1"
"333","9ux2a8k97k",0,"10%","50%","80%","50%","cook",0,1,1,1,"The dessert impressed the panel","d3","1",7,TRUE,7,"Bu","Bu=1","Bu=1"
"334","9ux2a8k97k",1,"80%","50%","10%","50%","group",1,0,1,1,"The lecturer talked about the paper","d5","1",3,TRUE,7,"Bu","Bu=1","Bu=1"
"335","9ux2a8k97k",1,"80%","50%","10%","50%","cook",0,1,0,1,"The main dish did not impress the panel","d2","1",4,FALSE,8,"Bu","Bu=0","Bu=0"
"336","a3skx5x31r",0,"10%","50%","80%","50%","cook",0,1,0,1,"The main dish did not impress the panel","d2","1",4,FALSE,4,"Au","Au=0","Au=0"
"337","a3skx5x31r",0,"10%","50%","80%","50%","group",1,1,0,0,"The postdoc attended","c4","1",5,FALSE,5,"B","B","B=1"
"338","a3skx5x31r",0,"10%","50%","80%","50%","cook",1,0,0,1,"The chef did not complete the dessert","d4","1",6,TRUE,6,"B","B","B=0"
"339","a3skx5x31r",1,"80%","50%","10%","50%","cook",1,1,0,1,"The dessert did not impress the panel","d6","1",8,TRUE,4,"Au","Au=0","Au=0"
"340","a3skx5x31r",0,"10%","50%","80%","50%","job",1,0,0,0,"The candidate did not have skill B","c3","1",6,TRUE,6,"B","B","B=0"
"341","a6sp7569du",0,"10%","50%","80%","50%","group",0,0,0,1,"The postdoc did not attend","d1","1",6,TRUE,6,"B","B","B=0"
"342","a6sp7569du",1,"80%","50%","10%","50%","cook",0,1,0,0,"The chef did not complete the main dish","c2","1",2,TRUE,6,"B","B","B=0"
"343","a6sp7569du",1,"80%","50%","10%","50%","cook",1,1,1,1,"The main dish impressed the panel","d7","1",3,TRUE,7,"Bu","Bu=1","Bu=1"
"344","a6sp7569du",1,"80%","50%","10%","50%","job",1,1,1,0,"The candidate had skill A","c5","1",1,TRUE,5,"B","B","B=1"
"345","a6sp7569du",0,"10%","50%","80%","50%","group",1,0,0,1,"The lecturer talked about the paper","d4","1",3,FALSE,3,"Au","Au=1","Au=1"
"346","a6sp7569du",0,"10%","50%","80%","50%","job",1,1,0,1,"The candidate did not demonstrate skill B","d6","1",8,TRUE,8,"Bu","Bu=0","Bu=0"
"347","ad8kxza4v4",0,"10%","50%","80%","50%","cook",0,1,0,0,"The chef did not complete the main dish","c2","1",2,TRUE,2,"A","A","A=0"
"348","ad8kxza4v4",0,"10%","50%","80%","50%","group",1,1,1,0,"The postdoc talked about the paper","c5","1",7,TRUE,7,"Bu","Bu=1","Bu=1"
"349","ad8kxza4v4",1,"80%","50%","10%","50%","group",1,0,0,1,"The lecturer did not talk about the paper","d4","1",4,TRUE,8,"Bu","Bu=0","Bu=0"
"350","ad8kxza4v4",1,"80%","50%","10%","50%","cook",1,0,1,1,"The main dish impressed the panel","d5","1",3,TRUE,7,"Bu","Bu=1","Bu=1"
"351","ancfoxp3eg",0,"10%","50%","80%","50%","group",1,1,0,1,"The postdoc did not talk about the paper","d6","1",8,TRUE,8,"Bu","Bu=0","Bu=0"
"352","ancfoxp3eg",0,"10%","50%","80%","50%","group",0,0,0,1,"The postdoc did not talk about the paper","d1","1",8,FALSE,8,"Bu","Bu=0","Bu=0"
