"","subject_id","cb","prob0","prob1","prob2","prob3","scenario","A","B","E","S","answer","trialtype"
"866","97brc782fb",0,"10%","50%","80%","50%","cook",1,1,0,1,"The dessert did not impress the panel","d6"
"867","97brc782fb",0,"10%","50%","80%","50%","group",1,0,1,1,"The lecturer talked about the paper","d5"
"868","97brc782fb",0,"10%","70%","80%","50%","job",0,0,0,1,"The candidate did not have skill B","d1"
"869","97brc782fb",1,"50%","80%","50%","10%","job",0,1,1,1,"The candidate demonstrated skill B","d3"
"870","97brc782fb",0,"10%","70%","80%","50%","group",1,1,1,1,"The lecturer talked about the paper","d7"
"871","97brc782fb",0,"10%","70%","80%","50%","cook",0,0,0,0,"The chef did not complete the dessert","c1"
"872","97brc782fb",0,"10%","50%","80%","50%","job",1,0,0,1,"The candidate did not demonstrate skill A","d4"
"873","9cofgkqeh9",1,"80%","50%","10%","50%","cook",1,1,0,1,"The main dish did not impress the panel","d6"
"874","9cofgkqeh9",1,"50%","80%","50%","10%","cook",0,1,0,1,"The chef did not complete the main dish","d2"
"875","9cofgkqeh9",1,"80%","50%","10%","50%","group",0,1,0,0,"The lecturer did not attend","c2"
"876","9cofgkqeh9",1,"80%","50%","10%","70%","job",0,0,0,1,"The candidate did not demonstrate skill A","d1"
"877","9cofgkqeh9",0,"10%","70%","80%","50%","group",1,1,0,0,"The postdoc did not talk about the paper","c4"
"878","9cofgkqeh9",1,"80%","50%","10%","50%","job",1,0,0,0,"The candidate did not have skill B","c3"
"879","9cofgkqeh9",0,"50%","10%","50%","80%","cook",1,0,1,1,"The chef did not complete the dessert","d5"
"880","9cofgkqeh9",1,"80%","50%","10%","50%","cook",0,1,1,1,"The dessert impressed the panel","d3"
"881","9cofgkqeh9",0,"10%","50%","80%","50%","job",0,0,0,0,"The candidate demonstrated skill B","c1"
"882","9cofgkqeh9",1,"80%","50%","10%","70%","cook",1,0,0,1,"The chef did not complete the dessert","d4"
"883","9cofgkqeh9",0,"50%","10%","50%","80%","cook",1,1,1,0,"The main dish impressed the panel","c5"
"884","9cofgkqeh9",0,"50%","10%","50%","80%","cook",1,1,1,1,"The dessert impressed the panel","d7"
"885","9gs9y8xgly",1,"80%","50%","10%","70%","group",0,1,1,1,"The postdoc talked about the paper","d3"
"886","9gs9y8xgly",1,"80%","50%","10%","50%","cook",1,1,1,0,"The main dish impressed the panel","c5"
"887","9gs9y8xgly",0,"10%","50%","80%","50%","job",1,0,1,1,"The candidate demonstrated skill A","d5"
"888","9gs9y8xgly",0,"50%","10%","50%","80%","group",1,0,0,1,"The lecturer did not talk about the paper","d4"
"889","9gs9y8xgly",0,"10%","70%","80%","50%","job",1,0,0,0,"The candidate did not have skill B","c3"
"890","9gs9y8xgly",0,"50%","10%","50%","80%","job",1,1,1,1,"The candidate demonstrated skill B","d7"
"891","9gs9y8xgly",1,"50%","80%","50%","10%","job",1,1,0,0,"The candidate did not demonstrate skill B","c4"
"892","9gs9y8xgly",1,"80%","50%","10%","50%","job",1,1,0,1,"The candidate did not demonstrate skill A","d6"
"893","9gs9y8xgly",1,"80%","50%","10%","50%","job",0,1,0,1,"The candidate did not demonstrate skill B","d2"
"894","9gs9y8xgly",1,"80%","50%","10%","70%","cook",0,1,0,0,"The chef did not complete the main dish","c2"
"895","9gs9y8xgly",1,"80%","50%","10%","70%","job",0,0,0,0,"The candidate did not have skill B","c1"
"896","9gs9y8xgly",0,"10%","50%","80%","50%","group",0,0,0,1,"The postdoc did not attend","d1"
"897","9h6lqmnnke",1,"50%","80%","50%","10%","group",0,1,1,1,"The postdoc attended","d3"
"898","9h6lqmnnke",0,"10%","50%","80%","50%","group",1,1,1,1,"The postdoc talked about the paper","d7"
"899","9h6lqmnnke",0,"10%","50%","80%","50%","cook",1,1,1,0,"The main dish impressed the panel","c5"
"900","9h6lqmnnke",1,"50%","80%","50%","10%","job",0,0,0,1,"The candidate did not have skill A","d1"
"901","9h6lqmnnke",0,"10%","50%","80%","50%","cook",1,0,0,1,"The chef did not complete the dessert","d4"
"902","9h6lqmnnke",0,"50%","10%","50%","80%","job",1,0,0,0,"The candidate did not have skill B","c3"
"903","9h6lqmnnke",0,"50%","10%","50%","80%","cook",1,1,0,1,"The main dish did not impress the panel","d6"
"904","9h6lqmnnke",1,"80%","50%","10%","50%","job",1,0,1,1,"The candidate demonstrated skill A","d5"
"905","9h6lqmnnke",1,"80%","50%","10%","70%","group",1,1,0,0,"The lecturer did not talk about the paper","c4"
"906","9h6lqmnnke",0,"10%","50%","80%","50%","cook",0,0,0,0,"The chef did not complete the main dish","c1"
"907","9h6lqmnnke",0,"10%","50%","80%","50%","group",0,1,0,0,"The lecturer did not attend","c2"
"908","9h6lqmnnke",1,"80%","50%","10%","50%","job",0,1,0,1,"The candidate did not demonstrate skill B","d2"
"909","9huxpfs26l",1,"80%","50%","10%","70%","cook",1,1,0,1,"The dessert did not impress the panel","d6"
"910","9huxpfs26l",1,"80%","50%","10%","50%","group",1,0,1,1,"The lecturer talked about the paper","d5"
"911","9huxpfs26l",1,"80%","50%","10%","50%","cook",1,0,0,0,"The main dish did not impress the panel","c3"
"912","9huxpfs26l",0,"50%","10%","50%","80%","cook",1,0,0,1,"The main dish did not impress the panel","d4"
"913","9huxpfs26l",1,"80%","50%","10%","50%","group",0,1,1,1,"The postdoc talked about the paper","d3"
"914","9huxpfs26l",0,"10%","70%","80%","50%","group",0,1,0,0,"The postdoc did not talk about the paper","c2"
"915","9huxpfs26l",0,"10%","50%","80%","50%","group",0,0,0,1,"The postdoc did not attend","d1"
"916","9huxpfs26l",1,"50%","80%","50%","10%","job",1,1,1,0,"The candidate demonstrated skill B","c5"
"917","9huxpfs26l",0,"10%","50%","80%","50%","group",1,1,0,0,"The lecturer did not talk about the paper","c4"
"918","9huxpfs26l",0,"10%","70%","80%","50%","job",0,1,0,1,"The candidate did not demonstrate skill B","d2"
"919","9huxpfs26l",0,"50%","10%","50%","80%","cook",0,0,0,0,"The chef did not complete the dessert","c1"
"920","9huxpfs26l",1,"80%","50%","10%","50%","job",1,1,1,1,"The candidate had skill B","d7"
"921","9q547hl0qz",1,"80%","50%","10%","50%","group",1,1,0,0,"The postdoc did not talk about the paper","c4"
"922","9q547hl0qz",1,"80%","50%","10%","50%","cook",0,1,0,0,"The dessert did not impress the panel","c2"
"923","9q547hl0qz",0,"10%","70%","80%","50%","cook",0,1,1,1,"The main dish impressed the panel","d3"
"924","9q547hl0qz",1,"50%","80%","50%","10%","group",1,0,0,1,"The postdoc did not attend","d4"
"925","9q547hl0qz",1,"50%","80%","50%","10%","job",0,0,0,0,"The candidate did not demonstrate skill B","c1"
"926","9q547hl0qz",1,"80%","50%","10%","70%","job",1,1,0,1,"The candidate had skill B","d6"
"927","9q547hl0qz",0,"10%","50%","80%","50%","cook",1,1,1,0,"The main dish impressed the panel","c5"
"928","9q547hl0qz",1,"50%","80%","50%","10%","job",1,0,0,0,"The candidate did not demonstrate skill A","c3"
"929","9q547hl0qz",1,"50%","80%","50%","10%","job",1,1,1,1,"The candidate had skill B","d7"
"930","9q547hl0qz",1,"80%","50%","10%","70%","job",0,0,0,1,"The candidate did not have skill B","d1"
"931","9q547hl0qz",0,"50%","10%","50%","80%","cook",0,1,0,1,"The main dish did not impress the panel","d2"
"932","9q547hl0qz",0,"50%","10%","50%","80%","job",1,0,1,1,"The candidate had skill A","d5"
"933","9ux2a8k97k",1,"80%","50%","10%","70%","cook",0,0,0,1,"The chef did not complete the main dish","d1"
"934","9ux2a8k97k",1,"80%","50%","10%","50%","group",1,1,1,1,"The lecturer talked about the paper","d7"
"935","9ux2a8k97k",1,"50%","80%","50%","10%","cook",1,0,0,1,"The chef did not complete the dessert","d4"
"936","9ux2a8k97k",0,"10%","50%","80%","50%","cook",0,1,1,1,"The dessert impressed the panel","d3"
"937","9ux2a8k97k",1,"80%","50%","10%","50%","group",1,0,1,1,"The lecturer talked about the paper","d5"
"938","9ux2a8k97k",0,"10%","70%","80%","50%","cook",0,1,0,0,"The chef completed the main dish","c2"
"939","9ux2a8k97k",1,"80%","50%","10%","70%","cook",1,1,0,1,"The dessert did not impress the panel","d6"
"940","9ux2a8k97k",1,"80%","50%","10%","50%","cook",0,1,0,1,"The main dish did not impress the panel","d2"
"941","9ux2a8k97k",0,"50%","10%","50%","80%","cook",1,1,1,0,"The main dish impressed the panel","c5"
"942","9ux2a8k97k",0,"10%","70%","80%","50%","cook",1,1,0,0,"The dessert did not impress the panel","c4"
"943","9ux2a8k97k",0,"50%","10%","50%","80%","group",1,0,0,0,"The lecturer did not talk about the paper","c3"
"944","9ux2a8k97k",0,"10%","70%","80%","50%","job",0,0,0,0,"The candidate did not have skill B","c1"
"945","a3skx5x31r",0,"10%","50%","80%","50%","cook",0,1,0,1,"The main dish did not impress the panel","d2"
"946","a3skx5x31r",0,"10%","70%","80%","50%","group",1,0,1,1,"The lecturer attended","d5"
"947","a3skx5x31r",1,"50%","80%","50%","10%","cook",0,1,0,0,"The main dish did not impress the panel","c2"
"948","a3skx5x31r",0,"10%","70%","80%","50%","cook",0,0,0,1,"The chef did not complete the main dish","d1"
"949","a3skx5x31r",0,"10%","50%","80%","50%","group",1,1,0,0,"The postdoc attended","c4"
"950","a3skx5x31r",1,"50%","80%","50%","10%","group",1,1,1,0,"The lecturer attended","c5"
"951","a3skx5x31r",0,"10%","50%","80%","50%","cook",1,0,0,1,"The chef did not complete the dessert","d4"
"952","a3skx5x31r",1,"80%","50%","10%","50%","cook",1,1,0,1,"The dessert did not impress the panel","d6"
"953","a3skx5x31r",0,"50%","10%","50%","80%","group",1,1,1,1,"The postdoc talked about the paper","d7"
"954","a3skx5x31r",0,"10%","50%","80%","50%","job",1,0,0,0,"The candidate did not have skill B","c3"
"955","a3skx5x31r",1,"80%","50%","10%","70%","group",0,0,0,0,"The lecturer did not attend","c1"
"956","a3skx5x31r",0,"10%","70%","80%","50%","group",0,1,1,1,"The postdoc talked about the paper","d3"
"957","a6sp7569du",0,"10%","50%","80%","50%","group",0,0,0,1,"The postdoc did not attend","d1"
"958","a6sp7569du",0,"10%","70%","80%","50%","cook",0,0,0,0,"The dessert did not impress the panel","c1"
"959","a6sp7569du",1,"50%","80%","50%","10%","group",0,1,1,1,"The postdoc talked about the paper","d3"
"960","a6sp7569du",1,"80%","50%","10%","50%","cook",0,1,0,0,"The chef did not complete the main dish","c2"
"961","a6sp7569du",0,"10%","70%","80%","50%","group",1,0,0,0,"The lecturer attended","c3"
"962","a6sp7569du",1,"80%","50%","10%","50%","cook",1,1,1,1,"The main dish impressed the panel","d7"
"963","a6sp7569du",1,"50%","80%","50%","10%","group",1,1,0,0,"The postdoc did not talk about the paper","c4"
"964","a6sp7569du",1,"50%","80%","50%","10%","job",1,0,1,1,"The candidate demonstrated skill A","d5"
"965","a6sp7569du",1,"80%","50%","10%","50%","job",1,1,1,0,"The candidate had skill A","c5"
"966","a6sp7569du",0,"10%","50%","80%","50%","group",1,0,0,1,"The lecturer talked about the paper","d4"
"967","a6sp7569du",0,"10%","50%","80%","50%","job",1,1,0,1,"The candidate did not demonstrate skill B","d6"
"968","a6sp7569du",1,"50%","80%","50%","10%","group",0,1,0,1,"The postdoc attended","d2"
"969","ad8kxza4v4",0,"10%","50%","80%","50%","cook",0,1,0,0,"The chef did not complete the main dish","c2"
"970","ad8kxza4v4",1,"80%","50%","10%","70%","cook",1,0,0,0,"The chef did not complete the dessert","c3"
"971","ad8kxza4v4",0,"10%","70%","80%","50%","job",1,1,0,1,"The candidate did not demonstrate skill B","d6"
"972","ad8kxza4v4",1,"50%","80%","50%","10%","group",0,1,1,1,"The postdoc talked about the paper","d3"
"973","ad8kxza4v4",1,"80%","50%","10%","70%","cook",0,1,0,1,"The chef did not complete the main dish","d2"
"974","ad8kxza4v4",0,"10%","50%","80%","50%","group",1,1,1,0,"The postdoc talked about the paper","c5"
"975","ad8kxza4v4",0,"10%","70%","80%","50%","cook",0,0,0,1,"The chef did not complete the dessert","d1"
"976","ad8kxza4v4",1,"50%","80%","50%","10%","job",1,1,0,0,"The candidate did not demonstrate skill B","c4"
"977","ad8kxza4v4",1,"80%","50%","10%","50%","group",1,0,0,1,"The lecturer did not talk about the paper","d4"
"978","ad8kxza4v4",1,"80%","50%","10%","50%","cook",1,0,1,1,"The main dish impressed the panel","d5"
"979","ad8kxza4v4",0,"10%","70%","80%","50%","job",1,1,1,1,"The candidate demonstrated skill A","d7"
"980","ad8kxza4v4",1,"80%","50%","10%","70%","group",0,0,0,0,"The lecturer did not attend","c1"
"981","ancfoxp3eg",1,"50%","80%","50%","10%","group",0,1,1,1,"The postdoc talked about the paper","d3"
"982","ancfoxp3eg",0,"50%","10%","50%","80%","group",0,1,0,1,"The postdoc did not talk about the paper","d2"
"983","ancfoxp3eg",1,"50%","80%","50%","10%","cook",0,1,0,0,"The chef did not complete the main dish","c2"
"984","ancfoxp3eg",1,"80%","50%","10%","70%","group",1,0,0,1,"The lecturer did not talk about the paper","d4"
"985","ancfoxp3eg",1,"80%","50%","10%","70%","cook",1,1,0,0,"The main dish did not impress the panel","c4"
"986","ancfoxp3eg",1,"50%","80%","50%","10%","job",1,0,0,0,"The candidate did not demonstrate skill B","c3"
"987","ancfoxp3eg",0,"50%","10%","50%","80%","cook",1,1,1,1,"The main dish impressed the panel","d7"
"988","ancfoxp3eg",1,"50%","80%","50%","10%","job",1,1,1,0,"The candidate demonstrated skill B","c5"
"989","ancfoxp3eg",0,"10%","70%","80%","50%","group",0,0,0,0,"The postdoc did not talk about the paper","c1"
"990","ancfoxp3eg",0,"10%","50%","80%","50%","group",1,1,0,1,"The postdoc did not talk about the paper","d6"
"991","ancfoxp3eg",0,"50%","10%","50%","80%","cook",1,0,1,1,"The main dish impressed the panel","d5"
"992","ancfoxp3eg",0,"10%","50%","80%","50%","group",0,0,0,1,"The postdoc did not talk about the paper","d1"
"993","anwfnwgazr",0,"50%","10%","50%","80%","cook",1,0,0,0,"The chef did not complete the dessert","c3"
"994","anwfnwgazr",1,"80%","50%","10%","50%","group",1,1,1,0,"The postdoc talked about the paper","c5"
"995","anwfnwgazr",0,"10%","70%","80%","50%","job",1,1,0,1,"The candidate did not demonstrate skill B","d6"
"996","anwfnwgazr",0,"10%","70%","80%","50%","job",1,1,1,1,"The candidate demonstrated skill A","d7"
"997","anwfnwgazr",1,"50%","80%","50%","10%","cook",1,0,1,1,"The main dish impressed the panel","d5"
"998","anwfnwgazr",1,"80%","50%","10%","50%","job",1,0,0,1,"The candidate did not demonstrate skill A","d4"
"999","anwfnwgazr",1,"50%","80%","50%","10%","group",1,1,0,0,"The postdoc did not talk about the paper","c4"
"1000","anwfnwgazr",0,"10%","70%","80%","50%","group",0,0,0,1,"The postdoc did not attend","d1"
"1001","anwfnwgazr",1,"80%","50%","10%","50%","cook",0,1,0,0,"The chef did not complete the main dish","c2"
"1002","anwfnwgazr",1,"80%","50%","10%","50%","job",0,1,1,1,"The candidate demonstrated skill B","d3"
"1003","anwfnwgazr",1,"80%","50%","10%","70%","cook",0,1,0,1,"The dessert did not impress the panel","d2"
"1004","anwfnwgazr",1,"80%","50%","10%","50%","group",0,0,0,0,"The lecturer did not attend","c1"
"1005","ao465efu0o",1,"80%","50%","10%","70%","group",1,0,0,0,"The postdoc did not attend","c3"
"1006","ao465efu0o",0,"10%","50%","80%","50%","job",1,1,1,0,"The candidate demonstrated skill B","c5"
"1007","ao465efu0o",1,"80%","50%","10%","50%","job",1,1,1,1,"The candidate demonstrated skill A","d7"
"1008","ao465efu0o",0,"10%","70%","80%","50%","cook",0,1,0,0,"The dessert did not impress the panel","c2"
"1009","ao465efu0o",1,"50%","80%","50%","10%","group",1,0,1,1,"The lecturer talked about the paper","d5"
"1010","ao465efu0o",0,"50%","10%","50%","80%","cook",0,1,0,1,"The dessert did not impress the panel","d2"
"1011","ao465efu0o",1,"50%","80%","50%","10%","group",1,0,0,1,"The lecturer did not talk about the paper","d4"
"1012","ao465efu0o",0,"10%","70%","80%","50%","group",0,0,0,1,"The postdoc did not attend","d1"
"1013","ao465efu0o",1,"80%","50%","10%","50%","group",0,1,1,1,"The postdoc talked about the paper","d3"
"1014","ao465efu0o",0,"50%","10%","50%","80%","cook",1,1,0,0,"The main dish did not impress the panel","c4"
"1015","ao465efu0o",0,"10%","70%","80%","50%","job",0,0,0,0,"The candidate did not have skill B","c1"
"1016","ao465efu0o",0,"10%","50%","80%","50%","job",1,1,0,1,"The candidate did not demonstrate skill B","d6"
"1017","auur0vu0hb",1,"80%","50%","10%","50%","group",1,1,0,1,"The lecturer did not talk about the paper","d6"
"1018","auur0vu0hb",0,"50%","10%","50%","80%","cook",1,1,1,1,"The dessert impressed the panel","d7"
"1019","auur0vu0hb",0,"50%","10%","50%","80%","group",1,0,0,1,"The postdoc did not attend","d4"
"1020","auur0vu0hb",1,"80%","50%","10%","70%","cook",1,0,0,0,"The main dish did not impress the panel","c3"
"1021","auur0vu0hb",1,"80%","50%","10%","50%","job",1,1,0,0,"The candidate did not demonstrate skill A","c4"
"1022","auur0vu0hb",0,"10%","50%","80%","50%","cook",1,1,1,0,"The chef completed the main dish","c5"
"1023","auur0vu0hb",1,"80%","50%","10%","50%","job",0,0,0,1,"The candidate did not have skill A","d1"
"1024","auur0vu0hb",1,"80%","50%","10%","50%","job",1,0,1,1,"The candidate had skill A","d5"
"1025","auur0vu0hb",0,"50%","10%","50%","80%","cook",0,0,0,0,"The chef did not complete the main dish","c1"
"1026","auur0vu0hb",0,"10%","50%","80%","50%","group",0,1,0,1,"The postdoc did not talk about the paper","d2"
"1027","auur0vu0hb",0,"10%","50%","80%","50%","job",0,1,0,0,"The candidate did not have skill A","c2"
"1028","auur0vu0hb",1,"50%","80%","50%","10%","job",0,1,1,1,"The candidate demonstrated skill B","d3"
"1029","axbe67sosu",1,"80%","50%","10%","50%","group",0,0,0,1,"The lecturer did not attend","d1"
"1030","axbe67sosu",1,"50%","80%","50%","10%","cook",1,1,1,0,"The dessert impressed the panel","c5"
"1031","axbe67sosu",0,"10%","50%","80%","50%","group",1,0,0,1,"The postdoc did not attend","d4"
"1032","axbe67sosu",0,"10%","50%","80%","50%","job",1,0,1,1,"The candidate demonstrated skill A","d5"
"1033","axbe67sosu",0,"50%","10%","50%","80%","group",0,0,0,0,"The postdoc did not attend","c1"
"1034","axbe67sosu",1,"80%","50%","10%","70%","group",0,1,0,0,"The postdoc did not talk about the paper","c2"
"1035","axbe67sosu",0,"50%","10%","50%","80%","group",1,1,0,0,"The postdoc did not talk about the paper","c4"
"1036","axbe67sosu",0,"10%","70%","80%","50%","job",0,1,0,1,"The candidate did not demonstrate skill B","d2"
"1037","axbe67sosu",1,"80%","50%","10%","70%","job",1,1,0,1,"The candidate demonstrated skill A","d6"
"1038","axbe67sosu",1,"80%","50%","10%","50%","group",0,1,1,1,"The postdoc talked about the paper","d3"
"1039","axbe67sosu",0,"10%","70%","80%","50%","group",1,1,1,1,"The lecturer talked about the paper","d7"
"1040","axbe67sosu",1,"50%","80%","50%","10%","group",1,0,0,0,"The lecturer did not talk about the paper","c3"
"1041","axxhuzmwon",0,"50%","10%","50%","80%","cook",0,1,0,0,"The chef completed the dessert","c2"
"1042","axxhuzmwon",1,"80%","50%","10%","50%","cook",0,0,0,0,"The chef did not complete the main dish","c1"
"1043","axxhuzmwon",1,"80%","50%","10%","50%","job",1,0,1,1,"The candidate demonstrated skill A","d5"
"1044","axxhuzmwon",0,"50%","10%","50%","80%","job",0,0,0,1,"The candidate did not have skill A","d1"
"1045","axxhuzmwon",1,"50%","80%","50%","10%","cook",1,0,0,1,"The chef did not complete the dessert","d4"
"1046","axxhuzmwon",0,"10%","50%","80%","50%","cook",1,0,0,0,"The chef did not complete the dessert","c3"
"1047","axxhuzmwon",1,"50%","80%","50%","10%","cook",0,1,0,1,"The chef did not complete the main dish","d2"
"1048","axxhuzmwon",1,"50%","80%","50%","10%","group",1,1,1,0,"The lecturer talked about the paper","c5"
"1049","axxhuzmwon",0,"10%","50%","80%","50%","cook",0,1,1,1,"The dessert impressed the panel","d3"
"1050","axxhuzmwon",0,"10%","50%","80%","50%","group",1,1,1,1,"The lecturer talked about the paper","d7"
"1051","axxhuzmwon",0,"50%","10%","50%","80%","cook",1,1,0,1,"The main dish did not impress the panel","d6"
"1052","axxhuzmwon",1,"50%","80%","50%","10%","job",1,1,0,0,"The candidate did not demonstrate skill A","c4"
"1053","ay09r9muqw",1,"80%","50%","10%","50%","group",1,1,1,1,"The lecturer talked about the paper","d7"
"1054","ay09r9muqw",1,"80%","50%","10%","50%","group",1,1,0,0,"The lecturer did not talk about the paper","c4"
"1055","ay09r9muqw",0,"50%","10%","50%","80%","group",1,0,0,1,"The postdoc did not attend","d4"
"1056","ay09r9muqw",1,"80%","50%","10%","50%","group",0,0,0,1,"The lecturer did not attend","d1"
"1057","ay09r9muqw",0,"10%","50%","80%","50%","group",0,0,0,0,"The postdoc did not attend","c1"
"1058","ay09r9muqw",1,"80%","50%","10%","50%","job",0,1,0,1,"The candidate did not demonstrate skill B","d2"
"1059","ay09r9muqw",0,"10%","70%","80%","50%","group",1,1,0,1,"The postdoc did not talk about the paper","d6"
"1060","ay09r9muqw",1,"50%","80%","50%","10%","job",1,0,1,1,"The candidate demonstrated skill A","d5"
"1061","ay09r9muqw",0,"50%","10%","50%","80%","cook",0,1,0,0,"The chef did not complete the main dish","c2"
"1062","ay09r9muqw",1,"80%","50%","10%","50%","job",1,0,0,0,"The candidate did not demonstrate skill A","c3"
"1063","ay09r9muqw",0,"10%","50%","80%","50%","cook",0,1,1,1,"The dessert impressed the panel","d3"
"1064","ay09r9muqw",1,"80%","50%","10%","70%","group",1,1,1,0,"The lecturer talked about the paper","c5"
"1065","b18x5yfu4g",1,"50%","80%","50%","10%","cook",1,1,1,0,"The dessert impressed the panel","c5"
"1066","b18x5yfu4g",0,"50%","10%","50%","80%","group",0,0,0,0,"The postdoc did not attend","c1"
"1067","b18x5yfu4g",1,"50%","80%","50%","10%","group",1,1,1,1,"The lecturer attended","d7"
"1068","b18x5yfu4g",1,"80%","50%","10%","50%","cook",1,0,0,0,"The chef did not complete the dessert","c3"
"1069","b18x5yfu4g",1,"50%","80%","50%","10%","cook",0,1,0,1,"The dessert did not impress the panel","d2"
"1070","b18x5yfu4g",1,"80%","50%","10%","50%","job",1,1,0,1,"The candidate did not demonstrate skill A","d6"
"1071","b18x5yfu4g",0,"10%","70%","80%","50%","group",1,0,0,1,"The lecturer did not talk about the paper","d4"
"1072","b18x5yfu4g",1,"50%","80%","50%","10%","cook",1,1,0,0,"The main dish did not impress the panel","c4"
"1073","b18x5yfu4g",1,"80%","50%","10%","70%","cook",0,1,1,1,"The chef completed the dessert","d3"
"1074","b18x5yfu4g",1,"50%","80%","50%","10%","cook",1,0,1,1,"The chef completed the main dish","d5"
"1075","b18x5yfu4g",0,"10%","50%","80%","50%","group",0,0,0,1,"The postdoc did not attend","d1"
"1076","b18x5yfu4g",1,"50%","80%","50%","10%","cook",0,1,0,0,"The chef did not complete the main dish","c2"
"1077","b87469p6cc",1,"80%","50%","10%","50%","group",0,0,0,0,"The lecturer did not attend","c1"
"1078","b87469p6cc",1,"80%","50%","10%","70%","job",1,1,0,0,"The candidate demonstrated skill A","c4"
"1079","b87469p6cc",1,"80%","50%","10%","70%","cook",0,1,0,0,"The chef did not complete the main dish","c2"
"1080","b87469p6cc",1,"50%","80%","50%","10%","cook",1,0,1,1,"The dessert did not impress the panel","d5"
"1081","b87469p6cc",1,"80%","50%","10%","70%","cook",0,1,0,1,"The chef did not complete the main dish","d2"
"1082","b87469p6cc",1,"80%","50%","10%","50%","group",1,1,1,0,"The lecturer attended","c5"
"1083","b87469p6cc",0,"50%","10%","50%","80%","job",1,0,0,0,"The candidate did not demonstrate skill B","c3"
"1084","b87469p6cc",0,"50%","10%","50%","80%","group",1,0,0,1,"The lecturer attended","d4"
"1085","b87469p6cc",0,"50%","10%","50%","80%","job",1,1,0,1,"The candidate had skill A","d6"
"1086","b87469p6cc",1,"80%","50%","10%","70%","cook",1,1,1,1,"The dessert impressed the panel","d7"
"1087","b87469p6cc",0,"10%","50%","80%","50%","group",0,1,1,1,"The postdoc talked about the paper","d3"
"1088","b87469p6cc",0,"10%","50%","80%","50%","job",0,0,0,1,"The candidate did not demonstrate skill B","d1"
"1089","bd3x6cg4tf",1,"50%","80%","50%","10%","job",1,0,0,1,"The candidate did not demonstrate skill A","d4"
"1090","bd3x6cg4tf",1,"80%","50%","10%","70%","group",0,0,0,1,"The lecturer did not attend","d1"
"1091","bd3x6cg4tf",1,"50%","80%","50%","10%","cook",1,1,1,0,"The dessert impressed the panel","c5"
"1092","bd3x6cg4tf",1,"80%","50%","10%","70%","job",1,1,0,0,"The candidate did not demonstrate skill B","c4"
"1093","bd3x6cg4tf",0,"50%","10%","50%","80%","job",0,0,0,0,"The candidate did not have skill A","c1"
"1094","bd3x6cg4tf",0,"50%","10%","50%","80%","group",1,1,1,1,"The lecturer attended","d7"
"1095","bd3x6cg4tf",0,"50%","10%","50%","80%","group",1,1,0,1,"The postdoc attended","d6"
"1096","bd3x6cg4tf",0,"10%","70%","80%","50%","job",0,1,0,1,"The candidate did not have skill A","d2"
"1097","bd3x6cg4tf",1,"80%","50%","10%","50%","group",0,1,0,0,"The postdoc did not talk about the paper","c2"
"1098","bd3x6cg4tf",1,"80%","50%","10%","70%","cook",0,1,1,1,"The dessert impressed the panel","d3"
"1099","bd3x6cg4tf",1,"80%","50%","10%","70%","group",1,0,1,1,"The lecturer talked about the paper","d5"
"1100","bd3x6cg4tf",0,"10%","70%","80%","50%","job",1,0,0,0,"The candidate did not demonstrate skill A","c3"
"1101","bfdwqp3aa4",1,"80%","50%","10%","50%","job",1,0,0,0,"The candidate had skill A","c3"
"1102","bfdwqp3aa4",0,"10%","70%","80%","50%","job",1,0,0,1,"The candidate did not have skill B","d4"
"1103","bfdwqp3aa4",0,"10%","50%","80%","50%","group",0,1,0,1,"The lecturer did not attend","d2"
"1104","bfdwqp3aa4",1,"80%","50%","10%","50%","cook",1,1,0,0,"The main dish did not impress the panel","c4"
"1105","bfdwqp3aa4",1,"80%","50%","10%","50%","group",0,0,0,1,"The lecturer did not attend","d1"
"1106","bfdwqp3aa4",0,"50%","10%","50%","80%","group",1,1,1,0,"The lecturer attended","c5"
"1107","bfdwqp3aa4",1,"80%","50%","10%","70%","job",0,1,1,1,"The candidate demonstrated skill B","d3"
"1108","bfdwqp3aa4",1,"80%","50%","10%","70%","job",0,0,0,0,"The candidate did not have skill A","c1"
"1109","bfdwqp3aa4",1,"80%","50%","10%","70%","job",0,1,0,0,"The candidate did not have skill A","c2"
"1110","bfdwqp3aa4",1,"50%","80%","50%","10%","cook",1,1,1,1,"The dessert impressed the panel","d7"
"1111","bfdwqp3aa4",1,"50%","80%","50%","10%","group",1,0,1,1,"The lecturer attended","d5"
"1112","bfdwqp3aa4",0,"10%","50%","80%","50%","cook",1,1,0,1,"The main dish did not impress the panel","d6"
"1113","bqeng8n1rm",0,"10%","70%","80%","50%","group",1,0,0,1,"The lecturer attended","d4"
"1114","bqeng8n1rm",0,"10%","70%","80%","50%","cook",0,1,0,1,"The dessert did not impress the panel","d2"
"1115","bqeng8n1rm",1,"80%","50%","10%","70%","job",0,1,1,1,"The candidate demonstrated skill B","d3"
"1116","bqeng8n1rm",1,"80%","50%","10%","50%","cook",1,1,0,0,"The main dish did not impress the panel","c4"
"1117","bqeng8n1rm",0,"10%","50%","80%","50%","group",0,0,0,0,"The postdoc did not attend","c1"
"1118","bqeng8n1rm",0,"50%","10%","50%","80%","cook",1,1,1,1,"The dessert impressed the panel","d7"
