"","subject_id","cb","prob0","prob1","prob2","prob3","scenario","A","B","E","S","answer","trialtype","structure","ans","ansVar","ansVar2","ansVar3"
"383","7plpp6lp0r",1,"80%","50%","10%","70%","job",1,1,0,0,"The candidate did not demonstrate skill B","c4","conjunctive",8,"Bu","Bu=0","Bu=0"
"384","7plpp6lp0r",1,"80%","50%","10%","50%","group",0,1,0,1,"The postdoc did not talk about the paper","d2","disjunctive",8,"Bu","Bu=0","Bu=0"
"385","7r480gszn5",1,"50%","80%","50%","10%","group",0,1,1,1,"The postdoc talked about the paper","d3","disjunctive",7,"Bu","Bu=1","Bu=1"
"386","7r480gszn5",1,"80%","50%","10%","70%","group",0,1,0,1,"The postdoc talked about the paper","d2","disjunctive",7,"Bu","Bu=1","Bu=1"
"387","7r480gszn5",1,"80%","50%","10%","70%","group",1,1,0,1,"The lecturer did not talk about the paper","d6","disjunctive",4,"Au","Au=0","Au=0"
"388","7r480gszn5",1,"80%","50%","10%","70%","cook",1,0,0,1,"The chef did not complete the dessert","d4","disjunctive",6,"B","B","B=0"
"389","7r480gszn5",1,"50%","80%","50%","10%","group",1,0,0,0,"The postdoc did not attend","c3","conjunctive",6,"B","B","B=0"
"390","7r480gszn5",1,"50%","80%","50%","10%","group",1,0,1,1,"The lecturer talked about the paper","d5","disjunctive",3,"Au","Au=1","Au=1"
"391","7r480gszn5",1,"80%","50%","10%","70%","group",0,1,0,0,"The postdoc did not talk about the paper","c2","conjunctive",8,"Bu","Bu=0","Bu=0"
"392","7xl20setwa",1,"80%","50%","10%","70%","group",1,1,1,0,"The postdoc attended","c5","conjunctive",5,"B","B","B=1"
"393","7xl20setwa",1,"80%","50%","10%","70%","job",0,0,0,1,"The candidate did not have skill A","d1","disjunctive",2,"A","A","A=0"
"394","7xl20setwa",1,"50%","80%","50%","10%","group",1,1,0,1,"The lecturer did not talk about the paper","d6","disjunctive",4,"Au","Au=0","Au=0"
"395","7xl20setwa",1,"50%","80%","50%","10%","cook",1,1,1,1,"The dessert impressed the panel","d7","disjunctive",7,"Bu","Bu=1","Bu=1"
"396","7xl20setwa",1,"50%","80%","50%","10%","job",1,1,0,0,"The candidate did not demonstrate skill A","c4","conjunctive",4,"Au","Au=0","Au=0"
"397","86vjgtfxsl",1,"50%","80%","50%","10%","group",1,0,0,0,"The postdoc did not attend","c3","conjunctive",6,"B","B","B=0"
"398","86vjgtfxsl",1,"80%","50%","10%","50%","job",0,0,0,1,"The candidate did not have skill A","d1","disjunctive",2,"A","A","A=0"
"399","86vjgtfxsl",1,"50%","80%","50%","10%","group",0,0,0,0,"The lecturer did not attend","c1","conjunctive",2,"A","A","A=0"
"400","86vjgtfxsl",1,"80%","50%","10%","50%","cook",1,0,0,1,"The main dish did not impress the panel","d4","disjunctive",4,"Au","Au=0","Au=0"
"401","86vjgtfxsl",1,"80%","50%","10%","50%","group",1,1,1,1,"The lecturer talked about the paper","d7","disjunctive",3,"Au","Au=1","Au=1"
"402","86vjgtfxsl",1,"80%","50%","10%","50%","group",1,0,1,1,"The lecturer talked about the paper","d5","disjunctive",3,"Au","Au=1","Au=1"
"403","86vjgtfxsl",1,"80%","50%","10%","70%","group",1,1,0,1,"The postdoc did not talk about the paper","d6","disjunctive",8,"Bu","Bu=0","Bu=0"
"404","888hnmdmzb",1,"80%","50%","10%","70%","job",0,1,1,1,"The candidate demonstrated skill B","d3","disjunctive",7,"Bu","Bu=1","Bu=1"
"405","888hnmdmzb",1,"80%","50%","10%","50%","group",1,1,0,1,"The lecturer did not talk about the paper","d6","disjunctive",4,"Au","Au=0","Au=0"
"406","888hnmdmzb",1,"80%","50%","10%","70%","job",1,0,1,1,"The candidate demonstrated skill A","d5","disjunctive",3,"Au","Au=1","Au=1"
"407","8bxuwf290p",1,"80%","50%","10%","70%","group",0,0,0,1,"The lecturer did not attend","d1","disjunctive",2,"A","A","A=0"
"408","8bxuwf290p",1,"80%","50%","10%","50%","cook",1,1,0,1,"The main dish did not impress the panel","d6","disjunctive",4,"Au","Au=0","Au=0"
"409","8bxuwf290p",1,"80%","50%","10%","70%","group",1,1,1,0,"The lecturer talked about the paper","c5","conjunctive",3,"Au","Au=1","Au=1"
"410","8bxuwf290p",1,"80%","50%","10%","50%","job",1,0,1,1,"The candidate demonstrated skill A","d5","disjunctive",3,"Au","Au=1","Au=1"
"411","8bxuwf290p",1,"80%","50%","10%","50%","job",0,1,0,1,"The candidate did not demonstrate skill B","d2","disjunctive",8,"Bu","Bu=0","Bu=0"
"412","8bxuwf290p",1,"80%","50%","10%","50%","job",1,0,0,1,"The candidate did not demonstrate skill A","d4","disjunctive",4,"Au","Au=0","Au=0"
"413","8n17o55747",1,"80%","50%","10%","70%","group",1,1,0,0,"The lecturer did not talk about the paper","c4","conjunctive",4,"Au","Au=0","Au=0"
"414","8n17o55747",1,"80%","50%","10%","50%","group",0,1,1,1,"The lecturer did not attend","d3","disjunctive",2,"A","A","A=0"
"415","8n17o55747",1,"80%","50%","10%","50%","job",0,0,0,1,"The candidate did not have skill A","d1","disjunctive",2,"A","A","A=0"
"416","8n17o55747",1,"80%","50%","10%","50%","cook",0,1,0,0,"The chef did not complete the main dish","c2","conjunctive",2,"A","A","A=0"
"417","8n17o55747",1,"50%","80%","50%","10%","job",0,1,0,1,"The candidate did not have skill A","d2","disjunctive",2,"A","A","A=0"
"418","8n17o55747",1,"80%","50%","10%","50%","group",0,0,0,0,"The lecturer did not attend","c1","conjunctive",2,"A","A","A=0"
"419","8n17o55747",1,"50%","80%","50%","10%","group",1,0,0,0,"The postdoc did not attend","c3","conjunctive",6,"B","B","B=0"
"420","8ola29ndm2",1,"80%","50%","10%","70%","job",1,1,0,0,"The candidate did not demonstrate skill A","c4","conjunctive",4,"Au","Au=0","Au=0"
"421","8ola29ndm2",1,"80%","50%","10%","70%","job",1,1,1,1,"The candidate demonstrated skill A","d7","disjunctive",3,"Au","Au=1","Au=1"
"422","8ola29ndm2",1,"80%","50%","10%","70%","job",0,0,0,1,"The candidate did not have skill B","d1","disjunctive",6,"B","B","B=0"
"423","8ola29ndm2",1,"80%","50%","10%","70%","job",0,1,0,0,"The candidate did not have skill A","c2","conjunctive",2,"A","A","A=0"
"424","91h5db3mog",1,"80%","50%","10%","50%","job",1,1,0,1,"The candidate did not demonstrate skill A","d6","disjunctive",4,"Au","Au=0","Au=0"
"425","91h5db3mog",1,"80%","50%","10%","70%","group",1,0,1,1,"The lecturer talked about the paper","d5","disjunctive",3,"Au","Au=1","Au=1"
"426","91h5db3mog",1,"80%","50%","10%","70%","cook",1,0,0,0,"The main dish did not impress the panel","c3","conjunctive",4,"Au","Au=0","Au=0"
"427","91h5db3mog",1,"80%","50%","10%","70%","job",1,1,0,0,"The candidate did not demonstrate skill B","c4","conjunctive",8,"Bu","Bu=0","Bu=0"
"428","91h5db3mog",1,"80%","50%","10%","50%","cook",0,0,0,0,"The dessert did not impress the panel","c1","conjunctive",8,"Bu","Bu=0","Bu=0"
"429","91h5db3mog",1,"80%","50%","10%","70%","group",1,0,0,1,"The lecturer did not talk about the paper","d4","disjunctive",4,"Au","Au=0","Au=0"
"430","97brc782fb",1,"50%","80%","50%","10%","job",1,0,0,0,"The candidate did not demonstrate skill A","c3","conjunctive",4,"Au","Au=0","Au=0"
"431","97brc782fb",1,"50%","80%","50%","10%","job",0,1,0,1,"The candidate did not demonstrate skill B","d2","disjunctive",8,"Bu","Bu=0","Bu=0"
"432","97brc782fb",1,"80%","50%","10%","70%","group",1,1,1,0,"The postdoc talked about the paper","c5","conjunctive",7,"Bu","Bu=1","Bu=1"
"433","97brc782fb",1,"50%","80%","50%","10%","job",0,1,1,1,"The candidate demonstrated skill B","d3","disjunctive",7,"Bu","Bu=1","Bu=1"
"434","9cofgkqeh9",1,"80%","50%","10%","50%","cook",1,1,0,1,"The main dish did not impress the panel","d6","disjunctive",4,"Au","Au=0","Au=0"
"435","9cofgkqeh9",1,"50%","80%","50%","10%","cook",0,1,0,1,"The chef did not complete the main dish","d2","disjunctive",2,"A","A","A=0"
"436","9cofgkqeh9",1,"80%","50%","10%","50%","group",0,1,0,0,"The lecturer did not attend","c2","conjunctive",2,"A","A","A=0"
"437","9cofgkqeh9",1,"80%","50%","10%","70%","job",0,0,0,1,"The candidate did not demonstrate skill A","d1","disjunctive",4,"Au","Au=0","Au=0"
"438","9cofgkqeh9",1,"80%","50%","10%","50%","job",1,0,0,0,"The candidate did not have skill B","c3","conjunctive",6,"B","B","B=0"
"439","9cofgkqeh9",1,"80%","50%","10%","50%","cook",0,1,1,1,"The dessert impressed the panel","d3","disjunctive",7,"Bu","Bu=1","Bu=1"
"440","9cofgkqeh9",1,"80%","50%","10%","70%","cook",1,0,0,1,"The chef did not complete the dessert","d4","disjunctive",6,"B","B","B=0"
"441","9gs9y8xgly",1,"80%","50%","10%","70%","group",0,1,1,1,"The postdoc talked about the paper","d3","disjunctive",7,"Bu","Bu=1","Bu=1"
"442","9gs9y8xgly",1,"80%","50%","10%","50%","cook",1,1,1,0,"The main dish impressed the panel","c5","conjunctive",3,"Au","Au=1","Au=1"
"443","9gs9y8xgly",1,"50%","80%","50%","10%","job",1,1,0,0,"The candidate did not demonstrate skill B","c4","conjunctive",8,"Bu","Bu=0","Bu=0"
"444","9gs9y8xgly",1,"80%","50%","10%","50%","job",1,1,0,1,"The candidate did not demonstrate skill A","d6","disjunctive",4,"Au","Au=0","Au=0"
"445","9gs9y8xgly",1,"80%","50%","10%","50%","job",0,1,0,1,"The candidate did not demonstrate skill B","d2","disjunctive",8,"Bu","Bu=0","Bu=0"
"446","9gs9y8xgly",1,"80%","50%","10%","70%","cook",0,1,0,0,"The chef did not complete the main dish","c2","conjunctive",2,"A","A","A=0"
"447","9gs9y8xgly",1,"80%","50%","10%","70%","job",0,0,0,0,"The candidate did not have skill B","c1","conjunctive",6,"B","B","B=0"
"448","9h6lqmnnke",1,"50%","80%","50%","10%","group",0,1,1,1,"The postdoc attended","d3","disjunctive",5,"B","B","B=1"
"449","9h6lqmnnke",1,"50%","80%","50%","10%","job",0,0,0,1,"The candidate did not have skill A","d1","disjunctive",2,"A","A","A=0"
"450","9h6lqmnnke",1,"80%","50%","10%","50%","job",1,0,1,1,"The candidate demonstrated skill A","d5","disjunctive",3,"Au","Au=1","Au=1"
"451","9h6lqmnnke",1,"80%","50%","10%","70%","group",1,1,0,0,"The lecturer did not talk about the paper","c4","conjunctive",4,"Au","Au=0","Au=0"
"452","9h6lqmnnke",1,"80%","50%","10%","50%","job",0,1,0,1,"The candidate did not demonstrate skill B","d2","disjunctive",8,"Bu","Bu=0","Bu=0"
"453","9huxpfs26l",1,"80%","50%","10%","70%","cook",1,1,0,1,"The dessert did not impress the panel","d6","disjunctive",8,"Bu","Bu=0","Bu=0"
"454","9huxpfs26l",1,"80%","50%","10%","50%","group",1,0,1,1,"The lecturer talked about the paper","d5","disjunctive",3,"Au","Au=1","Au=1"
"455","9huxpfs26l",1,"80%","50%","10%","50%","cook",1,0,0,0,"The main dish did not impress the panel","c3","conjunctive",4,"Au","Au=0","Au=0"
"456","9huxpfs26l",1,"80%","50%","10%","50%","group",0,1,1,1,"The postdoc talked about the paper","d3","disjunctive",7,"Bu","Bu=1","Bu=1"
"457","9huxpfs26l",1,"50%","80%","50%","10%","job",1,1,1,0,"The candidate demonstrated skill B","c5","conjunctive",7,"Bu","Bu=1","Bu=1"
"458","9huxpfs26l",1,"80%","50%","10%","50%","job",1,1,1,1,"The candidate had skill B","d7","disjunctive",5,"B","B","B=1"
"459","9q547hl0qz",1,"80%","50%","10%","50%","group",1,1,0,0,"The postdoc did not talk about the paper","c4","conjunctive",8,"Bu","Bu=0","Bu=0"
"460","9q547hl0qz",1,"80%","50%","10%","50%","cook",0,1,0,0,"The dessert did not impress the panel","c2","conjunctive",8,"Bu","Bu=0","Bu=0"
"461","9q547hl0qz",1,"50%","80%","50%","10%","group",1,0,0,1,"The postdoc did not attend","d4","disjunctive",6,"B","B","B=0"
"462","9q547hl0qz",1,"50%","80%","50%","10%","job",0,0,0,0,"The candidate did not demonstrate skill B","c1","conjunctive",8,"Bu","Bu=0","Bu=0"
"463","9q547hl0qz",1,"80%","50%","10%","70%","job",1,1,0,1,"The candidate had skill B","d6","disjunctive",5,"B","B","B=1"
"464","9q547hl0qz",1,"50%","80%","50%","10%","job",1,0,0,0,"The candidate did not demonstrate skill A","c3","conjunctive",4,"Au","Au=0","Au=0"
"465","9q547hl0qz",1,"50%","80%","50%","10%","job",1,1,1,1,"The candidate had skill B","d7","disjunctive",5,"B","B","B=1"
"466","9q547hl0qz",1,"80%","50%","10%","70%","job",0,0,0,1,"The candidate did not have skill B","d1","disjunctive",6,"B","B","B=0"
"467","9ux2a8k97k",1,"80%","50%","10%","70%","cook",0,0,0,1,"The chef did not complete the main dish","d1","disjunctive",2,"A","A","A=0"
"468","9ux2a8k97k",1,"80%","50%","10%","50%","group",1,1,1,1,"The lecturer talked about the paper","d7","disjunctive",3,"Au","Au=1","Au=1"
"469","9ux2a8k97k",1,"50%","80%","50%","10%","cook",1,0,0,1,"The chef did not complete the dessert","d4","disjunctive",6,"B","B","B=0"
"470","9ux2a8k97k",1,"80%","50%","10%","50%","group",1,0,1,1,"The lecturer talked about the paper","d5","disjunctive",3,"Au","Au=1","Au=1"
"471","9ux2a8k97k",1,"80%","50%","10%","70%","cook",1,1,0,1,"The dessert did not impress the panel","d6","disjunctive",8,"Bu","Bu=0","Bu=0"
"472","9ux2a8k97k",1,"80%","50%","10%","50%","cook",0,1,0,1,"The main dish did not impress the panel","d2","disjunctive",4,"Au","Au=0","Au=0"
"473","a3skx5x31r",1,"50%","80%","50%","10%","cook",0,1,0,0,"The main dish did not impress the panel","c2","conjunctive",4,"Au","Au=0","Au=0"
"474","a3skx5x31r",1,"50%","80%","50%","10%","group",1,1,1,0,"The lecturer attended","c5","conjunctive",1,"A","A","A=1"
"475","a3skx5x31r",1,"80%","50%","10%","50%","cook",1,1,0,1,"The dessert did not impress the panel","d6","disjunctive",8,"Bu","Bu=0","Bu=0"
"476","a3skx5x31r",1,"80%","50%","10%","70%","group",0,0,0,0,"The lecturer did not attend","c1","conjunctive",2,"A","A","A=0"
"477","a6sp7569du",1,"50%","80%","50%","10%","group",0,1,1,1,"The postdoc talked about the paper","d3","disjunctive",7,"Bu","Bu=1","Bu=1"
"478","a6sp7569du",1,"80%","50%","10%","50%","cook",0,1,0,0,"The chef did not complete the main dish","c2","conjunctive",2,"A","A","A=0"
"479","a6sp7569du",1,"80%","50%","10%","50%","cook",1,1,1,1,"The main dish impressed the panel","d7","disjunctive",3,"Au","Au=1","Au=1"
"480","a6sp7569du",1,"50%","80%","50%","10%","group",1,1,0,0,"The postdoc did not talk about the paper","c4","conjunctive",8,"Bu","Bu=0","Bu=0"
"481","a6sp7569du",1,"50%","80%","50%","10%","job",1,0,1,1,"The candidate demonstrated skill A","d5","disjunctive",3,"Au","Au=1","Au=1"
"482","a6sp7569du",1,"80%","50%","10%","50%","job",1,1,1,0,"The candidate had skill A","c5","conjunctive",1,"A","A","A=1"
"483","a6sp7569du",1,"50%","80%","50%","10%","group",0,1,0,1,"The postdoc attended","d2","disjunctive",5,"B","B","B=1"
"484","ad8kxza4v4",1,"80%","50%","10%","70%","cook",1,0,0,0,"The chef did not complete the dessert","c3","conjunctive",6,"B","B","B=0"
"485","ad8kxza4v4",1,"50%","80%","50%","10%","group",0,1,1,1,"The postdoc talked about the paper","d3","disjunctive",7,"Bu","Bu=1","Bu=1"
"486","ad8kxza4v4",1,"80%","50%","10%","70%","cook",0,1,0,1,"The chef did not complete the main dish","d2","disjunctive",2,"A","A","A=0"
"487","ad8kxza4v4",1,"50%","80%","50%","10%","job",1,1,0,0,"The candidate did not demonstrate skill B","c4","conjunctive",8,"Bu","Bu=0","Bu=0"
"488","ad8kxza4v4",1,"80%","50%","10%","50%","group",1,0,0,1,"The lecturer did not talk about the paper","d4","disjunctive",4,"Au","Au=0","Au=0"
"489","ad8kxza4v4",1,"80%","50%","10%","50%","cook",1,0,1,1,"The main dish impressed the panel","d5","disjunctive",3,"Au","Au=1","Au=1"
"490","ad8kxza4v4",1,"80%","50%","10%","70%","group",0,0,0,0,"The lecturer did not attend","c1","conjunctive",2,"A","A","A=0"
"491","ancfoxp3eg",1,"50%","80%","50%","10%","group",0,1,1,1,"The postdoc talked about the paper","d3","disjunctive",7,"Bu","Bu=1","Bu=1"
"492","ancfoxp3eg",1,"50%","80%","50%","10%","cook",0,1,0,0,"The chef did not complete the main dish","c2","conjunctive",2,"A","A","A=0"
"493","ancfoxp3eg",1,"80%","50%","10%","70%","group",1,0,0,1,"The lecturer did not talk about the paper","d4","disjunctive",4,"Au","Au=0","Au=0"
"494","ancfoxp3eg",1,"80%","50%","10%","70%","cook",1,1,0,0,"The main dish did not impress the panel","c4","conjunctive",4,"Au","Au=0","Au=0"
"495","ancfoxp3eg",1,"50%","80%","50%","10%","job",1,0,0,0,"The candidate did not demonstrate skill B","c3","conjunctive",8,"Bu","Bu=0","Bu=0"
"496","ancfoxp3eg",1,"50%","80%","50%","10%","job",1,1,1,0,"The candidate demonstrated skill B","c5","conjunctive",7,"Bu","Bu=1","Bu=1"
"497","anwfnwgazr",1,"80%","50%","10%","50%","group",1,1,1,0,"The postdoc talked about the paper","c5","conjunctive",7,"Bu","Bu=1","Bu=1"
"498","anwfnwgazr",1,"50%","80%","50%","10%","cook",1,0,1,1,"The main dish impressed the panel","d5","disjunctive",3,"Au","Au=1","Au=1"
"499","anwfnwgazr",1,"80%","50%","10%","50%","job",1,0,0,1,"The candidate did not demonstrate skill A","d4","disjunctive",4,"Au","Au=0","Au=0"
"500","anwfnwgazr",1,"50%","80%","50%","10%","group",1,1,0,0,"The postdoc did not talk about the paper","c4","conjunctive",8,"Bu","Bu=0","Bu=0"
"501","anwfnwgazr",1,"80%","50%","10%","50%","cook",0,1,0,0,"The chef did not complete the main dish","c2","conjunctive",2,"A","A","A=0"
"502","anwfnwgazr",1,"80%","50%","10%","50%","job",0,1,1,1,"The candidate demonstrated skill B","d3","disjunctive",7,"Bu","Bu=1","Bu=1"
"503","anwfnwgazr",1,"80%","50%","10%","70%","cook",0,1,0,1,"The dessert did not impress the panel","d2","disjunctive",8,"Bu","Bu=0","Bu=0"
"504","anwfnwgazr",1,"80%","50%","10%","50%","group",0,0,0,0,"The lecturer did not attend","c1","conjunctive",2,"A","A","A=0"
"505","ao465efu0o",1,"80%","50%","10%","70%","group",1,0,0,0,"The postdoc did not attend","c3","conjunctive",6,"B","B","B=0"
"506","ao465efu0o",1,"80%","50%","10%","50%","job",1,1,1,1,"The candidate demonstrated skill A","d7","disjunctive",3,"Au","Au=1","Au=1"
"507","ao465efu0o",1,"50%","80%","50%","10%","group",1,0,1,1,"The lecturer talked about the paper","d5","disjunctive",3,"Au","Au=1","Au=1"
"508","ao465efu0o",1,"50%","80%","50%","10%","group",1,0,0,1,"The lecturer did not talk about the paper","d4","disjunctive",4,"Au","Au=0","Au=0"
"509","ao465efu0o",1,"80%","50%","10%","50%","group",0,1,1,1,"The postdoc talked about the paper","d3","disjunctive",7,"Bu","Bu=1","Bu=1"
"510","auur0vu0hb",1,"80%","50%","10%","50%","group",1,1,0,1,"The lecturer did not talk about the paper","d6","disjunctive",4,"Au","Au=0","Au=0"
"511","auur0vu0hb",1,"80%","50%","10%","70%","cook",1,0,0,0,"The main dish did not impress the panel","c3","conjunctive",4,"Au","Au=0","Au=0"
"512","auur0vu0hb",1,"80%","50%","10%","50%","job",1,1,0,0,"The candidate did not demonstrate skill A","c4","conjunctive",4,"Au","Au=0","Au=0"
"513","auur0vu0hb",1,"80%","50%","10%","50%","job",0,0,0,1,"The candidate did not have skill A","d1","disjunctive",2,"A","A","A=0"
"514","auur0vu0hb",1,"80%","50%","10%","50%","job",1,0,1,1,"The candidate had skill A","d5","disjunctive",1,"A","A","A=1"
"515","auur0vu0hb",1,"50%","80%","50%","10%","job",0,1,1,1,"The candidate demonstrated skill B","d3","disjunctive",7,"Bu","Bu=1","Bu=1"
"516","axbe67sosu",1,"80%","50%","10%","50%","group",0,0,0,1,"The lecturer did not attend","d1","disjunctive",2,"A","A","A=0"
"517","axbe67sosu",1,"50%","80%","50%","10%","cook",1,1,1,0,"The dessert impressed the panel","c5","conjunctive",7,"Bu","Bu=1","Bu=1"
"518","axbe67sosu",1,"80%","50%","10%","70%","group",0,1,0,0,"The postdoc did not talk about the paper","c2","conjunctive",8,"Bu","Bu=0","Bu=0"
"519","axbe67sosu",1,"80%","50%","10%","70%","job",1,1,0,1,"The candidate demonstrated skill A","d6","disjunctive",3,"Au","Au=1","Au=1"
"520","axbe67sosu",1,"80%","50%","10%","50%","group",0,1,1,1,"The postdoc talked about the paper","d3","disjunctive",7,"Bu","Bu=1","Bu=1"
"521","axbe67sosu",1,"50%","80%","50%","10%","group",1,0,0,0,"The lecturer did not talk about the paper","c3","conjunctive",4,"Au","Au=0","Au=0"
"522","axxhuzmwon",1,"80%","50%","10%","50%","cook",0,0,0,0,"The chef did not complete the main dish","c1","conjunctive",2,"A","A","A=0"
"523","axxhuzmwon",1,"80%","50%","10%","50%","job",1,0,1,1,"The candidate demonstrated skill A","d5","disjunctive",3,"Au","Au=1","Au=1"
"524","axxhuzmwon",1,"50%","80%","50%","10%","cook",1,0,0,1,"The chef did not complete the dessert","d4","disjunctive",6,"B","B","B=0"
"525","axxhuzmwon",1,"50%","80%","50%","10%","cook",0,1,0,1,"The chef did not complete the main dish","d2","disjunctive",2,"A","A","A=0"
"526","axxhuzmwon",1,"50%","80%","50%","10%","group",1,1,1,0,"The lecturer talked about the paper","c5","conjunctive",3,"Au","Au=1","Au=1"
"527","axxhuzmwon",1,"50%","80%","50%","10%","job",1,1,0,0,"The candidate did not demonstrate skill A","c4","conjunctive",4,"Au","Au=0","Au=0"
"528","ay09r9muqw",1,"80%","50%","10%","50%","group",1,1,1,1,"The lecturer talked about the paper","d7","disjunctive",3,"Au","Au=1","Au=1"
"529","ay09r9muqw",1,"80%","50%","10%","50%","group",1,1,0,0,"The lecturer did not talk about the paper","c4","conjunctive",4,"Au","Au=0","Au=0"
"530","ay09r9muqw",1,"80%","50%","10%","50%","group",0,0,0,1,"The lecturer did not attend","d1","disjunctive",2,"A","A","A=0"
"531","ay09r9muqw",1,"80%","50%","10%","50%","job",0,1,0,1,"The candidate did not demonstrate skill B","d2","disjunctive",8,"Bu","Bu=0","Bu=0"
"532","ay09r9muqw",1,"50%","80%","50%","10%","job",1,0,1,1,"The candidate demonstrated skill A","d5","disjunctive",3,"Au","Au=1","Au=1"
"533","ay09r9muqw",1,"80%","50%","10%","50%","job",1,0,0,0,"The candidate did not demonstrate skill A","c3","conjunctive",4,"Au","Au=0","Au=0"
"534","ay09r9muqw",1,"80%","50%","10%","70%","group",1,1,1,0,"The lecturer talked about the paper","c5","conjunctive",3,"Au","Au=1","Au=1"
"535","b18x5yfu4g",1,"50%","80%","50%","10%","cook",1,1,1,0,"The dessert impressed the panel","c5","conjunctive",7,"Bu","Bu=1","Bu=1"
"536","b18x5yfu4g",1,"50%","80%","50%","10%","group",1,1,1,1,"The lecturer attended","d7","disjunctive",1,"A","A","A=1"
"537","b18x5yfu4g",1,"80%","50%","10%","50%","cook",1,0,0,0,"The chef did not complete the dessert","c3","conjunctive",6,"B","B","B=0"
"538","b18x5yfu4g",1,"50%","80%","50%","10%","cook",0,1,0,1,"The dessert did not impress the panel","d2","disjunctive",8,"Bu","Bu=0","Bu=0"
"539","b18x5yfu4g",1,"80%","50%","10%","50%","job",1,1,0,1,"The candidate did not demonstrate skill A","d6","disjunctive",4,"Au","Au=0","Au=0"
"540","b18x5yfu4g",1,"50%","80%","50%","10%","cook",1,1,0,0,"The main dish did not impress the panel","c4","conjunctive",4,"Au","Au=0","Au=0"
"541","b18x5yfu4g",1,"80%","50%","10%","70%","cook",0,1,1,1,"The chef completed the dessert","d3","disjunctive",5,"B","B","B=1"
"542","b18x5yfu4g",1,"50%","80%","50%","10%","cook",1,0,1,1,"The chef completed the main dish","d5","disjunctive",1,"A","A","A=1"
"543","b18x5yfu4g",1,"50%","80%","50%","10%","cook",0,1,0,0,"The chef did not complete the main dish","c2","conjunctive",2,"A","A","A=0"
"544","b87469p6cc",1,"80%","50%","10%","50%","group",0,0,0,0,"The lecturer did not attend","c1","conjunctive",2,"A","A","A=0"
"545","b87469p6cc",1,"80%","50%","10%","70%","job",1,1,0,0,"The candidate demonstrated skill A","c4","conjunctive",3,"Au","Au=1","Au=1"
"546","b87469p6cc",1,"80%","50%","10%","70%","cook",0,1,0,0,"The chef did not complete the main dish","c2","conjunctive",2,"A","A","A=0"
"547","b87469p6cc",1,"50%","80%","50%","10%","cook",1,0,1,1,"The dessert did not impress the panel","d5","disjunctive",8,"Bu","Bu=0","Bu=0"
"548","b87469p6cc",1,"80%","50%","10%","70%","cook",0,1,0,1,"The chef did not complete the main dish","d2","disjunctive",2,"A","A","A=0"
"549","b87469p6cc",1,"80%","50%","10%","50%","group",1,1,1,0,"The lecturer attended","c5","conjunctive",1,"A","A","A=1"
"550","b87469p6cc",1,"80%","50%","10%","70%","cook",1,1,1,1,"The dessert impressed the panel","d7","disjunctive",7,"Bu","Bu=1","Bu=1"
"551","bd3x6cg4tf",1,"50%","80%","50%","10%","job",1,0,0,1,"The candidate did not demonstrate skill A","d4","disjunctive",4,"Au","Au=0","Au=0"
"552","bd3x6cg4tf",1,"80%","50%","10%","70%","group",0,0,0,1,"The lecturer did not attend","d1","disjunctive",2,"A","A","A=0"
"553","bd3x6cg4tf",1,"50%","80%","50%","10%","cook",1,1,1,0,"The dessert impressed the panel","c5","conjunctive",7,"Bu","Bu=1","Bu=1"
"554","bd3x6cg4tf",1,"80%","50%","10%","70%","job",1,1,0,0,"The candidate did not demonstrate skill B","c4","conjunctive",8,"Bu","Bu=0","Bu=0"
"555","bd3x6cg4tf",1,"80%","50%","10%","50%","group",0,1,0,0,"The postdoc did not talk about the paper","c2","conjunctive",8,"Bu","Bu=0","Bu=0"
"556","bd3x6cg4tf",1,"80%","50%","10%","70%","cook",0,1,1,1,"The dessert impressed the panel","d3","disjunctive",7,"Bu","Bu=1","Bu=1"
"557","bd3x6cg4tf",1,"80%","50%","10%","70%","group",1,0,1,1,"The lecturer talked about the paper","d5","disjunctive",3,"Au","Au=1","Au=1"
"558","bfdwqp3aa4",1,"80%","50%","10%","50%","job",1,0,0,0,"The candidate had skill A","c3","conjunctive",1,"A","A","A=1"
"559","bfdwqp3aa4",1,"80%","50%","10%","50%","cook",1,1,0,0,"The main dish did not impress the panel","c4","conjunctive",4,"Au","Au=0","Au=0"
"560","bfdwqp3aa4",1,"80%","50%","10%","50%","group",0,0,0,1,"The lecturer did not attend","d1","disjunctive",2,"A","A","A=0"
"561","bfdwqp3aa4",1,"80%","50%","10%","70%","job",0,1,1,1,"The candidate demonstrated skill B","d3","disjunctive",7,"Bu","Bu=1","Bu=1"
"562","bfdwqp3aa4",1,"80%","50%","10%","70%","job",0,0,0,0,"The candidate did not have skill A","c1","conjunctive",2,"A","A","A=0"
"563","bfdwqp3aa4",1,"80%","50%","10%","70%","job",0,1,0,0,"The candidate did not have skill A","c2","conjunctive",2,"A","A","A=0"
"564","bfdwqp3aa4",1,"50%","80%","50%","10%","cook",1,1,1,1,"The dessert impressed the panel","d7","disjunctive",7,"Bu","Bu=1","Bu=1"
"565","bfdwqp3aa4",1,"50%","80%","50%","10%","group",1,0,1,1,"The lecturer attended","d5","disjunctive",1,"A","A","A=1"
"566","bqeng8n1rm",1,"80%","50%","10%","70%","job",0,1,1,1,"The candidate demonstrated skill B","d3","disjunctive",7,"Bu","Bu=1","Bu=1"
