"","subject_id","cb","prob0","prob1","prob2","prob3","structure","trialtype","ans","ansVar","ansVar2","node3","isPerm","isCoh","pgroup","pgorig","isLat","realLat","connectedWith"
"766","h76x48pb2b",0,"10%","70%","80%","50%","disjunctive","d6",8,"Bu","Bu=0","Bu=0",TRUE,TRUE,"3","3",TRUE,FALSE,"B"
"767","h76x48pb2b",0,"10%","70%","80%","50%","conjunctive","c4",6,"B","B","B=0",FALSE,FALSE,"3","3",FALSE,FALSE,"B"
"768","h76x48pb2b",0,"50%","10%","50%","80%","conjunctive","c1",6,"B","B","B=0",TRUE,TRUE,"2","2",FALSE,FALSE,"B"
"769","h76x48pb2b",0,"50%","10%","50%","80%","disjunctive","d4",6,"B","B","B=0",TRUE,TRUE,"2","2",FALSE,FALSE,"B"
"770","h76x48pb2b",0,"50%","10%","50%","80%","conjunctive","c2",1,"A","A","A=1",FALSE,FALSE,"2","2",FALSE,FALSE,"A"
"771","hlybnopz9m",0,"10%","70%","80%","50%","conjunctive","c2",2,"A","A","A=0",TRUE,TRUE,"3","3",FALSE,FALSE,"A"
"772","hlybnopz9m",0,"10%","70%","80%","50%","conjunctive","c3",6,"B","B","B=0",TRUE,TRUE,"3","3",FALSE,FALSE,"B"
"773","hlybnopz9m",0,"10%","70%","80%","50%","conjunctive","c4",8,"Bu","Bu=0","Bu=0",TRUE,TRUE,"3","3",TRUE,TRUE,"B"
"774","hq0w3rwfl4",0,"50%","10%","50%","80%","conjunctive","c4",8,"Bu","Bu=0","Bu=0",TRUE,TRUE,"2","2",TRUE,TRUE,"B"
"775","hq0w3rwfl4",0,"10%","70%","80%","50%","disjunctive","d1",1,"A","A","A=1",FALSE,FALSE,"3","3",FALSE,FALSE,"A"
"776","hq0w3rwfl4",0,"10%","70%","80%","50%","disjunctive","d6",6,"B","B","B=0",FALSE,FALSE,"3","3",FALSE,FALSE,"B"
"777","hq0w3rwfl4",0,"10%","50%","80%","50%","conjunctive","c1",5,"B","B","B=1",FALSE,FALSE,"1","1",FALSE,FALSE,"B"
"778","hq0w3rwfl4",0,"10%","70%","80%","50%","disjunctive","d2",3,"Au","Au=1","Au=1",FALSE,TRUE,"3","3",TRUE,TRUE,"A"
"779","hqnzxajcqo",0,"10%","50%","80%","50%","disjunctive","d7",3,"Au","Au=1","Au=1",TRUE,TRUE,"1","1",TRUE,TRUE,"A"
"780","hqnzxajcqo",0,"10%","70%","80%","50%","conjunctive","c5",7,"Bu","Bu=1","Bu=1",TRUE,TRUE,"3","3",TRUE,FALSE,"B"
"781","hqnzxajcqo",0,"10%","50%","80%","50%","disjunctive","d5",3,"Au","Au=1","Au=1",TRUE,TRUE,"1","1",TRUE,FALSE,"A"
"782","hqnzxajcqo",0,"10%","70%","80%","50%","conjunctive","c2",2,"A","A","A=0",TRUE,TRUE,"3","3",FALSE,FALSE,"A"
"783","htwgg3husn",0,"10%","50%","80%","50%","disjunctive","d6",8,"Bu","Bu=0","Bu=0",TRUE,TRUE,"1","1",TRUE,FALSE,"B"
"784","htwgg3husn",0,"10%","50%","80%","50%","disjunctive","d4",6,"B","B","B=0",TRUE,TRUE,"1","1",FALSE,FALSE,"B"
"785","htwgg3husn",0,"50%","10%","50%","80%","conjunctive","c3",4,"Au","Au=0","Au=0",TRUE,TRUE,"2","2",TRUE,TRUE,"A"
"786","htwgg3husn",0,"50%","10%","50%","80%","conjunctive","c5",5,"B","B","B=1",TRUE,TRUE,"2","2",FALSE,FALSE,"B"
"787","htwgg3husn",0,"50%","10%","50%","80%","disjunctive","d3",7,"Bu","Bu=1","Bu=1",TRUE,TRUE,"2","2",TRUE,FALSE,"B"
"788","hw7x0umwqc",0,"10%","70%","80%","50%","conjunctive","c4",8,"Bu","Bu=0","Bu=0",TRUE,TRUE,"3","3",TRUE,TRUE,"B"
"789","hw7x0umwqc",0,"10%","70%","80%","50%","disjunctive","d3",7,"Bu","Bu=1","Bu=1",TRUE,TRUE,"3","3",TRUE,FALSE,"B"
"790","hw7x0umwqc",0,"50%","10%","50%","80%","disjunctive","d2",2,"A","A","A=0",TRUE,TRUE,"2","2",FALSE,FALSE,"A"
"791","hw7x0umwqc",0,"50%","10%","50%","80%","conjunctive","c3",4,"Au","Au=0","Au=0",TRUE,TRUE,"2","2",TRUE,TRUE,"A"
"792","hxzx57dzgt",0,"10%","70%","80%","50%","disjunctive","d3",7,"Bu","Bu=1","Bu=1",TRUE,TRUE,"3","3",TRUE,FALSE,"B"
"793","hxzx57dzgt",0,"10%","70%","80%","50%","disjunctive","d7",7,"Bu","Bu=1","Bu=1",TRUE,TRUE,"3","3",TRUE,TRUE,"B"
"794","hxzx57dzgt",0,"10%","50%","80%","50%","disjunctive","d6",8,"Bu","Bu=0","Bu=0",TRUE,TRUE,"1","1",TRUE,FALSE,"B"
"795","j08le7mv2j",0,"10%","70%","80%","50%","disjunctive","d7",3,"Au","Au=1","Au=1",TRUE,TRUE,"3","3",TRUE,TRUE,"A"
"796","j0q1uxpg7r",0,"10%","70%","80%","50%","conjunctive","c1",6,"B","B","B=0",TRUE,TRUE,"3","3",FALSE,FALSE,"B"
"797","j0q1uxpg7r",0,"10%","70%","80%","50%","disjunctive","d5",3,"Au","Au=1","Au=1",TRUE,TRUE,"3","3",TRUE,FALSE,"A"
"798","j0q1uxpg7r",0,"50%","10%","50%","80%","disjunctive","d1",6,"B","B","B=0",TRUE,TRUE,"2","2",FALSE,FALSE,"B"
"799","j0q1uxpg7r",0,"10%","70%","80%","50%","disjunctive","d4",4,"Au","Au=0","Au=0",TRUE,TRUE,"3","3",TRUE,FALSE,"A"
"800","j0q1uxpg7r",0,"10%","70%","80%","50%","disjunctive","d3",7,"Bu","Bu=1","Bu=1",TRUE,TRUE,"3","3",TRUE,FALSE,"B"
"801","j0q1uxpg7r",0,"10%","70%","80%","50%","conjunctive","c5",3,"Au","Au=1","Au=1",TRUE,TRUE,"3","3",TRUE,FALSE,"A"
"802","j0q1uxpg7r",0,"10%","50%","80%","50%","conjunctive","c2",2,"A","A","A=0",TRUE,TRUE,"1","1",FALSE,FALSE,"A"
"803","j9e90807km",0,"10%","70%","80%","50%","disjunctive","d5",3,"Au","Au=1","Au=1",TRUE,TRUE,"3","3",TRUE,FALSE,"A"
"804","j9e90807km",0,"10%","50%","80%","50%","disjunctive","d7",7,"Bu","Bu=1","Bu=1",TRUE,TRUE,"1","1",TRUE,TRUE,"B"
"805","j9e90807km",0,"50%","10%","50%","80%","conjunctive","c5",3,"Au","Au=1","Au=1",TRUE,TRUE,"2","2",TRUE,FALSE,"A"
"806","j9e90807km",0,"10%","70%","80%","50%","disjunctive","d4",4,"Au","Au=0","Au=0",TRUE,TRUE,"3","3",TRUE,FALSE,"A"
"807","j9e90807km",0,"10%","70%","80%","50%","disjunctive","d3",7,"Bu","Bu=1","Bu=1",TRUE,TRUE,"3","3",TRUE,FALSE,"B"
"808","j9e90807km",0,"10%","50%","80%","50%","disjunctive","d2",8,"Bu","Bu=0","Bu=0",TRUE,TRUE,"1","1",TRUE,FALSE,"B"
"809","j9e90807km",0,"50%","10%","50%","80%","conjunctive","c1",2,"A","A","A=0",TRUE,TRUE,"2","2",FALSE,FALSE,"A"
"810","jkej8zebrz",0,"50%","10%","50%","80%","disjunctive","d4",4,"Au","Au=0","Au=0",TRUE,TRUE,"2","2",TRUE,FALSE,"A"
"811","jkej8zebrz",0,"50%","10%","50%","80%","disjunctive","d5",3,"Au","Au=1","Au=1",TRUE,TRUE,"2","2",TRUE,FALSE,"A"
"812","jkej8zebrz",0,"50%","10%","50%","80%","disjunctive","d7",7,"Bu","Bu=1","Bu=1",TRUE,TRUE,"2","2",TRUE,TRUE,"B"
"813","jkej8zebrz",0,"50%","10%","50%","80%","disjunctive","d3",7,"Bu","Bu=1","Bu=1",TRUE,TRUE,"2","2",TRUE,FALSE,"B"
"814","jkej8zebrz",0,"50%","10%","50%","80%","conjunctive","c4",4,"Au","Au=0","Au=0",TRUE,TRUE,"2","2",TRUE,TRUE,"A"
"815","jkej8zebrz",0,"10%","70%","80%","50%","disjunctive","d1",6,"B","B","B=0",TRUE,TRUE,"3","3",FALSE,FALSE,"B"
"816","jkej8zebrz",0,"10%","50%","80%","50%","disjunctive","d6",8,"Bu","Bu=0","Bu=0",TRUE,TRUE,"1","1",TRUE,FALSE,"B"
"817","jkej8zebrz",0,"50%","10%","50%","80%","conjunctive","c3",6,"B","B","B=0",TRUE,TRUE,"2","2",FALSE,FALSE,"B"
"818","jkej8zebrz",0,"10%","50%","80%","50%","conjunctive","c1",6,"B","B","B=0",TRUE,TRUE,"1","1",FALSE,FALSE,"B"
"819","jkej8zebrz",0,"50%","10%","50%","80%","conjunctive","c5",3,"Au","Au=1","Au=1",TRUE,TRUE,"2","2",TRUE,FALSE,"A"
"820","jp751z6vgq",0,"50%","10%","50%","80%","disjunctive","d3",7,"Bu","Bu=1","Bu=1",TRUE,TRUE,"2","2",TRUE,FALSE,"B"
"821","jp751z6vgq",0,"10%","50%","80%","50%","conjunctive","c3",8,"Bu","Bu=0","Bu=0",FALSE,TRUE,"1","1",TRUE,TRUE,"B"
"822","jp751z6vgq",0,"10%","70%","80%","50%","conjunctive","c5",3,"Au","Au=1","Au=1",TRUE,TRUE,"3","3",TRUE,FALSE,"A"
"823","jp751z6vgq",0,"50%","10%","50%","80%","disjunctive","d6",8,"Bu","Bu=0","Bu=0",TRUE,TRUE,"2","2",TRUE,FALSE,"B"
"824","jp751z6vgq",0,"10%","70%","80%","50%","disjunctive","d4",4,"Au","Au=0","Au=0",TRUE,TRUE,"3","3",TRUE,FALSE,"A"
"825","jp751z6vgq",0,"10%","70%","80%","50%","disjunctive","d7",3,"Au","Au=1","Au=1",TRUE,TRUE,"3","3",TRUE,TRUE,"A"
"826","jqja0r8ssw",0,"10%","70%","80%","50%","disjunctive","d6",4,"Au","Au=0","Au=0",TRUE,TRUE,"3","3",TRUE,FALSE,"A"
"827","jqja0r8ssw",0,"10%","50%","80%","50%","conjunctive","c5",3,"Au","Au=1","Au=1",TRUE,TRUE,"1","1",TRUE,FALSE,"A"
"828","jqja0r8ssw",0,"50%","10%","50%","80%","disjunctive","d4",4,"Au","Au=0","Au=0",TRUE,TRUE,"2","2",TRUE,FALSE,"A"
"829","jqja0r8ssw",0,"50%","10%","50%","80%","disjunctive","d2",8,"Bu","Bu=0","Bu=0",TRUE,TRUE,"2","2",TRUE,FALSE,"B"
"830","jqja0r8ssw",0,"10%","50%","80%","50%","conjunctive","c2",2,"A","A","A=0",TRUE,TRUE,"1","1",FALSE,FALSE,"A"
"831","jqja0r8ssw",0,"10%","50%","80%","50%","conjunctive","c3",6,"B","B","B=0",TRUE,TRUE,"1","1",FALSE,FALSE,"B"
"832","jqja0r8ssw",0,"50%","10%","50%","80%","disjunctive","d7",3,"Au","Au=1","Au=1",TRUE,TRUE,"2","2",TRUE,TRUE,"A"
"833","jrnzo9m8c2",0,"50%","10%","50%","80%","disjunctive","d7",7,"Bu","Bu=1","Bu=1",TRUE,TRUE,"2","2",TRUE,TRUE,"B"
"834","jrnzo9m8c2",0,"50%","10%","50%","80%","disjunctive","d5",3,"Au","Au=1","Au=1",TRUE,TRUE,"2","2",TRUE,FALSE,"A"
"835","jrnzo9m8c2",0,"10%","70%","80%","50%","disjunctive","d6",4,"Au","Au=0","Au=0",TRUE,TRUE,"3","3",TRUE,FALSE,"A"
"836","jrnzo9m8c2",0,"50%","10%","50%","80%","disjunctive","d2",8,"Bu","Bu=0","Bu=0",TRUE,TRUE,"2","2",TRUE,FALSE,"B"
"837","jtbunj4kg8",0,"10%","50%","80%","50%","conjunctive","c1",2,"A","A","A=0",TRUE,TRUE,"1","1",FALSE,FALSE,"A"
"838","jtbunj4kg8",0,"10%","70%","80%","50%","conjunctive","c5",3,"Au","Au=1","Au=1",TRUE,TRUE,"3","3",TRUE,FALSE,"A"
"839","jtbunj4kg8",0,"10%","70%","80%","50%","conjunctive","c3",6,"B","B","B=0",TRUE,TRUE,"3","3",FALSE,FALSE,"B"
"840","jtbunj4kg8",0,"10%","70%","80%","50%","conjunctive","c4",8,"Bu","Bu=0","Bu=0",TRUE,TRUE,"3","3",TRUE,TRUE,"B"
"841","jtbunj4kg8",0,"10%","70%","80%","50%","disjunctive","d6",8,"Bu","Bu=0","Bu=0",TRUE,TRUE,"3","3",TRUE,FALSE,"B"
"842","jvpte2hw1k",0,"50%","10%","50%","80%","conjunctive","c5",3,"Au","Au=1","Au=1",TRUE,TRUE,"2","2",TRUE,FALSE,"A"
"843","jvpte2hw1k",0,"10%","50%","80%","50%","disjunctive","d1",6,"B","B","B=0",TRUE,TRUE,"1","1",FALSE,FALSE,"B"
"844","jvpte2hw1k",0,"10%","70%","80%","50%","conjunctive","c1",5,"B","B","B=1",FALSE,FALSE,"3","3",FALSE,FALSE,"B"
"845","jvpte2hw1k",0,"10%","70%","80%","50%","conjunctive","c2",8,"Bu","Bu=0","Bu=0",TRUE,TRUE,"3","3",TRUE,TRUE,"B"
"846","jvpte2hw1k",0,"10%","70%","80%","50%","disjunctive","d2",8,"Bu","Bu=0","Bu=0",TRUE,TRUE,"3","3",TRUE,FALSE,"B"
"847","jvpte2hw1k",0,"10%","50%","80%","50%","disjunctive","d6",8,"Bu","Bu=0","Bu=0",TRUE,TRUE,"1","1",TRUE,FALSE,"B"
"848","jvpte2hw1k",0,"10%","50%","80%","50%","disjunctive","d5",3,"Au","Au=1","Au=1",TRUE,TRUE,"1","1",TRUE,FALSE,"A"
"849","jvpte2hw1k",0,"50%","10%","50%","80%","disjunctive","d3",7,"Bu","Bu=1","Bu=1",TRUE,TRUE,"2","2",TRUE,FALSE,"B"
"850","jvxhw3813w",0,"50%","10%","50%","80%","disjunctive","d2",8,"Bu","Bu=0","Bu=0",TRUE,TRUE,"2","2",TRUE,FALSE,"B"
"851","jvxhw3813w",0,"10%","70%","80%","50%","conjunctive","c2",8,"Bu","Bu=0","Bu=0",TRUE,TRUE,"3","3",TRUE,TRUE,"B"
"852","jvxhw3813w",0,"10%","50%","80%","50%","conjunctive","c1",4,"Au","Au=0","Au=0",FALSE,TRUE,"1","1",TRUE,TRUE,"A"
"853","jvxhw3813w",0,"50%","10%","50%","80%","disjunctive","d1",2,"A","A","A=0",TRUE,TRUE,"2","2",FALSE,FALSE,"A"
"854","k2offxa1n9",0,"50%","10%","50%","80%","disjunctive","d4",4,"Au","Au=0","Au=0",TRUE,TRUE,"2","2",TRUE,FALSE,"A"
"855","k2offxa1n9",0,"50%","10%","50%","80%","conjunctive","c5",7,"Bu","Bu=1","Bu=1",TRUE,TRUE,"2","2",TRUE,FALSE,"B"
"856","k2offxa1n9",0,"50%","10%","50%","80%","disjunctive","d2",8,"Bu","Bu=0","Bu=0",TRUE,TRUE,"2","2",TRUE,FALSE,"B"
"857","k2offxa1n9",0,"10%","70%","80%","50%","conjunctive","c4",4,"Au","Au=0","Au=0",TRUE,TRUE,"3","3",TRUE,TRUE,"A"
"858","k2offxa1n9",0,"10%","70%","80%","50%","disjunctive","d5",1,"A","A","A=1",TRUE,TRUE,"3","3",FALSE,FALSE,"A"
"859","k2offxa1n9",0,"10%","70%","80%","50%","disjunctive","d6",4,"Au","Au=0","Au=0",TRUE,TRUE,"3","3",TRUE,FALSE,"A"
"860","k2offxa1n9",0,"10%","50%","80%","50%","conjunctive","c2",7,"Bu","Bu=1","Bu=1",FALSE,TRUE,"1","1",TRUE,TRUE,"B"
"861","k5nlfxsdf7",0,"10%","50%","80%","50%","disjunctive","d5",3,"Au","Au=1","Au=1",TRUE,TRUE,"1","1",TRUE,FALSE,"A"
"862","k5nlfxsdf7",0,"10%","50%","80%","50%","disjunctive","d3",7,"Bu","Bu=1","Bu=1",TRUE,TRUE,"1","1",TRUE,FALSE,"B"
"863","k5nlfxsdf7",0,"10%","50%","80%","50%","conjunctive","c3",6,"B","B","B=0",TRUE,TRUE,"1","1",FALSE,FALSE,"B"
"864","k5nlfxsdf7",0,"50%","10%","50%","80%","disjunctive","d7",7,"Bu","Bu=1","Bu=1",TRUE,TRUE,"2","2",TRUE,TRUE,"B"
"865","k5nlfxsdf7",0,"50%","10%","50%","80%","disjunctive","d2",8,"Bu","Bu=0","Bu=0",TRUE,TRUE,"2","2",TRUE,FALSE,"B"
"866","k5nlfxsdf7",0,"10%","50%","80%","50%","disjunctive","d1",6,"B","B","B=0",TRUE,TRUE,"1","1",FALSE,FALSE,"B"
"867","k5nlfxsdf7",0,"10%","50%","80%","50%","conjunctive","c1",6,"B","B","B=0",TRUE,TRUE,"1","1",FALSE,FALSE,"B"
"868","k5nlfxsdf7",0,"10%","70%","80%","50%","disjunctive","d4",4,"Au","Au=0","Au=0",TRUE,TRUE,"3","3",TRUE,FALSE,"A"
"869","kay5gmo2wa",0,"50%","10%","50%","80%","conjunctive","c1",8,"Bu","Bu=0","Bu=0",FALSE,TRUE,"2","2",TRUE,TRUE,"B"
"870","kay5gmo2wa",0,"50%","10%","50%","80%","disjunctive","d5",3,"Au","Au=1","Au=1",TRUE,TRUE,"2","2",TRUE,FALSE,"A"
"871","kay5gmo2wa",0,"10%","50%","80%","50%","conjunctive","c2",8,"Bu","Bu=0","Bu=0",TRUE,TRUE,"1","1",TRUE,TRUE,"B"
"872","kay5gmo2wa",0,"10%","70%","80%","50%","conjunctive","c3",4,"Au","Au=0","Au=0",TRUE,TRUE,"3","3",TRUE,TRUE,"A"
"873","kazwao077f",0,"10%","70%","80%","50%","conjunctive","c4",4,"Au","Au=0","Au=0",TRUE,TRUE,"3","3",TRUE,TRUE,"A"
"874","kazwao077f",0,"10%","50%","80%","50%","disjunctive","d5",3,"Au","Au=1","Au=1",TRUE,TRUE,"1","1",TRUE,FALSE,"A"
"875","kazwao077f",0,"10%","50%","80%","50%","conjunctive","c3",6,"B","B","B=0",TRUE,TRUE,"1","1",FALSE,FALSE,"B"
"876","kazwao077f",0,"50%","10%","50%","80%","disjunctive","d1",6,"B","B","B=0",TRUE,TRUE,"2","2",FALSE,FALSE,"B"
"877","kazwao077f",0,"50%","10%","50%","80%","disjunctive","d2",8,"Bu","Bu=0","Bu=0",TRUE,TRUE,"2","2",TRUE,FALSE,"B"
"878","kazwao077f",0,"50%","10%","50%","80%","conjunctive","c5",3,"Au","Au=1","Au=1",TRUE,TRUE,"2","2",TRUE,FALSE,"A"
"879","kgaw1zm6qa",0,"10%","50%","80%","50%","disjunctive","d5",4,"Au","Au=0","Au=0",FALSE,FALSE,"1","1",TRUE,FALSE,"A"
"880","kgaw1zm6qa",0,"10%","70%","80%","50%","conjunctive","c1",6,"B","B","B=0",TRUE,TRUE,"3","3",FALSE,FALSE,"B"
"881","kgaw1zm6qa",0,"50%","10%","50%","80%","disjunctive","d6",8,"Bu","Bu=0","Bu=0",TRUE,TRUE,"2","2",TRUE,FALSE,"B"
"882","kgaw1zm6qa",0,"10%","50%","80%","50%","disjunctive","d2",8,"Bu","Bu=0","Bu=0",TRUE,TRUE,"1","1",TRUE,FALSE,"B"
"883","kgaw1zm6qa",0,"10%","50%","80%","50%","conjunctive","c4",8,"Bu","Bu=0","Bu=0",TRUE,TRUE,"1","1",TRUE,TRUE,"B"
"884","klcnyq0raa",0,"10%","70%","80%","50%","conjunctive","c4",8,"Bu","Bu=0","Bu=0",TRUE,TRUE,"3","3",TRUE,TRUE,"B"
"885","klcnyq0raa",0,"10%","70%","80%","50%","conjunctive","c5",7,"Bu","Bu=1","Bu=1",TRUE,TRUE,"3","3",TRUE,FALSE,"B"
"886","klcnyq0raa",0,"10%","70%","80%","50%","conjunctive","c3",6,"B","B","B=0",TRUE,TRUE,"3","3",FALSE,FALSE,"B"
"887","klcnyq0raa",0,"10%","70%","80%","50%","conjunctive","c1",6,"B","B","B=0",TRUE,TRUE,"3","3",FALSE,FALSE,"B"
"888","klcnyq0raa",0,"50%","10%","50%","80%","disjunctive","d7",7,"Bu","Bu=1","Bu=1",TRUE,TRUE,"2","2",TRUE,TRUE,"B"
"889","klcnyq0raa",0,"50%","10%","50%","80%","disjunctive","d3",7,"Bu","Bu=1","Bu=1",TRUE,TRUE,"2","2",TRUE,FALSE,"B"
"890","kvw58dx5gl",0,"10%","50%","80%","50%","conjunctive","c5",3,"Au","Au=1","Au=1",TRUE,TRUE,"1","1",TRUE,FALSE,"A"
"891","kvw58dx5gl",0,"50%","10%","50%","80%","conjunctive","c1",2,"A","A","A=0",TRUE,TRUE,"2","2",FALSE,FALSE,"A"
"892","kvw58dx5gl",0,"50%","10%","50%","80%","disjunctive","d2",8,"Bu","Bu=0","Bu=0",TRUE,TRUE,"2","2",TRUE,FALSE,"B"
"893","kvw58dx5gl",0,"10%","50%","80%","50%","disjunctive","d7",1,"A","A","A=1",TRUE,TRUE,"1","1",FALSE,FALSE,"A"
"894","kvw58dx5gl",0,"50%","10%","50%","80%","conjunctive","c4",4,"Au","Au=0","Au=0",TRUE,TRUE,"2","2",TRUE,TRUE,"A"
"895","kx1dp56kk1",0,"50%","10%","50%","80%","disjunctive","d5",3,"Au","Au=1","Au=1",TRUE,TRUE,"2","2",TRUE,FALSE,"A"
"896","kx1dp56kk1",0,"10%","70%","80%","50%","disjunctive","d1",4,"Au","Au=0","Au=0",FALSE,TRUE,"3","3",TRUE,TRUE,"A"
"897","kx1dp56kk1",0,"50%","10%","50%","80%","conjunctive","c2",2,"A","A","A=0",TRUE,TRUE,"2","2",FALSE,FALSE,"A"
"898","kx1dp56kk1",0,"50%","10%","50%","80%","disjunctive","d2",2,"A","A","A=0",TRUE,TRUE,"2","2",FALSE,FALSE,"A"
"899","kx1dp56kk1",0,"50%","10%","50%","80%","conjunctive","c4",8,"Bu","Bu=0","Bu=0",TRUE,TRUE,"2","2",TRUE,TRUE,"B"
"900","kx1dp56kk1",0,"10%","50%","80%","50%","disjunctive","d6",4,"Au","Au=0","Au=0",TRUE,TRUE,"1","1",TRUE,FALSE,"A"
"901","kxqv9mwcpw",0,"10%","50%","80%","50%","disjunctive","d6",4,"Au","Au=0","Au=0",TRUE,TRUE,"1","1",TRUE,FALSE,"A"
"902","kxqv9mwcpw",0,"50%","10%","50%","80%","conjunctive","c4",8,"Bu","Bu=0","Bu=0",TRUE,TRUE,"2","2",TRUE,TRUE,"B"
"903","kxqv9mwcpw",0,"10%","50%","80%","50%","conjunctive","c1",2,"A","A","A=0",TRUE,TRUE,"1","1",FALSE,FALSE,"A"
"904","kxqv9mwcpw",0,"50%","10%","50%","80%","disjunctive","d4",6,"B","B","B=0",TRUE,TRUE,"2","2",FALSE,FALSE,"B"
"905","kxqv9mwcpw",0,"10%","70%","80%","50%","disjunctive","d1",6,"B","B","B=0",TRUE,TRUE,"3","3",FALSE,FALSE,"B"
"906","kxqv9mwcpw",0,"10%","50%","80%","50%","conjunctive","c5",1,"A","A","A=1",TRUE,TRUE,"1","1",FALSE,FALSE,"A"
"907","kxqv9mwcpw",0,"10%","50%","80%","50%","disjunctive","d3",7,"Bu","Bu=1","Bu=1",TRUE,TRUE,"1","1",TRUE,FALSE,"B"
"908","kxqv9mwcpw",0,"50%","10%","50%","80%","conjunctive","c2",8,"Bu","Bu=0","Bu=0",TRUE,TRUE,"2","2",TRUE,TRUE,"B"
"909","ky1q8mlyj1",0,"50%","10%","50%","80%","disjunctive","d3",7,"Bu","Bu=1","Bu=1",TRUE,TRUE,"2","2",TRUE,FALSE,"B"
"910","ky1q8mlyj1",0,"50%","10%","50%","80%","conjunctive","c4",4,"Au","Au=0","Au=0",TRUE,TRUE,"2","2",TRUE,TRUE,"A"
"911","ky1q8mlyj1",0,"10%","70%","80%","50%","disjunctive","d5",3,"Au","Au=1","Au=1",TRUE,TRUE,"3","3",TRUE,FALSE,"A"
"912","ky1q8mlyj1",0,"10%","70%","80%","50%","disjunctive","d4",4,"Au","Au=0","Au=0",TRUE,TRUE,"3","3",TRUE,FALSE,"A"
"913","l4n1kytgt3",0,"10%","50%","80%","50%","disjunctive","d5",3,"Au","Au=1","Au=1",TRUE,TRUE,"1","1",TRUE,FALSE,"A"
"914","l4n1kytgt3",0,"50%","10%","50%","80%","disjunctive","d6",8,"Bu","Bu=0","Bu=0",TRUE,TRUE,"2","2",TRUE,FALSE,"B"
"915","l4n1kytgt3",0,"50%","10%","50%","80%","conjunctive","c3",6,"B","B","B=0",TRUE,TRUE,"2","2",FALSE,FALSE,"B"
"916","l4n1kytgt3",0,"10%","50%","80%","50%","conjunctive","c4",4,"Au","Au=0","Au=0",TRUE,TRUE,"1","1",TRUE,TRUE,"A"
"917","l4n1kytgt3",0,"50%","10%","50%","80%","disjunctive","d3",7,"Bu","Bu=1","Bu=1",TRUE,TRUE,"2","2",TRUE,FALSE,"B"
"918","le17jqsy9b",0,"10%","50%","80%","50%","conjunctive","c1",6,"B","B","B=0",TRUE,TRUE,"1","1",FALSE,FALSE,"B"
"919","le17jqsy9b",0,"10%","50%","80%","50%","conjunctive","c4",8,"Bu","Bu=0","Bu=0",TRUE,TRUE,"1","1",TRUE,TRUE,"B"
"920","le17jqsy9b",0,"10%","50%","80%","50%","disjunctive","d2",8,"Bu","Bu=0","Bu=0",TRUE,TRUE,"1","1",TRUE,FALSE,"B"
"921","le17jqsy9b",0,"50%","10%","50%","80%","disjunctive","d7",3,"Au","Au=1","Au=1",TRUE,TRUE,"2","2",TRUE,TRUE,"A"
"922","lezdvmtswn",0,"10%","70%","80%","50%","disjunctive","d7",5,"B","B","B=1",TRUE,TRUE,"3","3",FALSE,FALSE,"B"
"923","lezdvmtswn",0,"50%","10%","50%","80%","disjunctive","d4",4,"Au","Au=0","Au=0",TRUE,TRUE,"2","2",TRUE,FALSE,"A"
"924","lezdvmtswn",0,"50%","10%","50%","80%","disjunctive","d2",2,"A","A","A=0",TRUE,TRUE,"2","2",FALSE,FALSE,"A"
"925","lezdvmtswn",0,"50%","10%","50%","80%","disjunctive","d1",2,"A","A","A=0",TRUE,TRUE,"2","2",FALSE,FALSE,"A"
"926","lezdvmtswn",0,"10%","50%","80%","50%","conjunctive","c5",1,"A","A","A=1",TRUE,TRUE,"1","1",FALSE,FALSE,"A"
"927","lezdvmtswn",0,"50%","10%","50%","80%","conjunctive","c2",8,"Bu","Bu=0","Bu=0",TRUE,TRUE,"2","2",TRUE,TRUE,"B"
"928","lezdvmtswn",0,"50%","10%","50%","80%","conjunctive","c1",2,"A","A","A=0",TRUE,TRUE,"2","2",FALSE,FALSE,"A"
"929","lgtj8fvsno",0,"50%","10%","50%","80%","disjunctive","d3",7,"Bu","Bu=1","Bu=1",TRUE,TRUE,"2","2",TRUE,FALSE,"B"
"930","lgtj8fvsno",0,"50%","10%","50%","80%","disjunctive","d5",3,"Au","Au=1","Au=1",TRUE,TRUE,"2","2",TRUE,FALSE,"A"
"931","lgtj8fvsno",0,"10%","50%","80%","50%","conjunctive","c3",4,"Au","Au=0","Au=0",TRUE,TRUE,"1","1",TRUE,TRUE,"A"
"932","lgtj8fvsno",0,"50%","10%","50%","80%","conjunctive","c5",7,"Bu","Bu=1","Bu=1",TRUE,TRUE,"2","2",TRUE,FALSE,"B"
"933","lgtj8fvsno",0,"10%","70%","80%","50%","disjunctive","d4",4,"Au","Au=0","Au=0",TRUE,TRUE,"3","3",TRUE,FALSE,"A"
"934","lgtj8fvsno",0,"10%","50%","80%","50%","disjunctive","d7",3,"Au","Au=1","Au=1",TRUE,TRUE,"1","1",TRUE,TRUE,"A"
"935","lgtj8fvsno",0,"10%","70%","80%","50%","disjunctive","d2",5,"B","B","B=1",FALSE,TRUE,"3","3",FALSE,FALSE,"B"
"936","lgtj8fvsno",0,"10%","70%","80%","50%","conjunctive","c4",8,"Bu","Bu=0","Bu=0",TRUE,TRUE,"3","3",TRUE,TRUE,"B"
