"","mindsCode","situTag","Preference","Knowledge","Character","Start","short_vis","long_vis","short_inv","long_inv"
"352","M005436","1010","Hot dogs","No","Sporty","Pizza visible",5,2,3,4
"353","M060137","0101","Absent","Yes","Lazy","Hot dogs visible",6,1,5,3
"354","M060137","0111","Absent","Yes","Sporty","Hot dogs visible",5,1,5,2
"355","M060137","1010","Hot dogs","No","Sporty","Pizza visible",2,1,5,3
"356","M060137","1000","Hot dogs","No","Lazy","Pizza visible",3,1,6,3
"357","M060137","1110","Hot dogs","Yes","Sporty","Pizza visible",2,1,0,3
"358","M060137","0110","Absent","Yes","Sporty","Pizza visible",4,2,4,2
"359","M060137","0010","Absent","No","Sporty","Pizza visible",6,3,5,2
"360","M060137","1111","Hot dogs","Yes","Sporty","Hot dogs visible",7,2,3,3
"361","M060137","0100","Absent","Yes","Lazy","Pizza visible",6,2,5,2
"362","M060137","0011","Absent","No","Sporty","Hot dogs visible",5,2,5,4
"363","M060137","1001","Hot dogs","No","Lazy","Hot dogs visible",6,1,2,1
"364","M060137","0000","Absent","No","Lazy","Pizza visible",7,1,3,2
"365","M060137","1101","Hot dogs","Yes","Lazy","Hot dogs visible",7,1,2,3
"366","M060137","0001","Absent","No","Lazy","Hot dogs visible",7,1,3,2
"367","M060137","1011","Hot dogs","No","Sporty","Hot dogs visible",7,1,3,2
"368","M060137","1100","Hot dogs","Yes","Lazy","Pizza visible",3,1,6,2
"369","M302180","0000","Absent","No","Lazy","Pizza visible",7,1,6,2
"370","M302180","1001","Hot dogs","No","Lazy","Hot dogs visible",7,1,5,2
"371","M302180","1000","Hot dogs","No","Lazy","Pizza visible",7,1,5,2
"372","M302180","1010","Hot dogs","No","Sporty","Pizza visible",4,5,4,5
"373","M302180","1100","Hot dogs","Yes","Lazy","Pizza visible",7,5,4,4
"374","M302180","0111","Absent","Yes","Sporty","Hot dogs visible",0,2,7,4
"375","M302180","0100","Absent","Yes","Lazy","Pizza visible",7,0,0,0
"376","M302180","0010","Absent","No","Sporty","Pizza visible",6,3,6,3
"377","M302180","0101","Absent","Yes","Lazy","Hot dogs visible",0,1,6,2
"378","M302180","0011","Absent","No","Sporty","Hot dogs visible",6,2,5,4
"379","M302180","0110","Absent","Yes","Sporty","Pizza visible",6,3,5,3
"380","M302180","1110","Hot dogs","Yes","Sporty","Pizza visible",3,2,7,6
"381","M302180","1011","Hot dogs","No","Sporty","Hot dogs visible",7,6,3,1
"382","M302180","0001","Absent","No","Lazy","Hot dogs visible",7,3,6,3
"383","M302180","1101","Hot dogs","Yes","Lazy","Hot dogs visible",7,5,2,1
"384","M302180","1111","Hot dogs","Yes","Sporty","Hot dogs visible",7,5,2,1
"385","M096561","0101","Absent","Yes","Lazy","Hot dogs visible",7,1,1,1
"386","M096561","1011","Hot dogs","No","Sporty","Hot dogs visible",7,1,1,1
"387","M096561","1001","Hot dogs","No","Lazy","Hot dogs visible",7,3,1,1
"388","M096561","0100","Absent","Yes","Lazy","Pizza visible",7,1,3,1
"389","M096561","0010","Absent","No","Sporty","Pizza visible",6,1,6,2
"390","M096561","1110","Hot dogs","Yes","Sporty","Pizza visible",3,1,7,2
"391","M096561","1100","Hot dogs","Yes","Lazy","Pizza visible",3,1,5,3
"392","M096561","0000","Absent","No","Lazy","Pizza visible",6,1,1,1
"393","M096561","1000","Hot dogs","No","Lazy","Pizza visible",4,1,5,3
"394","M096561","0110","Absent","Yes","Sporty","Pizza visible",5,3,5,4
"395","M096561","1111","Hot dogs","Yes","Sporty","Hot dogs visible",6,3,2,2
"396","M096561","0001","Absent","No","Lazy","Hot dogs visible",7,1,1,1
"397","M096561","0011","Absent","No","Sporty","Hot dogs visible",2,2,2,1
"398","M096561","1010","Hot dogs","No","Sporty","Pizza visible",5,3,2,3
"399","M096561","1101","Hot dogs","Yes","Lazy","Hot dogs visible",5,3,2,5
"400","M096561","0111","Absent","Yes","Sporty","Hot dogs visible",5,3,3,4
"401","M515545","1001","Hot dogs","No","Lazy","Hot dogs visible",7,7,6,7
"402","M515545","1011","Hot dogs","No","Sporty","Hot dogs visible",6,6,1,1
"403","M515545","0101","Absent","Yes","Lazy","Hot dogs visible",7,1,7,2
"404","M515545","1101","Hot dogs","Yes","Lazy","Hot dogs visible",7,1,5,1
"405","M515545","0010","Absent","No","Sporty","Pizza visible",6,6,6,6
"406","M515545","1010","Hot dogs","No","Sporty","Pizza visible",1,1,7,6
"407","M515545","1100","Hot dogs","Yes","Lazy","Pizza visible",2,1,6,1
"408","M515545","0110","Absent","Yes","Sporty","Pizza visible",6,5,6,6
"409","M515545","1111","Hot dogs","Yes","Sporty","Hot dogs visible",7,6,2,1
"410","M515545","1000","Hot dogs","No","Lazy","Pizza visible",5,1,3,1
"411","M515545","0000","Absent","No","Lazy","Pizza visible",7,1,3,1
"412","M515545","0011","Absent","No","Sporty","Hot dogs visible",6,6,6,6
"413","M515545","0111","Absent","Yes","Sporty","Hot dogs visible",7,6,7,6
"414","M515545","0100","Absent","Yes","Lazy","Pizza visible",7,1,3,1
"415","M515545","0001","Absent","No","Lazy","Hot dogs visible",7,1,2,2
"416","M515545","1110","Hot dogs","Yes","Sporty","Pizza visible",2,1,6,2
"417","M381415","0110","Absent","Yes","Sporty","Pizza visible",6,1,4,2
"418","M381415","0100","Absent","Yes","Lazy","Pizza visible",7,1,6,2
"419","M381415","1010","Hot dogs","No","Sporty","Pizza visible",7,5,4,1
"420","M381415","1000","Hot dogs","No","Lazy","Pizza visible",7,4,4,2
"421","M381415","0011","Absent","No","Sporty","Hot dogs visible",6,2,4,2
"422","M381415","1100","Hot dogs","Yes","Lazy","Pizza visible",7,3,2,2
"423","M381415","1110","Hot dogs","Yes","Sporty","Pizza visible",6,4,2,2
"424","M381415","0010","Absent","No","Sporty","Pizza visible",5,4,4,4
"425","M381415","1001","Hot dogs","No","Lazy","Hot dogs visible",5,2,3,2
"426","M381415","0101","Absent","Yes","Lazy","Hot dogs visible",5,2,4,2
"427","M381415","0001","Absent","No","Lazy","Hot dogs visible",6,2,3,2
"428","M381415","0111","Absent","Yes","Sporty","Hot dogs visible",5,4,5,4
"429","M381415","1011","Hot dogs","No","Sporty","Hot dogs visible",5,4,4,3
"430","M381415","1111","Hot dogs","Yes","Sporty","Hot dogs visible",3,2,6,4
"431","M381415","0000","Absent","No","Lazy","Pizza visible",7,2,3,1
"432","M381415","1101","Hot dogs","Yes","Lazy","Hot dogs visible",4,2,6,3
"433","M055202","0100","Absent","Yes","Lazy","Pizza visible",7,1,5,4
"434","M055202","1110","Hot dogs","Yes","Sporty","Pizza visible",1,1,6,5
"435","M055202","1001","Hot dogs","No","Lazy","Hot dogs visible",7,1,4,1
"436","M055202","1111","Hot dogs","Yes","Sporty","Hot dogs visible",5,6,0,0
"437","M055202","1101","Hot dogs","Yes","Lazy","Hot dogs visible",7,1,5,1
"438","M055202","1011","Hot dogs","No","Sporty","Hot dogs visible",6,1,6,1
"439","M055202","1100","Hot dogs","Yes","Lazy","Pizza visible",6,1,7,3
"440","M055202","0011","Absent","No","Sporty","Hot dogs visible",4,4,5,5
"441","M055202","0000","Absent","No","Lazy","Pizza visible",6,4,5,6
"442","M055202","0110","Absent","Yes","Sporty","Pizza visible",3,7,4,7
"443","M055202","0001","Absent","No","Lazy","Hot dogs visible",5,5,5,5
"444","M055202","0111","Absent","Yes","Sporty","Hot dogs visible",0,7,2,7
"445","M055202","0101","Absent","Yes","Lazy","Hot dogs visible",7,1,7,1
"446","M055202","1000","Hot dogs","No","Lazy","Pizza visible",7,1,5,3
"447","M055202","1010","Hot dogs","No","Sporty","Pizza visible",4,3,6,7
"448","M055202","0010","Absent","No","Sporty","Pizza visible",3,7,5,7
"449","M751915","0001","Absent","No","Lazy","Hot dogs visible",7,6,3,7
"450","M751915","0011","Absent","No","Sporty","Hot dogs visible",7,2,3,7
"451","M751915","1101","Hot dogs","Yes","Lazy","Hot dogs visible",7,1,1,1
"452","M751915","1000","Hot dogs","No","Lazy","Pizza visible",4,1,7,5
"453","M751915","0010","Absent","No","Sporty","Pizza visible",7,4,6,4
"454","M751915","1010","Hot dogs","No","Sporty","Pizza visible",5,1,7,7
"455","M751915","0110","Absent","Yes","Sporty","Pizza visible",7,7,7,7
"456","M751915","0100","Absent","Yes","Lazy","Pizza visible",7,2,6,3
"457","M751915","1001","Hot dogs","No","Lazy","Hot dogs visible",7,1,2,1
"458","M751915","1100","Hot dogs","Yes","Lazy","Pizza visible",3,1,6,5
"459","M751915","0111","Absent","Yes","Sporty","Hot dogs visible",7,7,7,6
"460","M751915","1111","Hot dogs","Yes","Sporty","Hot dogs visible",7,5,1,2
"461","M751915","1011","Hot dogs","No","Sporty","Hot dogs visible",7,5,5,1
"462","M751915","0000","Absent","No","Lazy","Pizza visible",7,1,6,2
"463","M751915","0101","Absent","Yes","Lazy","Hot dogs visible",7,1,6,4
"464","M751915","1110","Hot dogs","Yes","Sporty","Pizza visible",4,1,7,6
"465","M926072","0111","Absent","Yes","Sporty","Hot dogs visible",5,1,5,1
"466","M926072","1000","Hot dogs","No","Lazy","Pizza visible",7,1,2,4
"467","M926072","0001","Absent","No","Lazy","Hot dogs visible",7,1,4,2
"468","M926072","1111","Hot dogs","Yes","Sporty","Hot dogs visible",6,6,2,2
"469","M926072","0101","Absent","Yes","Lazy","Hot dogs visible",7,1,7,1
"470","M926072","1011","Hot dogs","No","Sporty","Hot dogs visible",5,4,1,5
"471","M926072","1010","Hot dogs","No","Sporty","Pizza visible",4,6,4,4
"472","M926072","0100","Absent","Yes","Lazy","Pizza visible",7,1,7,1
"473","M926072","0000","Absent","No","Lazy","Pizza visible",7,1,7,1
"474","M926072","0010","Absent","No","Sporty","Pizza visible",3,5,4,5
"475","M926072","0110","Absent","Yes","Sporty","Pizza visible",1,7,2,7
"476","M926072","1100","Hot dogs","Yes","Lazy","Pizza visible",4,1,7,1
"477","M926072","1110","Hot dogs","Yes","Sporty","Pizza visible",1,1,5,7
"478","M926072","1101","Hot dogs","Yes","Lazy","Hot dogs visible",7,1,1,1
"479","M926072","0011","Absent","No","Sporty","Hot dogs visible",3,7,4,7
"480","M926072","1001","Hot dogs","No","Lazy","Hot dogs visible",7,2,4,1
"481","M072144","0011","Absent","No","Sporty","Hot dogs visible",0,0,5,7
"482","M072144","0001","Absent","No","Lazy","Hot dogs visible",5,7,7,7
"483","M072144","0110","Absent","Yes","Sporty","Pizza visible",4,7,5,6
"484","M072144","1111","Hot dogs","Yes","Sporty","Hot dogs visible",4,7,3,4
"485","M072144","1001","Hot dogs","No","Lazy","Hot dogs visible",5,7,5,7
"486","M072144","0111","Absent","Yes","Sporty","Hot dogs visible",4,7,4,6
"487","M072144","0101","Absent","Yes","Lazy","Hot dogs visible",6,7,6,7
"488","M072144","0010","Absent","No","Sporty","Pizza visible",4,7,5,6
"489","M072144","1010","Hot dogs","No","Sporty","Pizza visible",3,7,6,6
"490","M072144","1101","Hot dogs","Yes","Lazy","Hot dogs visible",5,7,5,6
"491","M072144","1110","Hot dogs","Yes","Sporty","Pizza visible",2,6,6,7
"492","M072144","1011","Hot dogs","No","Sporty","Hot dogs visible",4,7,4,6
"493","M072144","0000","Absent","No","Lazy","Pizza visible",5,7,7,7
"494","M072144","1100","Hot dogs","Yes","Lazy","Pizza visible",5,7,6,7
"495","M072144","1000","Hot dogs","No","Lazy","Pizza visible",5,7,6,7
"496","M072144","0100","Absent","Yes","Lazy","Pizza visible",6,0,6,7
"497","M061655","0010","Absent","No","Sporty","Pizza visible",4,4,4,4
"498","M061655","0110","Absent","Yes","Sporty","Pizza visible",2,5,3,5
"499","M061655","0100","Absent","Yes","Lazy","Pizza visible",7,1,5,1
"500","M061655","1000","Hot dogs","No","Lazy","Pizza visible",2,1,7,1
"501","M061655","1100","Hot dogs","Yes","Lazy","Pizza visible",2,1,7,1
"502","M061655","0000","Absent","No","Lazy","Pizza visible",5,3,4,3
"503","M061655","1001","Hot dogs","No","Lazy","Hot dogs visible",7,2,4,1
"504","M061655","0101","Absent","Yes","Lazy","Hot dogs visible",5,2,5,2
"505","M061655","1011","Hot dogs","No","Sporty","Hot dogs visible",4,7,1,2
"506","M061655","1101","Hot dogs","Yes","Lazy","Hot dogs visible",7,2,3,1
"507","M061655","0011","Absent","No","Sporty","Hot dogs visible",1,6,1,6
"508","M061655","1110","Hot dogs","Yes","Sporty","Pizza visible",1,2,3,7
"509","M061655","0111","Absent","Yes","Sporty","Hot dogs visible",1,6,1,6
"510","M061655","1111","Hot dogs","Yes","Sporty","Hot dogs visible",2,7,1,4
"511","M061655","0001","Absent","No","Lazy","Hot dogs visible",5,4,5,3
"512","M061655","1010","Hot dogs","No","Sporty","Pizza visible",1,2,4,6
"513","M389494","0001","Absent","No","Lazy","Hot dogs visible",6,1,3,1
"514","M389494","0101","Absent","Yes","Lazy","Hot dogs visible",7,1,5,1
"515","M389494","1110","Hot dogs","Yes","Sporty","Pizza visible",2,1,7,6
"516","M389494","0011","Absent","No","Sporty","Hot dogs visible",4,4,4,2
"517","M389494","1001","Hot dogs","No","Lazy","Hot dogs visible",7,1,3,2
"518","M389494","1010","Hot dogs","No","Sporty","Pizza visible",4,2,4,3
"519","M389494","0000","Absent","No","Lazy","Pizza visible",7,1,4,2
"520","M389494","1111","Hot dogs","Yes","Sporty","Hot dogs visible",7,5,2,2
"521","M389494","1101","Hot dogs","Yes","Lazy","Hot dogs visible",7,1,1,1
"522","M389494","0111","Absent","Yes","Sporty","Hot dogs visible",4,3,4,4
"523","M389494","0110","Absent","Yes","Sporty","Pizza visible",4,3,4,4
"524","M389494","1011","Hot dogs","No","Sporty","Hot dogs visible",5,1,5,2
"525","M389494","1000","Hot dogs","No","Lazy","Pizza visible",5,1,4,1
"526","M389494","1100","Hot dogs","Yes","Lazy","Pizza visible",3,1,7,1
"527","M389494","0100","Absent","Yes","Lazy","Pizza visible",7,1,3,1
"528","M389494","0010","Absent","No","Sporty","Pizza visible",4,4,4,4
"529","M401267","0000","Absent","No","Lazy","Pizza visible",7,2,6,3
"530","M401267","0001","Absent","No","Lazy","Hot dogs visible",7,2,6,3
"531","M401267","0011","Absent","No","Sporty","Hot dogs visible",4,7,5,6
"532","M401267","0111","Absent","Yes","Sporty","Hot dogs visible",2,7,3,6
"533","M401267","0101","Absent","Yes","Lazy","Hot dogs visible",7,1,6,2
"534","M401267","1111","Hot dogs","Yes","Sporty","Hot dogs visible",3,7,1,2
"535","M401267","1110","Hot dogs","Yes","Sporty","Pizza visible",1,3,4,7
"536","M401267","0110","Absent","Yes","Sporty","Pizza visible",1,7,3,6
"537","M401267","1100","Hot dogs","Yes","Lazy","Pizza visible",6,1,7,1
"538","M401267","1001","Hot dogs","No","Lazy","Hot dogs visible",7,2,4,2
"539","M401267","1011","Hot dogs","No","Sporty","Hot dogs visible",4,7,2,3
"540","M401267","1101","Hot dogs","Yes","Lazy","Hot dogs visible",7,1,1,1
"541","M401267","0010","Absent","No","Sporty","Pizza visible",1,7,3,5
"542","M401267","0100","Absent","Yes","Lazy","Pizza visible",7,2,6,3
"543","M401267","1000","Hot dogs","No","Lazy","Pizza visible",6,1,7,3
"544","M401267","1010","Hot dogs","No","Sporty","Pizza visible",1,1,6,7
"545","M080980","1101","Hot dogs","Yes","Lazy","Hot dogs visible",2,5,4,6
"546","M080980","0101","Absent","Yes","Lazy","Hot dogs visible",7,1,1,2
"547","M080980","0110","Absent","Yes","Sporty","Pizza visible",1,7,2,6
"548","M080980","1010","Hot dogs","No","Sporty","Pizza visible",2,7,5,4
"549","M080980","1001","Hot dogs","No","Lazy","Hot dogs visible",7,1,6,4
"550","M080980","0011","Absent","No","Sporty","Hot dogs visible",2,6,3,5
"551","M080980","0000","Absent","No","Lazy","Pizza visible",7,1,5,2
"552","M080980","0111","Absent","Yes","Sporty","Hot dogs visible",2,6,2,4
"553","M080980","0100","Absent","Yes","Lazy","Pizza visible",7,1,6,2
"554","M080980","0001","Absent","No","Lazy","Hot dogs visible",7,1,5,2
"555","M080980","1110","Hot dogs","Yes","Sporty","Pizza visible",2,7,2,5
"556","M080980","1011","Hot dogs","No","Sporty","Hot dogs visible",2,7,3,5
"557","M080980","0010","Absent","No","Sporty","Pizza visible",1,7,3,5
"558","M080980","1100","Hot dogs","Yes","Lazy","Pizza visible",7,1,4,2
"559","M080980","1111","Hot dogs","Yes","Sporty","Hot dogs visible",2,7,4,6
"560","M080980","1000","Hot dogs","No","Lazy","Pizza visible",7,1,3,2
"561","M667497","1110","Hot dogs","Yes","Sporty","Pizza visible",7,1,5,1
"562","M667497","1101","Hot dogs","Yes","Lazy","Hot dogs visible",6,1,4,1
"563","M667497","0000","Absent","No","Lazy","Pizza visible",7,1,2,1
"564","M667497","1010","Hot dogs","No","Sporty","Pizza visible",6,4,4,1
"565","M667497","0101","Absent","Yes","Lazy","Hot dogs visible",7,4,1,1
"566","M667497","0011","Absent","No","Sporty","Hot dogs visible",7,5,1,1
"567","M667497","0001","Absent","No","Lazy","Hot dogs visible",6,1,3,1
"568","M667497","0010","Absent","No","Sporty","Pizza visible",7,1,1,2
"569","M667497","1001","Hot dogs","No","Lazy","Hot dogs visible",7,2,5,2
"570","M667497","0100","Absent","Yes","Lazy","Pizza visible",7,1,4,1
"571","M667497","1100","Hot dogs","Yes","Lazy","Pizza visible",7,1,4,1
"572","M667497","0111","Absent","Yes","Sporty","Hot dogs visible",7,6,2,4
"573","M667497","1000","Hot dogs","No","Lazy","Pizza visible",7,1,3,2
"574","M667497","1011","Hot dogs","No","Sporty","Hot dogs visible",7,1,4,1
"575","M667497","1111","Hot dogs","Yes","Sporty","Hot dogs visible",7,1,3,2
"576","M667497","0110","Absent","Yes","Sporty","Pizza visible",7,1,5,3
"577","M481805","0110","Absent","Yes","Sporty","Pizza visible",7,4,2,1
"578","M481805","1111","Hot dogs","Yes","Sporty","Hot dogs visible",7,4,2,1
"579","M481805","0101","Absent","Yes","Lazy","Hot dogs visible",6,1,5,4
"580","M481805","0010","Absent","No","Sporty","Pizza visible",4,2,4,3
"581","M481805","1100","Hot dogs","Yes","Lazy","Pizza visible",4,1,6,2
"582","M481805","0111","Absent","Yes","Sporty","Hot dogs visible",4,4,4,4
"583","M481805","0000","Absent","No","Lazy","Pizza visible",5,2,5,2
"584","M481805","0011","Absent","No","Sporty","Hot dogs visible",5,2,5,3
"585","M481805","1101","Hot dogs","Yes","Lazy","Hot dogs visible",6,3,2,1
"586","M481805","1001","Hot dogs","No","Lazy","Hot dogs visible",6,2,4,1
"587","M481805","1011","Hot dogs","No","Sporty","Hot dogs visible",6,3,4,1
"588","M481805","0100","Absent","Yes","Lazy","Pizza visible",7,2,5,2
"589","M481805","1110","Hot dogs","Yes","Sporty","Pizza visible",2,2,7,5
"590","M481805","1000","Hot dogs","No","Lazy","Pizza visible",3,1,4,2
"591","M481805","0001","Absent","No","Lazy","Hot dogs visible",7,1,5,3
"592","M481805","1010","Hot dogs","No","Sporty","Pizza visible",2,1,4,2
"593","M014920","0111","Absent","Yes","Sporty","Hot dogs visible",4,5,4,4
"594","M014920","1010","Hot dogs","No","Sporty","Pizza visible",6,2,4,3
"595","M014920","0000","Absent","No","Lazy","Pizza visible",7,2,5,3
"596","M014920","1000","Hot dogs","No","Lazy","Pizza visible",6,2,5,3
"597","M014920","1110","Hot dogs","Yes","Sporty","Pizza visible",2,2,6,6
"598","M014920","0100","Absent","Yes","Lazy","Pizza visible",7,2,5,3
"599","M014920","0110","Absent","Yes","Sporty","Pizza visible",4,5,4,5
"600","M014920","1111","Hot dogs","Yes","Sporty","Hot dogs visible",6,6,3,3
"601","M014920","1011","Hot dogs","No","Sporty","Hot dogs visible",6,5,2,2
"602","M014920","1101","Hot dogs","Yes","Lazy","Hot dogs visible",7,1,2,1
"603","M014920","1001","Hot dogs","No","Lazy","Hot dogs visible",7,1,2,2
"604","M014920","1100","Hot dogs","Yes","Lazy","Pizza visible",4,1,7,2
"605","M014920","0101","Absent","Yes","Lazy","Hot dogs visible",6,1,5,2
"606","M014920","0001","Absent","No","Lazy","Hot dogs visible",7,1,3,1
"607","M014920","0011","Absent","No","Sporty","Hot dogs visible",6,4,5,4
"608","M014920","0010","Absent","No","Sporty","Pizza visible",6,3,5,4
"609","M319266","1111","Hot dogs","Yes","Sporty","Hot dogs visible",7,1,2,1
"610","M319266","1001","Hot dogs","No","Lazy","Hot dogs visible",7,1,1,1
"611","M319266","0111","Absent","Yes","Sporty","Hot dogs visible",5,3,5,4
"612","M319266","0101","Absent","Yes","Lazy","Hot dogs visible",6,1,4,1
"613","M319266","1010","Hot dogs","No","Sporty","Pizza visible",2,1,5,3
"614","M319266","1011","Hot dogs","No","Sporty","Hot dogs visible",6,3,1,1
"615","M319266","1000","Hot dogs","No","Lazy","Pizza visible",3,1,3,2
"616","M319266","0110","Absent","Yes","Sporty","Pizza visible",4,2,5,4
"617","M319266","1110","Hot dogs","Yes","Sporty","Pizza visible",3,1,6,3
"618","M319266","1101","Hot dogs","Yes","Lazy","Hot dogs visible",7,2,3,1
"619","M319266","0001","Absent","No","Lazy","Hot dogs visible",7,1,4,1
"620","M319266","0011","Absent","No","Sporty","Hot dogs visible",7,1,5,2
"621","M319266","0100","Absent","Yes","Lazy","Pizza visible",7,1,5,1
"622","M319266","0010","Absent","No","Sporty","Pizza visible",5,2,5,5
"623","M319266","0000","Absent","No","Lazy","Pizza visible",7,1,4,1
"624","M319266","1100","Hot dogs","Yes","Lazy","Pizza visible",4,1,7,1
"625","M397093","0010","Absent","No","Sporty","Pizza visible",7,6,4,2
"626","M397093","0011","Absent","No","Sporty","Hot dogs visible",6,1,5,6
"627","M397093","1101","Hot dogs","Yes","Lazy","Hot dogs visible",7,1,5,1
"628","M397093","1010","Hot dogs","No","Sporty","Pizza visible",2,1,7,6
"629","M397093","0111","Absent","Yes","Sporty","Hot dogs visible",5,5,5,7
"630","M397093","1000","Hot dogs","No","Lazy","Pizza visible",7,1,6,4
"631","M397093","0110","Absent","Yes","Sporty","Pizza visible",5,6,3,7
"632","M397093","0000","Absent","No","Lazy","Pizza visible",7,1,5,2
"633","M397093","1100","Hot dogs","Yes","Lazy","Pizza visible",5,1,7,3
"634","M397093","0001","Absent","No","Lazy","Hot dogs visible",7,1,5,3
"635","M397093","1110","Hot dogs","Yes","Sporty","Pizza visible",1,1,7,7
"636","M397093","0101","Absent","Yes","Lazy","Hot dogs visible",7,1,6,3
"637","M397093","1001","Hot dogs","No","Lazy","Hot dogs visible",7,5,1,1
"638","M397093","0100","Absent","Yes","Lazy","Pizza visible",7,1,5,2
"639","M397093","1011","Hot dogs","No","Sporty","Hot dogs visible",6,6,1,1
"640","M397093","1111","Hot dogs","Yes","Sporty","Hot dogs visible",7,3,1,1
"641","M021536","0111","Absent","Yes","Sporty","Hot dogs visible",6,1,5,3
"642","M021536","0001","Absent","No","Lazy","Hot dogs visible",6,1,5,3
"643","M021536","0010","Absent","No","Sporty","Pizza visible",7,1,5,3
"644","M021536","0100","Absent","Yes","Lazy","Pizza visible",7,1,3,2
"645","M021536","1110","Hot dogs","Yes","Sporty","Pizza visible",4,1,7,2
"646","M021536","0000","Absent","No","Lazy","Pizza visible",7,1,5,3
"647","M021536","1011","Hot dogs","No","Sporty","Hot dogs visible",6,2,5,3
"648","M021536","1000","Hot dogs","No","Lazy","Pizza visible",5,1,7,3
"649","M021536","1101","Hot dogs","Yes","Lazy","Hot dogs visible",7,1,2,3
"650","M021536","1001","Hot dogs","No","Lazy","Hot dogs visible",7,1,2,2
"651","M021536","0110","Absent","Yes","Sporty","Pizza visible",7,1,7,2
"652","M021536","1111","Hot dogs","Yes","Sporty","Hot dogs visible",7,1,3,2
"653","M021536","1100","Hot dogs","Yes","Lazy","Pizza visible",3,1,7,1
"654","M021536","0101","Absent","Yes","Lazy","Hot dogs visible",7,1,7,2
"655","M021536","1010","Hot dogs","No","Sporty","Pizza visible",6,3,7,4
"656","M021536","0011","Absent","No","Sporty","Hot dogs visible",7,2,5,3
"657","M043484","0011","Absent","No","Sporty","Hot dogs visible",1,6,2,5
"658","M043484","1011","Hot dogs","No","Sporty","Hot dogs visible",4,6,2,3
"659","M043484","0001","Absent","No","Lazy","Hot dogs visible",6,1,4,2
"660","M043484","1010","Hot dogs","No","Sporty","Pizza visible",1,3,4,5
"661","M043484","0110","Absent","Yes","Sporty","Pizza visible",1,4,3,2
"662","M043484","1100","Hot dogs","Yes","Lazy","Pizza visible",4,1,6,1
"663","M043484","1000","Hot dogs","No","Lazy","Pizza visible",4,1,5,4
"664","M043484","1001","Hot dogs","No","Lazy","Hot dogs visible",6,2,3,1
"665","M043484","1111","Hot dogs","Yes","Sporty","Hot dogs visible",4,6,1,2
"666","M043484","0000","Absent","No","Lazy","Pizza visible",6,2,4,2
"667","M043484","0010","Absent","No","Sporty","Pizza visible",1,4,3,4
"668","M043484","1110","Hot dogs","Yes","Sporty","Pizza visible",2,1,4,6
"669","M043484","1101","Hot dogs","Yes","Lazy","Hot dogs visible",7,3,2,2
"670","M043484","0111","Absent","Yes","Sporty","Hot dogs visible",3,4,4,5
"671","M043484","0101","Absent","Yes","Lazy","Hot dogs visible",6,1,6,1
"672","M043484","0100","Absent","Yes","Lazy","Pizza visible",7,1,6,1
"673","M778171","1100","Hot dogs","Yes","Lazy","Pizza visible",7,1,7,1
"674","M778171","1000","Hot dogs","No","Lazy","Pizza visible",7,1,7,1
"675","M778171","0110","Absent","Yes","Sporty","Pizza visible",1,5,1,7
"676","M778171","0001","Absent","No","Lazy","Hot dogs visible",6,1,7,1
"677","M778171","0010","Absent","No","Sporty","Pizza visible",1,7,1,7
"678","M778171","0101","Absent","Yes","Lazy","Hot dogs visible",7,1,7,1
"679","M778171","1101","Hot dogs","Yes","Lazy","Hot dogs visible",7,1,7,1
"680","M778171","1111","Hot dogs","Yes","Sporty","Hot dogs visible",1,6,1,5
"681","M778171","0100","Absent","Yes","Lazy","Pizza visible",7,1,7,2
"682","M778171","0111","Absent","Yes","Sporty","Hot dogs visible",2,5,1,6
"683","M778171","1011","Hot dogs","No","Sporty","Hot dogs visible",3,5,2,7
"684","M778171","1001","Hot dogs","No","Lazy","Hot dogs visible",7,1,7,1
"685","M778171","0000","Absent","No","Lazy","Pizza visible",7,1,5,1
"686","M778171","0011","Absent","No","Sporty","Hot dogs visible",5,0,7,1
"687","M778171","1010","Hot dogs","No","Sporty","Pizza visible",7,1,7,1
"688","M778171","1110","Hot dogs","Yes","Sporty","Pizza visible",7,1,7,4
"689","M064846","0111","Absent","Yes","Sporty","Hot dogs visible",5,5,4,2
"690","M064846","0000","Absent","No","Lazy","Pizza visible",7,2,5,2
"691","M064846","1000","Hot dogs","No","Lazy","Pizza visible",7,2,6,5
"692","M064846","1011","Hot dogs","No","Sporty","Hot dogs visible",3,4,4,3
"693","M064846","1001","Hot dogs","No","Lazy","Hot dogs visible",4,2,4,3
"694","M064846","0011","Absent","No","Sporty","Hot dogs visible",4,3,6,5
"695","M064846","1111","Hot dogs","Yes","Sporty","Hot dogs visible",5,4,3,4
"696","M064846","0010","Absent","No","Sporty","Pizza visible",6,4,5,4
"697","M064846","0001","Absent","No","Lazy","Hot dogs visible",5,2,5,4
"698","M064846","1010","Hot dogs","No","Sporty","Pizza visible",6,4,5,5
"699","M064846","1101","Hot dogs","Yes","Lazy","Hot dogs visible",5,2,5,3
"700","M064846","1110","Hot dogs","Yes","Sporty","Pizza visible",5,4,4,5
"701","M064846","1100","Hot dogs","Yes","Lazy","Pizza visible",6,2,5,3
"702","M064846","0110","Absent","Yes","Sporty","Pizza visible",4,3,5,5
"703","M064846","0100","Absent","Yes","Lazy","Pizza visible",6,2,6,3
"704","M064846","0101","Absent","Yes","Lazy","Hot dogs visible",6,2,4,2
